Target,Hiretype,Title,Age,Original State,PinCode,Source,IT,Joining Center,Rank,IsRotationalShift,NoticePeriod,Qualification1,Big four,DAndI,hike,JoiningBonus,GoodsTransportationTravelEligibility,Stipend,Experienced,IsNoticePeriodReimbursementProvided
OfferDeclined,New Employee,Mr,29.49863014,Andhra Pradesh,500049,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,1,0,26%,0,1,0,1,0
Joined,New Employee,Mr,28,Andhra Pradesh,500081,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,1,0,18%,0,1,0,1,0
OfferDeclined,New Employee,Mr,26.60273973,Andhra Pradesh,500084,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,1,0,26%,0,1,0,1,0
Joined,New Employee,Mr,21.73972603,Karnataka,560079,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,0,0%,0,0,0,0,FALSE
OfferDeclined,New Employee,Mr,24.58082192,Karnataka,574104,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,0,20%,0,1,0,1,0
OfferDeclined,New Employee,Mr,30.06575342,Tamil Nadu,636115,CONSULTANCY,1,Bangalore,42,FALSE,2,Post Grad,0,0,26%,0,0,0,1,0
OfferDeclined,New Employee,Mr,29.43287671,Andhra Pradesh,500072,EMPLOYEE REFERRAL,1,Bangalore,44,FALSE,2,Post Grad,1,0,0%,0,0,0,0,FALSE
Joined,New Employee,Mr,33.10958904,Karnataka,560037,CONSULTANCY,1,Bangalore,42,FALSE,2,Post Grad,0,0,21%,0,0,0,1,0
Joined,New Employee,Mr,31.62191781,Karnataka,560061,CONSULTANCY,1,Bangalore,42,FALSE,2,Post Grad,0,0,24%,0,0,0,1,0
Joined,New Employee,Ms,25.29041096,Karnataka,560066,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,0,23%,0,0,0,1,0
OfferDeclined,Re hire,Ms,29.74246575,Karnataka,560093,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Post Grad,1,0,21%,0,0,0,1,0
Joined,Re hire,Ms,29.89863014,Karnataka,560036,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,1,0,19%,0,0,0,1,0
Joined,New Employee,Mr,28.18082192,Karnataka,560045,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,0,0%,0,0,0,0,FALSE
Joined,New Employee,Ms,23.70136986,Karnataka,560035,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,0,100%,0,0,0,1,0
OfferDeclined,New Employee,Mr,24.70684932,Gujarat,360007,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,0,100%,0,1,0,1,0
Joined,New Employee,Mr,28.8109589,Karnataka,560097,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,0,0,24%,0,0,0,1,0
OfferDeclined,New Employee,Ms,22.25753425,Karnataka,591307,EMPLOYEE REFERRAL,1,Bangalore,4,FALSE,2,Post Grad,0,0,100%,0,0,1,1,0
OfferDeclined,Re hire,Mr,32.2630137,Tamil Nadu,600100,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Post Grad,0,0,26%,0,1,0,1,0
Joined,New Employee,Ms,26.11506849,Haryana,122004,PORTAL,0,Gurgaon,44,FALSE,2,Post Grad,0,0,100%,0,0,0,1,0
Joined,New Employee,Mr,24.62465753,Karnataka,560066,EMPLOYEE REFERRAL,1,Bangalore,4,FALSE,2,Post Grad,0,0,100%,0,0,1,1,0
Joined,New Employee,Mr,25.9369863,Karnataka,560066,EMPLOYEE REFERRAL,1,Bangalore,4,FALSE,2,Post Grad,0,0,100%,0,0,1,1,0
Joined,New Employee,Mr,31.86575342,Karnataka,560082,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,0,24%,0,0,0,1,0
Joined,New Employee,Mr,30.31232877,Karnataka,560045,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,0,34%,0,0,0,1,0
Joined,Re hire,Ms,27.3890411,Karnataka,560016,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,1,0,9%,0,0,0,1,0
OfferDeclined,New Employee,Mr,28.07945205,Andhra Pradesh,500090,CONSULTANCY,1,Bangalore,42,FALSE,2,Post Grad,0,0,24%,0,1,0,1,0
Joined,New Employee,Mr,26.06849315,Karnataka,580004,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,0,100%,0,1,0,1,0
Joined,New Employee,Mr,27.48493151,Jharkhand,835217,CAMPUS,0,Bangalore,4,FALSE,1,Post Grad,0,0,100%,0,0,1,1,0
Joined,New Employee,Ms,25.22739726,Maharashtra,400056,CAMPUS,0,Bangalore,4,FALSE,1,Post Grad,0,0,100%,0,0,1,1,0
Joined,New Employee,Ms,24.24931507,Maharashtra,400057,CAMPUS,0,Bangalore,4,FALSE,1,Post Grad,0,0,100%,0,0,1,1,0
Joined,New Employee,Mr,26.2,Maharashtra,400053,CAMPUS,0,Bangalore,4,FALSE,1,Post Grad,0,0,100%,0,0,1,1,0
Joined,New Employee,Ms,25.88767123,Maharashtra,400056,CAMPUS,0,Bangalore,4,FALSE,1,Post Grad,0,0,100%,0,0,1,1,0
Joined,Re hire,Mr,23.50958904,Maharashtra,411020,CAMPUS,0,Bangalore,4,FALSE,1,Post Grad,0,0,100%,0,0,1,1,0
Joined,New Employee,Ms,22.86027397,Maharashtra,401202,CAMPUS,0,Bangalore,4,FALSE,1,Post Grad,0,0,100%,0,0,1,1,0
Joined,New Employee,Ms,22.91780822,Maharashtra,400056,CAMPUS,0,Bangalore,4,FALSE,1,Post Grad,0,0,100%,0,0,1,1,0
Joined,New Employee,Mr,25.9890411,Jharkhand,835217,CAMPUS,0,Bangalore,4,FALSE,1,Post Grad,0,0,100%,0,0,1,1,0
Joined,New Employee,Mr,24.58630137,Jharkhand,835217,CAMPUS,0,Bangalore,4,FALSE,1,Post Grad,0,0,100%,0,0,1,1,0
Joined,New Employee,Ms,24.38082192,Maharashtra,400056,CAMPUS,0,Bangalore,4,FALSE,1,Post Grad,0,0,100%,0,0,1,1,0
Joined,New Employee,Mr,27.23287671,Jharkhand,835217,CAMPUS,0,Bangalore,4,FALSE,1,Post Grad,0,0,100%,0,0,1,1,0
Joined,New Employee,Mr,29.99178082,Karnataka,560050,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,0,15%,0,0,0,1,0
Joined,Transfer,Mr,30.85753425,Kerala,682028,GDS LEAP,0,Kochi,44,TRUE,2,Post Grad,1,0,0%,0,0,0,0,FALSE
Joined,New Employee,Ms,22.17260274,Karnataka,560029,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,0,50%,0,0,0,1,0
Joined,Re hire,Mr,32.51506849,Karnataka,560084,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Post Grad,0,0,7%,0,0,0,1,0
OfferDeclined,New Employee,Mr,34.22465753,Karnataka,560085,CONSULTANCY,1,Bangalore,42,FALSE,2,Post Grad,0,0,27%,0,0,0,1,0
Joined,New Employee,Ms,22.23561644,Karnataka,560033,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,0,100%,0,0,0,1,0
Joined,New Employee,Mr,22.63287671,Karnataka,560068,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,0,100%,0,0,0,1,0
Joined,New Employee,Mr,25.86575342,Karnataka,560011,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,0,10%,0,0,0,1,0
Joined,New Employee,Ms,24.26575342,Karnataka,560036,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,0,5%,0,0,0,1,0
Joined,New Employee,Ms,25.62465753,West Bengal,560037,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,0,100%,0,0,0,1,0
Joined,New Employee,Ms,24.56986301,Karnataka,560076,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,0,42%,0,0,0,1,0
OfferDeclined,New Employee,Mr,25.86849315,Karnataka,560079,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,0,35%,0,0,0,1,0
OfferDeclined,New Employee,Ms,27.87123288,New Delhi,110044,EMPLOYEE REFERRAL,1,Bangalore,42,FALSE,2,Post Grad,0,0,25%,0,1,0,1,0
Joined,Re hire,Ms,37,Kerala,632024,EMPLOYEE REFERRAL,0,Kochi,42,FALSE,2,Post Grad,0,0,13%,0,0,0,1,0
Joined,New Employee,Ms,40.69863014,Karnataka,560045,EMPLOYEE REFERRAL,0,Bangalore,32,FALSE,2,Post Grad,0,0,15%,0,0,0,1,0
Joined,Re hire,Ms,36.82739726,Karnataka,560043,PORTAL,0,Bangalore,42,FALSE,2,Post Grad,1,0,13%,0,0,0,1,0
Joined,New Employee,Ms,25.32876712,Karnataka,560016,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,0,20%,0,0,0,1,0
Joined,New Employee,Ms,26.65753425,Karnataka,560093,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,1,0,100%,0,0,0,1,0
Joined,New Employee,Ms,26.42739726,Andhra Pradesh,500032,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Post Grad,1,0,19%,0,1,0,1,0
OfferDeclined,New Employee,Mr,29.70136986,Kerala,670604,CONSULTANCY,0,Kochi,42,FALSE,2,Post Grad,1,0,9%,0,0,0,1,0
Joined,New Employee,Mr,24.5260274,Karnataka,560076,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,0,100%,0,0,0,1,0
Joined,New Employee,Ms,33.47123288,Kerala,682021,EMPLOYEE REFERRAL,0,Kochi,42,FALSE,2,Post Grad,1,0,9%,0,0,0,1,0
OfferDeclined,New Employee,Ms,27.22739726,Kerala,678552,PORTAL,0,Kochi,42,FALSE,2,Post Grad,1,0,9%,0,0,0,1,0
Joined,New Employee,Mr,32.74794521,Karnataka,560037,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,0,23%,0,1,0,1,0
OfferDeclined,New Employee,Mr,31.41643836,Kerala,682041,EMPLOYEE REFERRAL,0,Kochi,42,FALSE,2,Post Grad,1,0,9%,0,0,0,1,0
OfferDeclined,New Employee,Ms,40.52054795,Kerala,682026,EMPLOYEE REFERRAL,0,Kochi,42,FALSE,2,Post Grad,1,0,9%,0,0,0,1,0
OfferDeclined,New Employee,Ms,31.73972603,Kerala,673032,EMPLOYEE REFERRAL,0,Kochi,42,FALSE,2,Post Grad,1,0,9%,0,0,0,1,0
OfferDeclined,New Employee,Mr,31.71506849,Andhra Pradesh,500003,EMPLOYEE REFERRAL,0,Bangalore,32,FALSE,2,Post Grad,1,0,23%,0,1,0,1,0
Joined,New Employee,Ms,22.60273973,Karnataka,560084,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,0,100%,0,0,0,1,0
Joined,New Employee,Ms,21.86849315,Karnataka,560029,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,0,100%,0,0,0,1,0
Joined,New Employee,Ms,25.33972603,Karnataka,560030,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,0,100%,0,0,0,1,0
Joined,New Employee,Mr,25.62465753,Karnataka,560038,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,0,12%,0,0,0,1,0
Joined,New Employee,Ms,23.54246575,Karnataka,560008,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,0,100%,0,0,0,1,0
Joined,Re hire,Mr,35.91780822,Karnataka,560010,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Post Grad,0,0,0%,0,0,0,0,FALSE
Joined,New Employee,Mr,34.88493151,Andhra Pradesh,500050,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Post Grad,1,0,24%,0,1,0,1,0
Joined,Re hire,Mr,27.65205479,Karnataka,560045,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,1,0,12%,0,0,0,1,0
Joined,New Employee,Ms,26.32876712,Karnataka,583201,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,0,100%,0,1,0,1,0
Joined,New Employee,Ms,25.86575342,West Bengal,700010,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,1,0,10%,0,1,0,1,0
Joined,New Employee,Ms,25.01643836,Karnataka,560006,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,1,0,41%,0,0,0,1,0
Joined,New Employee,Mr,30.54794521,Andhra Pradesh,500009,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,1,0,21%,0,1,0,1,0
Joined,New Employee,Mr,26.35342466,Karnataka,560036,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,0,100%,0,0,0,1,0
OfferDeclined,New Employee,Ms,25.87671233,Kerala,688524,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,1,0,23%,0,1,0,1,0
Joined,New Employee,Mr,27.95342466,Karnataka,560068,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,0,6%,0,0,0,1,0
Joined,New Employee,Ms,24.98082192,Karnataka,560068,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,0,37%,0,0,0,1,0
OfferDeclined,New Employee,Ms,24.09315068,Karnataka,560036,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,0,43%,0,0,0,1,0
OfferDeclined,New Employee,Ms,30.29589041,Andhra Pradesh,560045,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,1,0,16%,0,1,0,1,0
OfferDeclined,New Employee,Mr,28.46575342,Maharashtra,422008,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,1,0,20%,0,1,0,1,0
Joined,New Employee,Ms,24.23287671,Karnataka,560016,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,0,100%,0,0,0,1,0
Joined,New Employee,Mr,27.50684932,Karnataka,560064,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,0,0%,0,0,0,0,FALSE
Joined,New Employee,Ms,27.48493151,Karnataka,560077,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,0,12%,0,0,0,1,0
Joined,New Employee,Ms,24.64657534,Karnataka,560043,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,0,100%,0,0,0,1,0
Joined,New Employee,Mr,28.01917808,Karnataka,560045,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,0,100%,0,0,0,1,0
Joined,New Employee,Mr,26.36712329,Karnataka,560077,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,0,41%,0,0,0,1,0
Joined,New Employee,Ms,24.61917808,Karnataka,560068,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,0,100%,0,0,0,1,0
OfferDeclined,New Employee,Mr,31.62465753,Karnataka,560078,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,0,9%,0,0,0,1,0
Joined,New Employee,Ms,25.82191781,Karnataka,560037,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,0,100%,0,0,0,1,0
OfferDeclined,New Employee,Mr,25.04931507,Karnataka,560037,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,0,100%,0,0,0,1,0
Joined,New Employee,Mr,32.39178082,Andhra Pradesh,500087,EMPLOYEE REFERRAL,0,Bangalore,32,FALSE,2,Post Grad,1,0,17%,0,1,0,1,0
Joined,New Employee,Mr,26.64109589,Karnataka,560043,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,0,100%,0,0,0,1,0
OfferDeclined,New Employee,Mr,30.75890411,West Bengal,700156,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,1,0,24%,0,1,0,1,0
Joined,Re hire,Mr,29.20273973,Karnataka,560032,EMPLOYEE REFERRAL,0,Bangalore,32,FALSE,2,Post Grad,0,0,25%,0,0,0,1,0
Joined,New Employee,Ms,30.91780822,Karnataka,560087,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Post Grad,0,0,27%,0,0,0,1,1
Joined,New Employee,Ms,25.2739726,Karnataka,560037,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,0,26%,0,0,0,1,0
Joined,New Employee,Mr,29.77260274,West Bengal,700102,EMPLOYEE REFERRAL,1,Bangalore,42,FALSE,2,Post Grad,0,0,29%,0,1,0,1,0
Joined,New Employee,Mr,30.58082192,Karnataka,560043,EMPLOYEE REFERRAL,1,Bangalore,42,FALSE,2,Post Grad,0,0,21%,0,0,0,1,0
Joined,New Employee,Ms,25.68767123,Karnataka,560029,EMPLOYEE REFERRAL,1,Bangalore,44,FALSE,2,Post Grad,0,0,26%,0,0,0,1,0
Joined,New Employee,Ms,30.24383562,Karnataka,560037,EMPLOYEE REFERRAL,1,Bangalore,42,FALSE,2,Post Grad,0,0,30%,0,1,0,1,0
Joined,New Employee,Ms,34.21369863,Karnataka,560035,CONSULTANCY,1,Bangalore,42,FALSE,2,Post Grad,0,0,29%,0,0,0,1,0
OfferDeclined,New Employee,Ms,26.7890411,Andhra Pradesh,500084,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,1,0,20%,0,1,0,1,0
OfferDeclined,New Employee,Mr,29.77534247,Andhra Pradesh,500084,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,1,0,13%,0,1,0,1,0
Joined,New Employee,Ms,26.75342466,Karnataka,560066,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,1,0,8%,0,0,0,1,0
Joined,New Employee,Ms,23.03287671,Karnataka,560011,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,0,31%,0,0,0,1,0
Joined,New Employee,Mr,25.77808219,Karnataka,560010,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,0,48%,0,0,0,1,0
Joined,New Employee,Ms,29.78082192,Karnataka,560043,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,1,0,22%,0,0,0,1,0
Joined,Transfer,Mr,32.04657534,Karnataka,560097,GDS LEAP,0,Bangalore,42,FALSE,2,Post Grad,1,0,0%,0,0,0,0,FALSE
Joined,New Employee,Mr,25.27123288,Karnataka,743437,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,0,0%,0,0,0,0,FALSE
Joined,New Employee,Ms,25.92328767,Karnataka,581205,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,0,38%,0,0,0,1,0
Joined,New Employee,Ms,22.64383562,Karnataka,560001,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,0,31%,0,0,0,1,0
Joined,Re hire,Ms,27.19726027,Karnataka,560072,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,0,20%,0,0,0,1,0
Joined,New Employee,Mr,22.23287671,Karnataka,580023,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,0,30%,0,0,0,1,0
Joined,New Employee,Mr,22.91780822,Karnataka,560017,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,0,100%,0,0,0,1,0
Joined,New Employee,Mr,35.67945205,Karnataka,560038,CONSULTANCY,1,Bangalore,32,FALSE,2,Post Grad,0,0,18%,0,0,0,1,0
Joined,New Employee,Mr,28.65479452,Haryana,122001,PORTAL,0,Bangalore,42,FALSE,2,Post Grad,1,0,32%,0,1,0,1,0
OfferDeclined,New Employee,Ms,26.27945205,West Bengal,700156,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Post Grad,1,0,24%,0,1,0,1,0
OfferDeclined,New Employee,Ms,25.68219178,Karnataka,560069,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,1,0,7%,0,0,0,1,0
Joined,New Employee,Mr,22.19178082,Karnataka,560084,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,0,100%,0,0,0,1,0
Joined,New Employee,Mr,28.05205479,New Delhi,110059,PORTAL,0,Gurgaon,44,FALSE,2,Post Grad,0,0,22%,0,0,0,1,0
Joined,New Employee,Mr,23.12054795,Karnataka,560028,CAMPUS,0,Bangalore,44,FALSE,2,Post Grad,0,0,100%,0,0,0,1,0
Joined,New Employee,Mr,22.07945205,Karnataka,560046,CAMPUS,0,Bangalore,44,FALSE,2,Post Grad,0,0,100%,0,0,0,1,0
OfferDeclined,New Employee,Ms,22.33150685,Karnataka,560043,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,0,100%,0,0,0,1,0
Joined,New Employee,Ms,29.34520548,Karnataka,560017,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,0,100%,0,0,0,1,0
Joined,Transfer,Ms,30.69589041,Karnataka,560016,GDS LEAP,0,Gurgaon,42,FALSE,2,Post Grad,1,0,0%,0,1,0,0,FALSE
Joined,Transfer,Ms,27.29041096,Kerala,691007,GDS LEAP,0,Trivandrum,44,TRUE,2,Post Grad,1,0,0%,0,0,0,0,FALSE
Joined,New Employee,Ms,31.44383562,Karnataka,560027,EMPLOYEE REFERRAL,0,Bangalore,32,FALSE,2,Post Grad,0,0,3%,0,0,0,1,0
Joined,New Employee,Ms,24.16164384,Tamil Nadu,600077,EMPLOYEE REFERRAL,0,Chennai,44,FALSE,2,Post Grad,1,0,17%,0,0,0,1,0
OfferDeclined,New Employee,Ms,27.94794521,Kerala,682304,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,0,23%,0,1,0,1,0
Joined,New Employee,Ms,22.36438356,Karnataka,583101,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,0,37%,0,1,0,1,0
OfferDeclined,New Employee,Mr,27.24657534,Kerala,682018,EMPLOYEE REFERRAL,0,Kochi,42,FALSE,2,Post Grad,1,0,9%,0,0,0,1,0
Joined,New Employee,Ms,26.96164384,Karnataka,575002,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,0,47%,0,1,0,1,0
Joined,New Employee,Ms,23.51780822,Karnataka,560019,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,0,26%,0,0,0,1,0
Joined,New Employee,Ms,22.19726027,Karnataka,560062,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,0,20%,0,0,0,1,0
Joined,New Employee,Ms,25.12054795,Karnataka,560008,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,0,30%,0,0,0,1,0
OfferDeclined,New Employee,Ms,30.48493151,Kerala,682002,EMPLOYEE REFERRAL,0,Kochi,44,FALSE,2,Post Grad,0,0,9%,0,0,0,1,0
Joined,New Employee,Mr,25.03013699,Karnataka,587119,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,0,34%,0,0,0,1,0
Joined,New Employee,Mr,26.60547945,Karnataka,560076,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,0,41%,0,0,0,1,0
Joined,New Employee,Mr,30.9260274,Karnataka,560016,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,0,27%,0,0,0,1,0
Joined,New Employee,Mr,25.91780822,Karnataka,560030,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,0,100%,0,0,0,1,0
Joined,New Employee,Mr,43.7890411,Andhra Pradesh,500068,CONSULTANCY,0,Bangalore,32,FALSE,2,Post Grad,1,0,0%,0,1,0,1,0
Joined,New Employee,Ms,28.39726027,Karnataka,560036,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,0,21%,0,0,0,1,0
Joined,New Employee,Mr,25.51506849,Karnataka,560102,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,0,100%,0,0,0,1,0
Joined,Transfer,Mr,34.63835616,Karnataka,560084,GDS LEAP,0,Bangalore,44,FALSE,2,Post Grad,1,0,0%,0,0,0,0,FALSE
Joined,Transfer,Mr,39.19452055,Karnataka,560093,GDS LEAP,0,Bangalore,32,FALSE,2,Post Grad,1,0,0%,0,0,0,0,FALSE
OfferDeclined,New Employee,Ms,28.65479452,West Bengal,700133,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,1,0,23%,0,1,0,1,0
OfferDeclined,New Employee,Ms,26.8739726,West Bengal,700002,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,1,0,22%,0,1,0,1,0
Joined,New Employee,Mr,26.10684932,Kerala,682032,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,1,0,23%,0,1,0,1,0
Joined,New Employee,Mr,34.33972603,Karnataka,560078,EMPLOYEE REFERRAL,0,Bangalore,32,FALSE,2,Post Grad,0,0,29%,0,0,0,1,0
Joined,New Employee,Mr,34.52328767,Uttar Pradesh,201306,CONSULTANCY,0,Gurgaon,42,FALSE,2,Post Grad,0,0,100%,0,0,0,1,0
Joined,New Employee,Ms,27.48219178,New Delhi,110027,CONSULTANCY,0,Gurgaon,42,FALSE,2,Post Grad,1,0,100%,0,0,0,1,0
Joined,New Employee,Mr,38.17808219,Karnataka,560027,EMPLOYEE REFERRAL,0,Bangalore,32,FALSE,2,Post Grad,0,0,0%,0,0,0,0,FALSE
OfferDeclined,New Employee,Mr,25.8630137,West Bengal,712232,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,1,0,22%,0,1,0,1,0
Joined,New Employee,Ms,29.65479452,New Delhi,110064,CONSULTANCY,0,Gurgaon,42,FALSE,2,Post Grad,1,0,100%,0,0,0,1,0
Joined,New Employee,Ms,28.5890411,New Delhi,110016,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,0,0,100%,0,1,0,1,0
Joined,Re hire,Ms,24.44109589,Tamil Nadu,600001,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,1,0,10%,0,1,0,1,0
OfferDeclined,New Employee,Mr,35.41643836,Karnataka,560016,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Post Grad,0,0,23%,0,0,0,1,0
Joined,New Employee,Mr,21.99726027,Karnataka,560086,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,0,100%,0,0,0,1,0
Joined,New Employee,Mr,22.44931507,Karnataka,560029,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,0,100%,0,0,0,1,0
Joined,New Employee,Ms,27.79726027,Karnataka,560047,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,0,0,20%,0,0,0,1,0
Joined,New Employee,Ms,26.71506849,Karnataka,560017,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,0,100%,0,0,0,1,0
Joined,New Employee,Ms,26.96164384,Haryana,122000,PORTAL,0,Gurgaon,44,FALSE,2,Post Grad,0,0,19%,0,0,0,1,0
Joined,Re hire,Ms,20.75890411,Tamil Nadu,600004,CAMPUS,0,Bangalore,4,FALSE,1,Post Grad,0,0,100%,0,0,1,1,0
Joined,New Employee,Mr,32.79178082,Haryana,122004,CONSULTANCY,0,Gurgaon,42,FALSE,2,Post Grad,1,0,22%,0,0,0,1,0
OfferDeclined,New Employee,Mr,31.33150685,Andhra Pradesh,500084,CONSULTANCY,0,Gurgaon,42,FALSE,2,Post Grad,1,0,100%,0,1,0,1,0
Joined,New Employee,Mr,32.5260274,Haryana,122008,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Post Grad,1,0,100%,0,1,0,1,0
Joined,Re hire,Ms,31.16986301,Karnataka,560062,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Post Grad,1,0,0%,0,0,0,0,FALSE
Joined,New Employee,Ms,28.7369863,Uttarakhand,171001,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,1,0,25%,0,1,0,1,0
