Target,Hiretype,Title,Age,Original State,PinCode,Source,IT,Joining Center,Rank,IsRotationalShift,NoticePeriod,Qualification1,Big four,DAndI,hike,JoiningBonus,GoodsTransportationTravelEligibility,Stipend,Experienced,IsNoticePeriodReimbursementProvided
OfferDeclined,New Employee,Ms,37.06027397,Kerala,683573,CONSULTANCY,0,Kochi,42,FALSE,2,Post Grad,1,0,37%,0,0,0,1,0
Joined,New Employee,Ms,29.05753425,Kerala,683501,CONSULTANCY,0,Kochi,42,FALSE,2,Grad,1,0,30%,0,0,0,1,0
OfferDeclined,New Employee,Mr,31.47945205,Kerala,683503,CONSULTANCY,0,Kochi,42,FALSE,2,Post Grad,1,0,36%,0,0,0,1,0
Joined,New Employee,Mr,33.1260274,Andhra Pradesh,500008,CONSULTANCY,0,Kochi,42,FALSE,2,MBA,1,0,28%,0,1,0,1,0
Joined,New Employee,Mr,35.50410959,Kerala,686673,CONSULTANCY,0,Kochi,42,FALSE,2,MBA,1,0,33%,0,0,0,1,0
OfferDeclined,New Employee,Mr,32.49315068,Kerala,680684,CONSULTANCY,0,Kochi,42,FALSE,2,MBA,1,0,27%,0,1,0,1,0
OfferDeclined,New Employee,Mr,31.28767123,Kerala,683101,CONSULTANCY,0,Kochi,42,FALSE,2,MBA,1,0,39%,0,0,0,1,0
OfferDeclined,New Employee,Mr,29.26027397,Kerala,682030,CONSULTANCY,0,Kochi,42,FALSE,2,MBA,1,0,30%,0,0,0,1,0
Joined,New Employee,Ms,31.29041096,Kerala,673007,CONSULTANCY,0,Kochi,42,FALSE,2,MBA,1,0,35%,0,0,0,1,0
Joined,New Employee,Mr,39.23013699,West Bengal,700156,EMPLOYEE REFERRAL,0,Bangalore,32,FALSE,2,Grad,1,0,20%,0,1,0,1,0
Joined,New Employee,Ms,22.64931507,Karnataka,560067,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Grad,0,0,100%,0,0,0,1,0
Joined,New Employee,Ms,22.2630137,Karnataka,560008,WALK-IN,0,Bangalore,44,FALSE,2,Grad,0,0,100%,0,0,0,1,0
OfferDeclined,New Employee,Ms,32.68767123,Kerala,682030,PORTAL,0,Kochi,32,FALSE,2,MBA,0,0,35%,0,0,0,1,0
OfferDeclined,New Employee,Ms,26.41369863,Kerala,685505,CONSULTANCY,0,Kochi,44,FALSE,2,MBA,1,0,30%,0,0,0,1,0
Joined,New Employee,Mr,29.90410959,Kerala,686673,CONSULTANCY,0,Kochi,44,FALSE,2,MBA,1,0,27%,0,0,0,1,0
Joined,New Employee,Ms,22.22465753,Karnataka,560076,WALK-IN,0,Bangalore,44,FALSE,2,Grad,0,0,100%,0,0,0,1,0
Joined,New Employee,Ms,27.86575342,Kerala,686691,EMPLOYEE REFERRAL,0,Kochi,44,FALSE,2,Post Grad,1,0,30%,0,0,0,1,0
OfferDeclined,New Employee,Mr,32.67671233,Karnataka,560093,CONSULTANCY,0,Bangalore,32,FALSE,2,Grad,1,0,17%,0,0,0,1,1
Joined,New Employee,Ms,22.16438356,Karnataka,560055,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Grad,0,0,100%,0,0,0,1,0
Joined,New Employee,Mr,24.84109589,Tamil Nadu,600033,EMPLOYEE REFERRAL,0,Chennai,44,FALSE,2,MBA,1,0,5%,0,0,0,1,0
Joined,New Employee,Mr,25.42739726,Karnataka,562114,WALK-IN,0,Bangalore,44,FALSE,2,MBA,0,0,100%,0,0,0,1,0
OfferDeclined,New Employee,Ms,25.42465753,Karnataka,575001,PORTAL,0,Bangalore,44,FALSE,2,Grad,0,0,30%,0,0,0,1,0
Joined,New Employee,Ms,33.29315068,Karnataka,560100,PORTAL,1,Bangalore,42,FALSE,2,Post Grad,0,0,44%,0,0,0,1,0
Joined,New Employee,Mr,26.7260274,Karnataka,560066,PORTAL,1,Bangalore,42,FALSE,2,Grad,0,0,15%,0,0,0,1,0
Joined,New Employee,Ms,28.90958904,Orissa,759103,PORTAL,1,Bangalore,42,FALSE,2,Grad,0,0,28%,0,0,0,1,0
Joined,New Employee,Mr,26.4739726,Karnataka,560054,PORTAL,1,Bangalore,42,FALSE,2,Grad,0,0,50%,0,0,0,1,0
OfferDeclined,New Employee,Mr,24.80821918,Karnataka,560076,EMPLOYEE REFERRAL,1,Bangalore,44,FALSE,2,Grad,0,0,43%,0,0,0,1,0
OfferDeclined,New Employee,Mr,29.45753425,Karnataka,560037,PORTAL,1,Bangalore,44,FALSE,2,Post Grad,0,0,24%,0,0,0,1,0
Joined,New Employee,Mr,27.45479452,Karnataka,560037,PORTAL,1,Bangalore,42,FALSE,2,Grad,1,0,36%,0,0,0,1,0
OfferDeclined,New Employee,Ms,26.29315068,Karnataka,560037,EMPLOYEE REFERRAL,1,Bangalore,44,FALSE,2,Grad,0,0,33%,0,0,0,1,0
Joined,New Employee,Ms,27.97260274,Karnataka,560076,EMPLOYEE REFERRAL,1,Bangalore,44,FALSE,2,Grad,0,0,10%,0,0,0,1,0
Joined,Re hire,Mr,23.96438356,Karnataka,560021,PORTAL,0,Bangalore,44,FALSE,2,Grad,1,0,15%,0,0,0,1,0
Joined,New Employee,Ms,25.22191781,Karnataka,560103,EMPLOYEE REFERRAL,1,Bangalore,44,FALSE,2,Grad,0,0,42%,0,0,0,1,0
Joined,New Employee,Mr,28.05205479,Karnataka,560037,PORTAL,1,Bangalore,42,FALSE,2,Grad,0,0,23%,0,0,0,1,0
OfferDeclined,New Employee,Mr,25.0109589,Andhra Pradesh,521325,EMPLOYEE REFERRAL,1,Bangalore,44,FALSE,2,Grad,0,0,36%,0,0,0,1,0
Joined,New Employee,Mr,24.81643836,Karnataka,560024,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Grad,0,0,30%,0,0,0,1,0
Joined,New Employee,Mr,26.8109589,Karnataka,560103,PORTAL,0,Bangalore,44,FALSE,2,Grad,0,0,28%,0,0,0,1,0
Joined,Transfer,Mr,26.49315068,Karnataka,560080,CWR TO FTE CONVERSION,0,Bangalore,44,FALSE,2,MBA,1,0,21%,0,0,0,1,0
Joined,Transfer,Mr,23.6109589,Karnataka,560029,CWR TO FTE CONVERSION,0,Bangalore,44,FALSE,2,Grad,0,0,21%,0,0,0,1,0
Joined,Transfer,Ms,28.45479452,Kerala,689121,CWR TO FTE CONVERSION,0,Kochi,44,TRUE,2,Grad,0,0,100%,0,0,0,1,0
Joined,New Employee,Mr,32.70958904,Kerala,683104,CONSULTANCY,0,Kochi,42,FALSE,2,Post Grad,1,0,23%,0,0,0,1,0
OfferDeclined,New Employee,Mr,31.8,Kerala,686576,CONSULTANCY,0,Kochi,42,FALSE,2,Post Grad,1,0,34%,0,0,0,1,0
Joined,New Employee,Ms,29.67671233,Karnataka,567006,PORTAL,0,Bangalore,44,FALSE,2,Grad,0,0,22%,0,0,0,1,0
Joined,New Employee,Mr,29.40273973,Karnataka,560079,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Grad,0,0,26%,0,0,0,1,0
Joined,New Employee,Ms,22.2739726,Karnataka,560050,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Grad,0,0,100%,0,0,0,1,0
Joined,New Employee,Ms,26.0739726,Karnataka,560077,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Grad,0,0,100%,0,0,0,1,0
Joined,Transfer,Ms,41.15890411,Karnataka,560086,TRANSFER,0,Bangalore,32,FALSE,2,MBA,1,0,0%,0,0,0,0,FALSE
OfferDeclined,New Employee,Mr,31.73150685,Kerala,680589,CONSULTANCY,0,Kochi,42,FALSE,2,Grad,1,0,34%,0,0,0,1,0
Joined,New Employee,Mr,27.28493151,Kerala,678684,PORTAL,0,Kochi,42,FALSE,2,MBA,1,0,31%,0,0,0,1,0
Joined,New Employee,Mr,30.4109589,Kerala,680588,EMPLOYEE REFERRAL,0,Kochi,42,FALSE,2,Grad,0,0,39%,0,1,0,1,0
Joined,New Employee,Ms,27.45479452,Kerala,682025,PORTAL,0,Kochi,42,FALSE,2,MBA,1,0,32%,0,0,0,1,0
Joined,New Employee,Mr,30.11506849,Kerala,682030,PORTAL,0,Kochi,42,FALSE,2,Post Grad,1,0,27%,0,0,0,1,0
Joined,New Employee,Ms,27.68219178,Kerala,686015,EMPLOYEE REFERRAL,0,Kochi,42,FALSE,2,Post Grad,1,0,32%,0,0,0,1,0
Joined,New Employee,Ms,33.96164384,Kerala,682025,EMPLOYEE REFERRAL,0,Kochi,42,FALSE,2,Post Grad,0,0,29%,0,0,0,1,0
Joined,New Employee,Mr,28.03013699,Kerala,686501,EMPLOYEE REFERRAL,0,Kochi,42,FALSE,2,Post Grad,1,0,28%,0,0,0,1,0
OfferDeclined,New Employee,Mr,30.74246575,Kerala,683545,PORTAL,0,Kochi,42,FALSE,2,MBA,1,0,26%,0,0,0,1,0
OfferDeclined,New Employee,Ms,28.3890411,Kerala,683565,CONSULTANCY,0,Kochi,42,FALSE,2,MBA,1,0,26%,0,0,0,1,0
Joined,New Employee,Ms,32.00547945,Kerala,683102,PORTAL,0,Kochi,42,FALSE,2,Post Grad,1,0,27%,0,0,0,1,0
Joined,New Employee,Mr,33.31506849,Karnataka,560016,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,1,0,28%,0,1,0,1,0
OfferDeclined,New Employee,Mr,30.32876712,Kerala,682002,PORTAL,0,Kochi,42,FALSE,2,MBA,1,0,31%,0,0,0,1,0
Joined,New Employee,Mr,45.26849315,Karnataka,560076,CONSULTANCY,0,Bangalore,32,FALSE,2,MBA,0,0,28%,0,0,0,1,0
Joined,Re hire,Mr,28.71506849,West Bengal,700156,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,MBA,1,0,30%,1,1,0,1,0
Joined,Re hire,Mr,29.22739726,West Bengal,700156,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,MBA,1,0,30%,1,1,0,1,0
Joined,New Employee,Ms,26.69315068,Karnataka,560030,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Grad,0,0,19%,0,0,0,1,0
Joined,New Employee,Ms,24.64931507,Karnataka,560045,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,0,100%,0,0,0,1,0
Joined,New Employee,Mr,23.82465753,Karnataka,575008,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,0,100%,0,0,0,1,0
Joined,Re hire,Ms,26.20273973,Karnataka,560016,WALK-IN,0,Bangalore,44,FALSE,2,MBA,0,0,51%,0,0,0,1,0
Joined,New Employee,Mr,21.83013699,Kerala,673311,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Grad,0,0,100%,0,0,0,1,0
OfferDeclined,New Employee,Ms,21.83287671,Karnataka,560030,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Grad,0,0,100%,0,0,0,1,0
Joined,New Employee,Ms,21.69863014,Karnataka,560032,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Grad,0,0,100%,0,0,0,1,0
Joined,New Employee,Ms,22.62465753,Karnataka,560029,WALK-IN,0,Bangalore,44,FALSE,2,Grad,0,0,100%,0,0,0,1,0
Joined,New Employee,Mr,22.92876712,Karnataka,560047,WALK-IN,0,Bangalore,44,FALSE,2,Grad,0,0,100%,0,0,0,1,0
Joined,New Employee,Mr,22.07671233,Karnataka,560036,WALK-IN,0,Bangalore,44,FALSE,2,Grad,0,0,100%,0,0,0,1,0
OfferDeclined,New Employee,Mr,24.79452055,Karnataka,560072,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,MBA,0,0,100%,0,0,0,1,0
Joined,Transfer,Mr,32.50958904,Kerala,688529,GDS LEAP,1,Kochi,42,FALSE,2,Grad,1,0,9%,0,0,0,1,0
Joined,New Employee,Mr,24.59726027,Karnataka,560061,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Grad,0,0,11%,0,0,0,1,0
Joined,New Employee,Mr,25.80821918,Karnataka,560077,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Grad,0,0,25%,0,0,0,1,0
Joined,Re hire,Ms,25.62465753,Kerala,690514,PORTAL,0,Kochi,44,TRUE,2,Grad,0,0,100%,0,0,0,1,0
Joined,New Employee,Ms,28.72876712,Karnataka,560093,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,MBA,1,0,35%,0,0,0,1,0
Joined,New Employee,Ms,30.40547945,Karnataka,560067,CONSULTANCY,0,Bangalore,42,FALSE,2,MBA,0,0,32%,0,0,0,1,0
Joined,Transfer,Ms,26.50136986,Kerala,679513,GDS LEAP,0,Kochi,44,FALSE,2,Post Grad,1,0,5%,0,0,0,1,0
OfferDeclined,New Employee,Mr,30.44383562,Karnataka,560043,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Grad,0,0,22%,0,0,0,1,0
OfferDeclined,New Employee,Mr,35.50410959,Karnataka,560017,CONSULTANCY,0,Bangalore,42,FALSE,2,MBA,0,0,29%,0,0,0,1,0
OfferDeclined,Re hire,Ms,28.01643836,Karnataka,560083,PORTAL,0,Bangalore,44,FALSE,2,Grad,1,0,16%,0,0,0,1,0
Joined,New Employee,Mr,24.72328767,Karnataka,560038,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,MBA,0,0,100%,0,0,0,1,0
Joined,New Employee,Mr,25.97534247,Karnataka,560060,PORTAL,0,Bangalore,44,FALSE,2,Grad,0,0,24%,0,0,0,1,0
OfferDeclined,New Employee,Ms,23.1890411,Karnataka,560076,WALK-IN,0,Bangalore,44,FALSE,2,Grad,0,0,100%,0,0,0,1,0
Joined,New Employee,Mr,29.86027397,Karnataka,560043,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Grad,0,0,19%,0,0,0,1,0
Joined,New Employee,Ms,23.69041096,Karnataka,560008,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Grad,0,0,100%,0,0,0,1,0
Joined,New Employee,Ms,23.83287671,Karnataka,576120,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,MBA,0,0,100%,0,0,0,1,0
OfferDeclined,New Employee,Ms,26.79726027,Karnataka,560103,PORTAL,0,Bangalore,44,FALSE,2,Grad,0,0,24%,0,0,0,1,0
Joined,New Employee,Mr,32.3369863,New Delhi,110059,EMPLOYEE REFERRAL,0,Gurgaon,42,FALSE,2,CA,0,0,10%,0,0,0,1,0
OfferDeclined,New Employee,Mr,26.8739726,Karnataka,560066,PORTAL,1,Bangalore,42,FALSE,2,Grad,0,0,0%,0,0,0,0,FALSE
Joined,New Employee,Mr,27.43013699,Karnataka,560090,PORTAL,1,Bangalore,42,FALSE,2,Grad,0,0,21%,0,0,0,1,0
Joined,New Employee,Mr,29.50684932,Uttar Pradesh,201301,EMPLOYEE REFERRAL,1,Bangalore,42,FALSE,2,Grad,0,0,29%,0,0,0,1,0
Joined,New Employee,Ms,33.82191781,Karnataka,560061,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Grad,1,0,13%,0,0,0,1,0
OfferDeclined,New Employee,Mr,28.34520548,Karnataka,560037,PORTAL,1,Bangalore,42,FALSE,2,Grad,0,0,5%,0,0,0,1,0
OfferDeclined,New Employee,Mr,31.4109589,Kerala,679594,PORTAL,0,Kochi,42,FALSE,2,MBA,1,0,28%,0,0,0,1,0
Joined,New Employee,Mr,25.62191781,Karnataka,560086,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Grad,0,0,24%,0,0,0,1,0
Joined,New Employee,Ms,33.2,Kerala,682025,PORTAL,0,Kochi,42,FALSE,2,MBA,1,0,26%,0,0,0,1,0
Joined,New Employee,Mr,42.39726027,Kerala,682030,PORTAL,1,Kochi,42,FALSE,2,Post Grad,0,0,21%,0,0,0,1,0
Joined,New Employee,Ms,31.42465753,Kerala,682030,PORTAL,1,Bangalore,42,FALSE,2,Grad,0,0,42%,0,0,0,1,0
Joined,New Employee,Ms,35.38356164,Kerala,682030,PORTAL,1,Kochi,42,FALSE,2,Post Grad,0,0,31%,0,0,0,1,0
Joined,New Employee,Ms,36.50410959,Kerala,682037,PORTAL,1,Kochi,42,FALSE,2,Post Grad,0,0,18%,0,0,0,1,0
Joined,New Employee,Mr,33.39726027,Kerala,670102,PORTAL,1,Kochi,42,FALSE,2,Grad,0,0,18%,0,0,0,1,0
Joined,New Employee,Mr,28.80547945,Andhra Pradesh,500052,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Grad,0,0,32%,0,1,0,1,0
Joined,New Employee,Ms,30.38082192,Telangana,505212,CONSULTANCY,0,Bangalore,42,FALSE,2,MBA,0,0,24%,0,1,0,1,0
Joined,New Employee,Mr,30.37534247,Telangana,508116,CONSULTANCY,0,Bangalore,42,FALSE,2,MBA,0,0,35%,0,1,0,1,0
Joined,New Employee,Mr,29.27945205,Andhra Pradesh,500050,CONSULTANCY,0,Bangalore,42,FALSE,2,MBA,1,0,24%,0,1,0,1,0
Joined,New Employee,Mr,27.33972603,Andhra Pradesh,500045,CONSULTANCY,0,Bangalore,42,FALSE,2,Grad,0,0,31%,0,1,0,1,0
Joined,New Employee,Mr,28.35616438,Andhra Pradesh,500020,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,MBA,0,0,25%,0,1,0,1,0
Joined,New Employee,Mr,27.52328767,Andhra Pradesh,500047,CONSULTANCY,0,Bangalore,42,FALSE,2,MBA,0,0,28%,0,1,0,1,0
Joined,New Employee,Ms,33.53972603,Kerala,682301,CONSULTANCY,0,Kochi,42,FALSE,2,MBA,1,0,23%,0,0,0,1,0
Joined,New Employee,Ms,38.21643836,Telangana,500087,CONSULTANCY,0,Bangalore,42,FALSE,2,MBA,0,0,29%,0,1,0,1,0
OfferDeclined,New Employee,Ms,32.49315068,Andhra Pradesh,500020,CONSULTANCY,0,Bangalore,42,FALSE,2,MBA,0,0,23%,0,0,0,1,0
Joined,New Employee,Mr,31.32876712,Tamil Nadu,641041,CONSULTANCY,0,Kochi,42,FALSE,2,MBA,1,0,36%,0,1,0,1,0
OfferDeclined,New Employee,Ms,34.48767123,Kerala,686501,CONSULTANCY,0,Kochi,32,FALSE,2,Grad,1,0,23%,0,0,0,1,0
OfferDeclined,New Employee,Mr,33.67671233,Karnataka,560093,CONSULTANCY,0,Bangalore,42,FALSE,2,MBA,1,0,30%,0,0,0,1,0
Joined,New Employee,Mr,28.15890411,Andhra Pradesh,500038,CONSULTANCY,0,Bangalore,42,FALSE,2,Grad,0,0,35%,0,1,0,1,0
Joined,New Employee,Mr,35.78082192,Karnataka,560037,PORTAL,1,Bangalore,42,FALSE,2,Post Grad,0,0,24%,0,0,0,1,0
OfferDeclined,New Employee,Mr,30.85205479,Andhra Pradesh,500084,EMPLOYEE REFERRAL,0,Kochi,42,FALSE,2,Grad,1,0,23%,0,1,0,1,0
Joined,New Employee,Mr,31.02191781,Andhra Pradesh,500083,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,0,0,23%,0,1,0,1,0
Joined,New Employee,Mr,34.4,Karnataka,560036,PORTAL,1,Bangalore,42,FALSE,2,Post Grad,0,0,16%,0,0,0,1,0
Joined,New Employee,Mr,28.81643836,Andhra Pradesh,515201,CONSULTANCY,0,Bangalore,42,FALSE,2,MBA,0,0,23%,0,1,0,1,0
Joined,New Employee,Mr,30.44657534,Kerala,682024,CONSULTANCY,0,Kochi,42,FALSE,2,MBA,1,0,24%,0,0,0,1,0
Joined,New Employee,Ms,30.51506849,Andhra Pradesh,500081,PORTAL,1,Bangalore,42,FALSE,2,Grad,0,0,35%,0,1,0,1,0
Joined,New Employee,Mr,31.32876712,Andhra Pradesh,500027,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,0,0,23%,0,1,0,1,0
OfferDeclined,New Employee,Mr,35.36986301,Andhra Pradesh,500001,CONSULTANCY,0,Kochi,42,FALSE,2,MBA,0,0,29%,0,1,0,1,0
Joined,New Employee,Mr,28.90410959,Andhra Pradesh,500044,CONSULTANCY,0,Bangalore,42,FALSE,2,MBA,0,0,31%,0,1,0,1,0
OfferDeclined,Re hire,Ms,33.6,Karnataka,560066,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,0,13%,0,0,0,1,0
Joined,Re hire,Ms,29.08219178,Kerala,670721,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Grad,1,0,22%,0,0,0,1,0
Joined,New Employee,Mr,35.43561644,Karnataka,560072,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Grad,0,0,31%,0,0,0,1,0
Joined,New Employee,Ms,30.3890411,Karnataka,560079,PORTAL,0,Bangalore,44,FALSE,2,MBA,0,0,8%,0,0,0,1,0
Joined,Re hire,Ms,31.22739726,Karnataka,560084,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Grad,1,0,18%,0,0,0,1,0
Joined,New Employee,Mr,20.89589041,Karnataka,560051,PORTAL,0,Bangalore,44,FALSE,2,Grad,0,0,100%,0,0,0,1,0
Joined,New Employee,Ms,22.17534247,Karnataka,560005,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Grad,0,0,100%,0,0,0,1,0
Joined,New Employee,Ms,24.65479452,Karnataka,560079,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,MBA,0,0,100%,0,0,0,1,0
Joined,New Employee,Ms,23.24657534,Karnataka,560086,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Grad,0,0,29%,0,0,0,1,0
Joined,New Employee,Mr,32.24931507,Andhra Pradesh,411014,CONSULTANCY,0,Bangalore,32,FALSE,2,Grad,0,0,36%,0,1,0,1,0
OfferDeclined,New Employee,Ms,31.90958904,Uttar Pradesh,201301,CONSULTANCY,0,Gurgaon,42,FALSE,2,MBA,1,0,41%,0,0,0,1,0
Joined,New Employee,Ms,28.13972603,New Delhi,110003,CONSULTANCY,0,Gurgaon,42,FALSE,2,Post Grad,1,0,27%,0,0,0,1,0
Joined,New Employee,Mr,28.39178082,Kerala,671533,PORTAL,0,Kochi,44,FALSE,2,Post Grad,1,0,27%,0,0,0,1,0
OfferDeclined,New Employee,Mr,29.03287671,Kerala,685582,PORTAL,0,Kochi,44,FALSE,2,Post Grad,1,0,20%,0,0,0,1,0
OfferDeclined,New Employee,Mr,28.28493151,Karnataka,560062,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,MBA,1,0,48%,0,0,0,1,0
Joined,New Employee,Mr,30.20273973,Karnataka,560043,CONSULTANCY,0,Bangalore,42,FALSE,2,MBA,1,0,27%,0,0,0,1,0
Joined,New Employee,Ms,27.52328767,Kerala,680683,CONSULTANCY,0,Kochi,44,FALSE,2,Post Grad,0,0,21%,0,1,0,1,0
OfferDeclined,New Employee,Ms,29.71506849,Karnataka,560013,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Post Grad,1,0,29%,0,0,0,1,0
Joined,Re hire,Ms,32.7890411,Karnataka,560093,CONSULTANCY,0,Bangalore,42,FALSE,2,MBA,1,0,23%,0,0,0,1,0
OfferDeclined,New Employee,Mr,27.46027397,Kerala,695881,CONSULTANCY,0,Kochi,42,FALSE,2,Post Grad,0,0,24%,0,1,0,1,0
Joined,New Employee,Mr,27.49041096,Karnataka,560016,CONSULTANCY,0,Bangalore,42,FALSE,2,MBA,0,0,26%,0,0,0,1,0
Joined,New Employee,Mr,27.97808219,Kerala,678508,EMPLOYEE REFERRAL,0,Kochi,44,FALSE,2,MBA,1,0,36%,0,0,0,1,0
Joined,New Employee,Ms,33.90410959,Kerala,682010,CONSULTANCY,0,Kochi,42,FALSE,2,Post Grad,1,0,21%,0,0,0,1,0
Joined,New Employee,Mr,29.75068493,Karnataka,560075,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,MBA,1,0,24%,0,0,0,1,0
OfferDeclined,New Employee,Mr,33.21917808,Kerala,686001,CONSULTANCY,0,Kochi,42,FALSE,2,MBA,0,0,8%,0,0,0,1,0
Joined,New Employee,Ms,30.24383562,Karnataka,560008,CONSULTANCY,0,Bangalore,42,FALSE,2,MBA,1,0,24%,0,0,0,1,0
OfferDeclined,New Employee,Ms,30.63287671,Karnataka,560103,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,MBA,1,0,28%,0,0,0,1,0
Joined,New Employee,Mr,26.91506849,Karnataka,560037,CONSULTANCY,0,Bangalore,42,FALSE,2,MBA,0,0,28%,0,0,0,1,0
Joined,New Employee,Ms,29.4109589,Karnataka,560073,CONSULTANCY,0,Gurgaon,42,FALSE,2,Grad,0,0,23%,0,1,0,1,0
Joined,New Employee,Mr,30.09589041,Karnataka,560078,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,MBA,0,0,24%,0,0,0,1,0
OfferDeclined,New Employee,Ms,27.47123288,Kerala,683571,PORTAL,0,Kochi,44,FALSE,2,Post Grad,1,0,32%,0,0,0,1,0
Joined,New Employee,Mr,26.34246575,Kerala,686571,EMPLOYEE REFERRAL,0,Kochi,44,FALSE,2,Post Grad,1,0,29%,0,0,0,1,0
OfferDeclined,New Employee,Mr,29.5369863,Kerala,673602,EMPLOYEE REFERRAL,0,Kochi,44,FALSE,2,MBA,1,0,24%,0,0,0,1,0
Joined,New Employee,Mr,41.2109589,Karnataka,560032,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Grad,1,0,7%,0,0,0,1,0
OfferDeclined,New Employee,Ms,36.62739726,Kerala,688536,CONSULTANCY,0,Kochi,32,FALSE,2,Post Grad,1,0,40%,0,0,0,1,0
Joined,New Employee,Mr,27.34246575,Karnataka,560098,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,MBA,0,0,27%,0,0,0,1,0
Joined,New Employee,Ms,27.6,Kerala,682301,EMPLOYEE REFERRAL,0,Kochi,44,FALSE,2,MBA,1,0,33%,0,0,0,1,0
OfferDeclined,New Employee,Ms,27.77260274,Kerala,682036,CONSULTANCY,0,Kochi,42,FALSE,2,Post Grad,1,0,38%,0,0,0,1,0
Joined,New Employee,Mr,27.58356164,Kerala,682041,CONSULTANCY,0,Kochi,44,FALSE,2,MBA,1,0,16%,0,0,0,1,0
OfferDeclined,New Employee,Mr,28.10684932,Kerala,679335,CONSULTANCY,0,Kochi,44,FALSE,2,Post Grad,1,0,28%,0,0,0,1,0
OfferDeclined,New Employee,Mr,31.01917808,Tamil Nadu,600074,CONSULTANCY,0,Bangalore,42,FALSE,2,Grad,0,0,29%,0,0,0,1,0
Joined,New Employee,Mr,25.43287671,Karnataka,560090,PORTAL,0,Bangalore,44,FALSE,2,Grad,0,0,0%,0,0,0,0,FALSE
Joined,New Employee,Ms,25.23561644,Karnataka,560100,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Grad,0,0,20%,0,0,0,1,0
Joined,New Employee,Mr,28.03561644,Uttarakhand,248007,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Grad,0,0,100%,0,1,0,1,0
Joined,Re hire,Mr,22.47945205,Karnataka,560004,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Grad,0,0,0%,0,0,0,0,FALSE
Joined,New Employee,Mr,21.58630137,Karnataka,560097,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Grad,0,0,0%,0,0,0,0,FALSE
Joined,New Employee,Ms,33.31780822,New Delhi,110078,CONSULTANCY,0,Gurgaon,42,FALSE,2,MBA,1,0,30%,0,0,0,1,0
Joined,New Employee,Ms,32.62465753,New Delhi,110077,ALTERNATE SOURCE,0,Gurgaon,32,FALSE,2,Grad,0,0,35%,0,0,0,1,0
Joined,New Employee,Mr,36.65205479,New Delhi,110077,ALTERNATE SOURCE,0,Gurgaon,32,FALSE,2,MBA,1,0,33%,0,0,0,1,0
