OverallStatus,Status,Hiretype,RecruiterGPN,Title,Age,Original State,PinCode,Source,Department,IT,Joining Center,Facility,Rank,IsRotationalShift,NoticePeriod,Qualification1,Big four,DAndI,hike,JoiningBonus,GoodsTransportationTravelEligibility,Stipend,Experienced,IsNoticePeriodReimbursementProvided,ExpectedJoiningDate,ActualJoiningDate,Target,dum_hiretype,dum_rec,dum_title,date,date1,dum_State,dum_Source,dum_Department,dum_Joining_Center,dum_Rank,dummy_IsRotationalShift,dum_Qual,joiningmonth
Joined,OfferAccepted,New Employee,XE020M32824,0,25.29315068,Karnataka,560078,CONSULTANCY,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,0.26,0,0,0,1,0,01-04-2019,01-04-2019,1,1,3,NA,16-10-2019,16-10-2019 05:30,1,2,1,1,1,0,1,4
Joined,OfferAccepted,New Employee,XE020M38015,1,23.52876712,Karnataka,560004,EMPLOYEE REFERRAL,Indirect,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,1,0,0,0,1,0,18-03-2019,18-03-2019,1,1,1,NA,16-10-2019,16-10-2019 05:30,1,1,5,1,1,0,1,3
OfferDeclined,OfferDeclined,New Employee,XE020M32824,0,29.1890411,Karnataka,560043,PORTAL,Tax Operation Support,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,0,0,0.25,0,0,0,1,0,20-05-2019,NA,0,1,3,NA,16-10-2019,16-10-2019 05:30,1,3,8,1,2,0,1,5
OfferDeclined,OfferDeclined,New Employee,XE020M42382,0,26.63013699,Andhra Pradesh,500032,EMPLOYEE REFERRAL,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,1,0,0.25,0,1,0,1,0,20-05-2019,NA,0,1,2,NA,16-10-2019,16-10-2019 05:30,4,1,1,1,2,0,1,5
OfferDeclined,OfferDeclined,New Employee,XE020M42382,0,29.46575342,Andhra Pradesh,500049,CONSULTANCY,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,1,0,0.26,0,1,0,1,0,20-05-2019,NA,0,1,2,NA,16-10-2019,16-10-2019 05:30,4,2,1,1,2,0,1,5
OfferDeclined,OfferDeclined,New Employee,XE020M38015,0,24.54794521,Karnataka,574104,EMPLOYEE REFERRAL,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,0.2,0,1,0,1,0,01-04-2019,NA,0,1,1,NA,16-10-2019,16-10-2019 05:30,1,1,1,1,1,0,1,4
OfferDeclined,OfferDeclined,New Employee,XE020M63277,0,30.03287671,Tamil Nadu,636115,CONSULTANCY,Tax - TTT,1,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,0,0,0.26,0,0,0,1,0,20-05-2019,NA,0,1,8,NA,16-10-2019,16-10-2019 05:30,2,2,4,1,2,0,1,5
Joined,OfferAccepted,New Employee,XE020M32824,1,25.25753425,Karnataka,560066,PORTAL,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,0.23,0,0,0,1,0,27-05-2019,27-05-2019,1,1,3,NA,16-10-2019,16-10-2019 05:30,1,3,1,1,1,0,1,5
OfferDeclined,OfferDeclined,New Employee,XE020M63277,1,22.22465753,Karnataka,591307,EMPLOYEE REFERRAL,Tax - TTT,1,Bangalore,BLR CORAL/EYGDS/SEZ,4,FALSE,2,Post Grad,0,0,1,0,0,1,1,0,25-03-2019,NA,0,1,8,NA,16-10-2019,16-10-2019 05:30,1,1,4,1,3,0,1,3
Joined,OfferAccepted,New Employee,XE020M63277,0,24.59178082,Karnataka,560066,EMPLOYEE REFERRAL,Tax - TTT,1,Bangalore,BLR CORAL/EYGDS/SEZ,4,FALSE,2,Post Grad,0,0,1,0,0,1,1,0,25-03-2019,25-03-2019,1,1,8,NA,16-10-2019,16-10-2019 05:30,1,1,4,1,3,0,1,3
OfferDeclined,OfferDeclined,New Employee,XE020M63277,0,28.04657534,Andhra Pradesh,500090,CONSULTANCY,Tax - TTT,1,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,0,0,0.24,0,1,0,1,0,27-05-2019,NA,0,1,8,NA,16-10-2019,16-10-2019 05:30,4,2,4,1,2,0,1,5
Joined,OfferAccepted,New Employee,XE020M32824,0,26.03561644,Karnataka,580004,EMPLOYEE REFERRAL,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,1,0,1,0,1,0,01-04-2019,01-04-2019,1,1,3,NA,16-10-2019,16-10-2019 05:30,1,1,1,1,1,0,1,4
Joined,OfferAccepted,New Employee,XE020M24041,1,24.21643836,Maharashtra,400057,CAMPUS,PAS,0,Bangalore,BLR RMZ/All Entities/NON-SEZ,4,FALSE,1,Post Grad,0,0,1,0,0,1,1,0,01-04-2019,01-04-2019,1,1,5,NA,16-10-2019,16-10-2019 05:30,9,4,2,1,3,0,1,4
Joined,OfferAccepted,New Employee,XE020M24041,0,26.16712329,Maharashtra,400053,CAMPUS,PAS,0,Bangalore,BLR RMZ/All Entities/NON-SEZ,4,FALSE,1,Post Grad,0,0,1,0,0,1,1,0,01-04-2019,01-04-2019,1,1,5,NA,16-10-2019,16-10-2019 05:30,9,4,2,1,3,0,1,4
Joined,OfferAccepted,New Employee,XE020M24041,1,25.85479452,Maharashtra,400056,CAMPUS,PAS,0,Bangalore,BLR RMZ/All Entities/NON-SEZ,4,FALSE,1,Post Grad,0,0,1,0,0,1,1,0,01-04-2019,01-04-2019,1,1,5,NA,16-10-2019,16-10-2019 05:30,9,4,2,1,3,0,1,4
Joined,OfferAccepted,Re hire,XE020M38015,0,32.48219178,Karnataka,560084,EMPLOYEE REFERRAL,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,0,0,0.07,0,0,0,1,0,01-04-2019,01-04-2019,1,2,1,NA,16-10-2019,16-10-2019 05:30,1,1,2,1,2,0,1,4
OfferDeclined,OfferDeclined,New Employee,XE020M63277,0,34.19178082,Karnataka,560085,CONSULTANCY,Tax - TTT,1,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,0,0,0.27,0,0,0,1,0,29-04-2019,NA,0,1,8,NA,16-10-2019,16-10-2019 05:30,1,2,4,1,2,0,1,4
Joined,OfferAccepted,New Employee,XE020M38015,1,22.20273973,Karnataka,560033,CONSULTANCY,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,1,0,0,0,1,0,01-04-2019,01-04-2019,1,1,1,NA,16-10-2019,16-10-2019 05:30,1,2,1,1,1,0,1,4
Joined,OfferAccepted,New Employee,XE020M00201,1,40.66575342,Karnataka,560045,EMPLOYEE REFERRAL,Tax Experience Management Team,0,Bangalore,BLR CORAL/EYGDS/SEZ,32,FALSE,2,Post Grad,0,0,0.15,0,0,0,1,0,08-04-2019,08-04-2019,1,1,14,NA,16-10-2019,16-10-2019 05:30,1,1,8,1,4,0,1,4
Joined,OfferAccepted,New Employee,XE020M32824,1,25.29589041,Karnataka,560016,PORTAL,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,0.2,0,0,0,1,0,08-04-2019,08-04-2019,1,1,3,NA,16-10-2019,16-10-2019 05:30,1,3,1,1,1,0,1,4
Joined,OfferAccepted,New Employee,XE020M42382,1,26.62465753,Karnataka,560093,PORTAL,Tax ACR,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,1,0,1,0,0,0,1,0,08-04-2019,08-04-2019,1,1,2,NA,16-10-2019,16-10-2019 05:30,1,3,8,1,1,0,1,4
OfferDeclined,OfferDeclined,New Employee,XE020M42382,1,27.19452055,Kerala,678552,PORTAL,GCR,0,Kochi,KOC Carnival4/All Entities/SEZ,42,FALSE,2,Post Grad,1,0,0.09,0,0,0,1,0,27-05-2019,NA,0,1,2,NA,16-10-2019,16-10-2019 05:30,3,3,1,4,2,0,1,5
Joined,OfferAccepted,New Employee,XE020M32824,0,32.71506849,Karnataka,560037,PORTAL,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,0.23,0,1,0,1,0,08-04-2019,08-04-2019,1,1,3,NA,16-10-2019,16-10-2019 05:30,1,3,1,1,1,0,1,4
Joined,OfferAccepted,New Employee,XE020M38015,1,21.83561644,Karnataka,560029,CONSULTANCY,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,1,0,0,0,1,0,01-04-2019,01-04-2019,1,1,1,NA,16-10-2019,16-10-2019 05:30,1,2,1,1,1,0,1,4
Joined,OfferAccepted,Re hire,XE020M42382,0,35.88493151,Karnataka,560010,EMPLOYEE REFERRAL,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,0,0,0,0,0,0,0,0,25-03-2019,25-03-2019,1,2,2,NA,16-10-2019,16-10-2019 05:30,1,1,1,1,2,0,1,3
Joined,OfferAccepted,New Employee,XE020M42382,0,30.51506849,Andhra Pradesh,500009,CONSULTANCY,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,1,0,0.21,0,1,0,1,0,10-06-2019,10-06-2019,1,1,2,NA,16-10-2019,16-10-2019 05:30,4,2,1,1,2,0,1,6
Joined,OfferAccepted,New Employee,XE020M38015,0,27.92054795,Karnataka,560068,PORTAL,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,0.06,0,0,0,1,0,08-04-2019,08-04-2019,1,1,1,NA,16-10-2019,16-10-2019 05:30,1,3,2,1,1,0,1,4
Joined,OfferAccepted,New Employee,XE020M38015,1,24.94794521,Karnataka,560068,EMPLOYEE REFERRAL,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,0.37,0,0,0,1,0,08-04-2019,08-04-2019,1,1,1,NA,16-10-2019,16-10-2019 05:30,1,1,2,1,1,0,1,4
OfferDeclined,OfferDeclined,New Employee,XE020M38015,1,24.06027397,Karnataka,560036,EMPLOYEE REFERRAL,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,0.43,0,0,0,1,0,15-04-2019,NA,0,1,1,NA,16-10-2019,16-10-2019 05:30,1,1,2,1,1,0,1,4
OfferDeclined,OfferDeclined,New Employee,XE020M42382,0,28.43287671,Maharashtra,422008,CONSULTANCY,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,1,0,0.2,0,1,0,1,0,27-05-2019,NA,0,1,2,NA,16-10-2019,16-10-2019 05:30,9,2,1,1,2,0,1,5
Joined,OfferAccepted,New Employee,XE020M38015,0,27.98630137,Karnataka,560045,CONSULTANCY,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,1,0,0,0,1,0,08-04-2019,08-04-2019,1,1,1,NA,16-10-2019,16-10-2019 05:30,1,2,2,1,1,0,1,4
Joined,OfferAccepted,New Employee,XE020M38015,0,26.33424658,Karnataka,560077,EMPLOYEE REFERRAL,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,0.41,0,0,0,1,0,08-04-2019,08-04-2019,1,1,1,NA,16-10-2019,16-10-2019 05:30,1,1,2,1,1,0,1,4
Joined,OfferAccepted,New Employee,XE020M38015,1,24.58630137,Karnataka,560068,PORTAL,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,1,0,0,0,1,0,08-04-2019,08-04-2019,1,1,1,NA,16-10-2019,16-10-2019 05:30,1,3,2,1,1,0,1,4
Joined,OfferAccepted,New Employee,XE020M38015,1,25.7890411,Karnataka,560037,CONSULTANCY,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,1,0,0,0,1,0,08-04-2019,08-04-2019,1,1,1,NA,16-10-2019,16-10-2019 05:30,1,2,2,1,1,0,1,4
Joined,OfferAccepted,Re hire,XE020M00201,0,29.16986301,Karnataka,560032,EMPLOYEE REFERRAL,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,32,FALSE,2,Post Grad,0,0,0.25,0,0,0,1,0,03-06-2019,03-06-2019,1,2,14,NA,16-10-2019,16-10-2019 05:30,1,1,2,1,4,0,1,6
Joined,OfferAccepted,New Employee,XE020M63277,0,30.54794521,Karnataka,560043,EMPLOYEE REFERRAL,Tax - TTT,1,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,0,0,0.21,0,0,0,1,0,17-06-2019,17-06-2019,1,1,8,NA,16-10-2019,16-10-2019 05:30,1,1,4,1,2,0,1,6
Joined,OfferAccepted,New Employee,XE020M63277,1,30.2109589,Karnataka,560037,EMPLOYEE REFERRAL,Tax - TTT,1,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,0,0,0.3,0,1,0,1,0,03-06-2019,03-06-2019,1,1,8,NA,16-10-2019,16-10-2019 05:30,1,1,4,1,2,0,1,6
OfferDeclined,OfferDeclined,New Employee,XE020M42382,1,26.75616438,Andhra Pradesh,500084,CONSULTANCY,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,1,0,0.2,0,1,0,1,0,27-05-2019,NA,0,1,2,NA,16-10-2019,16-10-2019 05:30,4,2,1,1,2,0,1,5
OfferDeclined,OfferDeclined,New Employee,XE020M42382,0,29.74246575,Andhra Pradesh,500084,CONSULTANCY,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,1,0,0.13,0,1,0,1,0,27-05-2019,NA,0,1,2,NA,16-10-2019,16-10-2019 05:30,4,2,1,1,2,0,1,5
Joined,OfferAccepted,New Employee,XE020M63244,1,22.6109589,Karnataka,560001,CONSULTANCY,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,0.31,0,0,0,1,0,15-04-2019,15-04-2019,1,1,14,NA,16-10-2019,16-10-2019 05:30,1,2,2,1,1,0,1,4
Joined,OfferAccepted,New Employee,XE020M63277,0,35.64657534,Karnataka,560038,CONSULTANCY,Tax - TTT,1,Bangalore,BLR CORAL/EYGDS/SEZ,32,FALSE,2,Post Grad,0,0,0.18,0,0,0,1,0,08-04-2019,08-04-2019,1,1,8,NA,16-10-2019,16-10-2019 05:30,1,2,4,1,4,0,1,4
Joined,OfferAccepted,New Employee,XE020M38015,0,28.62191781,Haryana,122001,PORTAL,GDS,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,1,0,0.32,0,1,0,1,0,03-06-2019,03-06-2019,1,1,1,NA,16-10-2019,16-10-2019 05:30,7,3,7,1,2,0,1,6
OfferDeclined,OfferDeclined,New Employee,XE020M32824,1,25.64931507,Karnataka,560069,EMPLOYEE REFERRAL,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,1,0,0.07,0,0,0,1,0,03-06-2019,NA,0,1,3,NA,16-10-2019,16-10-2019 05:30,1,1,1,1,1,0,1,6
Joined,OfferAccepted,New Employee,XE020M17867,1,29.31232877,Karnataka,560017,PORTAL,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,1,0,0,0,1,0,08-04-2019,08-04-2019,1,1,12,NA,16-10-2019,16-10-2019 05:30,1,3,1,1,1,0,1,4
Joined,OfferAccepted,Transfer,XE020M42382,1,30.6630137,Karnataka,560016,GDS LEAP,GCR,0,Gurgaon,GGN UCP/All Entities/Non-SEZ,42,FALSE,2,Post Grad,1,0,0,0,1,0,0,0,01-04-2019,01-04-2019,1,3,2,NA,16-10-2019,16-10-2019 05:30,1,5,1,2,2,0,1,4
OfferDeclined,OfferDeclined,New Employee,XE020M38015,1,27.91506849,Kerala,682304,CONSULTANCY,GDS,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,0.23,0,1,0,1,0,22-04-2019,NA,0,1,1,NA,16-10-2019,16-10-2019 05:30,3,2,7,1,1,0,1,4
Joined,OfferAccepted,New Employee,XE020M38015,1,23.48493151,Karnataka,560019,EMPLOYEE REFERRAL,GDS,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,0.26,0,0,0,1,0,15-04-2019,15-04-2019,1,1,1,NA,16-10-2019,16-10-2019 05:30,1,1,7,1,1,0,1,4
Joined,OfferAccepted,New Employee,XE020M63244,0,24.99726027,Karnataka,587119,CONSULTANCY,Tax Experience Management Team,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,0.34,0,0,0,1,0,15-04-2019,15-04-2019,1,1,14,NA,16-10-2019,16-10-2019 05:30,1,2,8,1,1,0,1,4
Joined,OfferAccepted,New Employee,XE020M00201,0,43.75616438,Andhra Pradesh,500068,CONSULTANCY,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,32,FALSE,2,Post Grad,1,0,0,0,1,0,1,0,10-06-2019,10-06-2019,1,1,14,NA,16-10-2019,16-10-2019 05:30,4,2,2,1,4,0,1,6
Joined,OfferAccepted,New Employee,XE020M17867,0,25.48219178,Karnataka,560102,PORTAL,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,1,0,0,0,1,0,08-04-2019,08-04-2019,1,1,12,NA,16-10-2019,16-10-2019 05:30,1,3,1,1,1,0,1,4
Joined,OfferAccepted,Transfer,XE020M42382,0,39.16164384,Karnataka,560093,GDS LEAP,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,32,FALSE,2,Post Grad,1,0,0,0,0,0,0,0,01-04-2019,01-04-2019,1,3,2,NA,16-10-2019,16-10-2019 05:30,1,5,1,1,4,0,1,4
OfferDeclined,OfferDeclined,New Employee,XE020M32654,1,26.84109589,West Bengal,700002,CONSULTANCY,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,1,0,0.22,0,1,0,1,0,27-05-2019,NA,0,1,9,NA,16-10-2019,16-10-2019 05:30,5,2,2,1,1,0,1,5
Joined,OfferAccepted,New Employee,XE020M38015,1,27.44931507,New Delhi,110027,CONSULTANCY,GDS,0,Gurgaon,GGN UCP/All Entities/Non-SEZ,42,FALSE,2,Post Grad,1,0,1,0,0,0,1,0,06-05-2019,06-05-2019,1,1,1,NA,16-10-2019,16-10-2019 05:30,6,2,7,2,2,0,1,5
Joined,OfferAccepted,New Employee,XE020M32824,0,22.41643836,Karnataka,560029,EMPLOYEE REFERRAL,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,1,0,0,0,1,0,15-04-2019,15-04-2019,1,1,3,NA,16-10-2019,16-10-2019 05:30,1,1,1,1,1,0,1,4
Joined,OfferAccepted,New Employee,XE020M38015,1,26.92876712,Haryana,122000,PORTAL,Indirect,0,Gurgaon,GGN UCP/All Entities/Non-SEZ,44,FALSE,2,Post Grad,0,0,0.19,0,0,0,1,0,22-04-2019,22-04-2019,1,1,1,NA,16-10-2019,16-10-2019 05:30,7,3,5,2,1,0,1,4
OfferDeclined,OfferDeclined,New Employee,XE020M42382,0,31.29863014,Andhra Pradesh,500084,CONSULTANCY,GCR,0,Gurgaon,GGN UCP/All Entities/Non-SEZ,42,FALSE,2,Post Grad,1,0,1,0,1,0,1,0,03-06-2019,NA,0,1,2,NA,16-10-2019,16-10-2019 05:30,4,2,1,2,2,0,1,6
Joined,OfferAccepted,Re hire,XE020M42382,1,31.1369863,Karnataka,560062,EMPLOYEE REFERRAL,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,1,0,0,0,0,0,0,0,17-06-2019,17-06-2019,1,2,2,NA,16-10-2019,16-10-2019 05:30,1,1,1,1,2,0,1,6
Joined,OfferAccepted,Re hire,XE020M42382,1,23.98356164,Tamil Nadu,600103,PORTAL,GCR,0,Chennai,CHN DLF/ EYGDS/SEZ-SFT,44,FALSE,2,Post Grad,1,0,1,0,0,0,1,0,15-04-2019,15-04-2019,1,2,2,NA,16-10-2019,16-10-2019 05:30,2,3,1,3,1,0,1,4
Joined,OfferAccepted,New Employee,XE020M63277,0,25.20821918,Gujarat,382480,PORTAL,Tax - TTT,1,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,0.36,0,1,0,1,0,17-06-2019,17-06-2019,1,1,8,NA,16-10-2019,16-10-2019 05:30,9,3,4,1,1,0,1,6
OfferDeclined,OfferDeclined,New Employee,XE020M63277,0,27.7890411,Tamil Nadu,632512,CONSULTANCY,Tax - TTT,1,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,0,0,0.28,0,0,0,1,0,29-04-2019,NA,0,1,8,NA,16-10-2019,16-10-2019 05:30,2,2,4,1,2,0,1,4
Joined,OfferAccepted,Transfer,XE020M00201,0,40.46027397,Karnataka,560046,CONSULTANCY,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,32,FALSE,2,Post Grad,0,0,0.1,0,0,0,1,0,24-06-2019,24-06-2019,1,3,14,NA,16-10-2019,16-10-2019 05:30,1,2,1,1,4,0,1,6
OfferDeclined,OfferDeclined,Re hire,XE020M42382,0,26.45205479,Karnataka,560026,PORTAL,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,0.17,0,0,0,1,0,03-06-2019,NA,0,2,2,NA,16-10-2019,16-10-2019 05:30,1,3,1,1,1,0,1,6
Joined,OfferAccepted,New Employee,XE020M38015,0,27.1260274,Karnataka,560083,CONSULTANCY,Tax Experience Management Team,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,-0.15,0,0,0,1,0,13-05-2019,13-05-2019,1,1,1,NA,16-10-2019,16-10-2019 05:30,1,2,8,1,1,0,1,5
OfferDeclined,OfferDeclined,Re hire,XE020M00201,0,32.32876712,Karnataka,560040,EMPLOYEE REFERRAL,PAS,0,Bangalore,BLR Garnet/EYLLP/EYGDS/SEZ,32,FALSE,2,Post Grad,1,0,0.1,1,0,0,1,0,03-06-2019,NA,0,2,14,NA,16-10-2019,16-10-2019 05:30,1,1,2,1,4,0,1,6
Joined,OfferAccepted,Re hire,XE021305129,0,26.46849315,Kerala,679503,PORTAL,MENA,0,Kochi,KOC Carnival/EYGDS/SEZ-SFT,42,TRUE,2,Post Grad,1,0,0,0,1,0,0,0,06-05-2019,06-05-2019,1,2,14,NA,16-10-2019,16-10-2019 05:30,3,3,8,4,2,0,1,5
OfferDeclined,OfferDeclined,Re hire,XE020M00201,0,32.4739726,Karnataka,560043,PORTAL,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,32,FALSE,2,Post Grad,1,0,0.13,1,0,0,1,0,03-06-2019,NA,0,2,14,NA,16-10-2019,16-10-2019 05:30,1,3,2,1,4,0,1,6
OfferDeclined,OfferDeclined,New Employee,XE020M42382,0,36.55616438,Andhra Pradesh,500019,PORTAL,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,0,0,0.23,0,1,0,1,0,10-06-2019,NA,0,1,2,NA,16-10-2019,16-10-2019 05:30,4,3,1,1,2,0,1,6
OfferDeclined,OfferDeclined,New Employee,XE020M32654,0,31.84383562,West Bengal,700025,EMPLOYEE REFERRAL,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,1,0,1,0,1,0,1,0,10-06-2019,NA,0,1,9,NA,16-10-2019,16-10-2019 05:30,5,1,2,1,1,0,1,6
OfferDeclined,OfferDeclined,New Employee,XE020M32654,1,27.32876712,West Bengal,700028,EMPLOYEE REFERRAL,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,1,0,1,0,1,0,1,0,10-06-2019,NA,0,1,9,NA,16-10-2019,16-10-2019 05:30,5,1,2,1,1,0,1,6
OfferDeclined,OfferDeclined,New Employee,XE020M32654,0,34.06575342,West Bengal,700026,CONSULTANCY,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,1,0,1,0,1,0,1,0,10-06-2019,NA,0,1,9,NA,16-10-2019,16-10-2019 05:30,5,2,2,1,2,0,1,6
Joined,OfferAccepted,Transfer,XE020M32824,0,33.9369863,Karnataka,560024,GDS LEAP,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,32,FALSE,2,Post Grad,1,0,0,0,0,0,0,0,01-05-2019,01-05-2019,1,3,3,NA,16-10-2019,16-10-2019 05:30,1,5,1,1,4,0,1,5
Joined,OfferAccepted,New Employee,XE020M38015,0,26.27123288,Karnataka,560032,EMPLOYEE REFERRAL,Indirect,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,0,0,0,0,0,0,22-04-2019,22-04-2019,1,1,1,NA,16-10-2019,16-10-2019 05:30,1,1,5,1,1,0,1,4
Joined,OfferAccepted,New Employee,XE020M32824,1,23.8739726,Karnataka,560023,PORTAL,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,1,0,0,0,1,0,15-04-2019,15-04-2019,1,1,3,NA,16-10-2019,16-10-2019 05:30,1,3,1,1,1,0,1,4
Joined,OfferAccepted,New Employee,XE020M38015,1,22.76438356,Karnataka,560005,EMPLOYEE REFERRAL,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,1,0,0,0,1,0,22-04-2019,22-04-2019,1,1,1,NA,16-10-2019,16-10-2019 05:30,1,1,2,1,1,0,1,4
Joined,OfferAccepted,New Employee,XE020M38015,0,29.85753425,Karnataka,560056,EMPLOYEE REFERRAL,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,0.26,0,0,0,1,0,22-04-2019,22-04-2019,1,1,1,NA,16-10-2019,16-10-2019 05:30,1,1,2,1,1,0,1,4
Joined,OfferAccepted,New Employee,XE020M38015,1,23.13972603,Karnataka,560085,PORTAL,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,0.4,0,0,0,1,0,22-04-2019,22-04-2019,1,1,1,NA,16-10-2019,16-10-2019 05:30,1,3,2,1,1,0,1,4
OfferDeclined,OfferDeclined,New Employee,XE020M38015,0,29.01917808,West Bengal,700089,EMPLOYEE REFERRAL,GDS,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,1,0,0.23,0,1,0,1,0,03-06-2019,NA,0,1,1,NA,16-10-2019,16-10-2019 05:30,5,1,7,1,1,0,1,6
OfferDeclined,OfferDeclined,New Employee,XE020M42382,0,30.62191781,New Delhi,110052,CONSULTANCY,GCR,0,Gurgaon,GGN UCP/All Entities/Non-SEZ,42,FALSE,2,Post Grad,0,0,0.23,0,0,0,1,0,10-06-2019,NA,0,1,2,NA,16-10-2019,16-10-2019 05:30,6,2,1,2,2,0,1,6
Joined,OfferAccepted,New Employee,XE020M42382,0,31.86575342,Haryana,122003,EMPLOYEE REFERRAL,GCR,0,Gurgaon,GGN UCP/All Entities/Non-SEZ,42,FALSE,2,Post Grad,1,0,0.23,0,0,0,1,0,10-06-2019,10-06-2019,1,1,2,NA,16-10-2019,16-10-2019 05:30,7,1,1,2,2,0,1,6
