OverallStatus,Status,Hiretype,RecruiterGPN,Title,Age,Original State,PinCode,Source,Department,IT,Joining Center,Facility,Rank,IsRotationalShift,NoticePeriod,Qualification1,Big four,DAndI,hike,JoiningBonus,GoodsTransportationTravelEligibility,Stipend,Experienced,IsNoticePeriodReimbursementProvided,ExpectedJoiningDate,ActualJoiningDate,Target,dum_hiretype,dum_rec,dum_title,date,date1,dum_State,dum_Source,dum_Department,dum_Joining_Center,dum_Rank,dummy_IsRotationalShift,dum_Qual,joiningmonth
Joined,OfferAccepted,New Employee,XE021306642,0,29.24931507,Kerala,688506,EMPLOYEE REFERRAL,Tax Chat,0,Kochi,KOC Carnival/EYGDS/SEZ-SFT,44,FALSE,2,Post Grad,1,0,0.31,0,0,0,1,0,15-10-2018,15-10-2018,1,1,11,NA,16-10-2019,16-10-2019 05:30,3,1,3,4,1,0,1,10
Joined,OfferAccepted,New Employee,XE020M38015,1,25.38630137,Karnataka,560098,EMPLOYEE REFERRAL,Tax Experience Management Team,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,0.21,0,0,0,1,0,03-09-2018,03-09-2018,1,1,1,NA,16-10-2019,16-10-2019 05:30,1,1,8,1,1,0,1,9
Joined,OfferAccepted,New Employee,XE020M39949,0,26.94794521,Karnataka,560029,PORTAL,Tax - TTT,1,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,0,0,0.25,0,0,0,1,0,24-09-2018,24-09-2018,1,1,4,NA,16-10-2019,16-10-2019 05:30,1,3,4,1,2,0,1,9
Joined,OfferAccepted,New Employee,XE020M39949,0,40.7260274,Kerala,682030,PORTAL,Tax - TTT,1,Kochi,KOC Carnival4/All Entities/SEZ,42,FALSE,2,Post Grad,0,0,0.15,0,1,0,1,0,05-11-2018,05-11-2018,1,1,4,NA,16-10-2019,16-10-2019 05:30,3,3,4,4,2,0,1,11
Joined,OfferAccepted,New Employee,XE020M32824,1,28.32876712,Telangana,500084,EMPLOYEE REFERRAL,Tax Chat,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,1,0,0.23,0,1,0,1,0,15-10-2018,15-10-2018,1,1,3,NA,16-10-2019,16-10-2019 05:30,9,1,3,1,2,0,1,10
OfferDeclined,OfferDeclined,New Employee,XE021306642,1,25.25753425,Kerala,683102,EMPLOYEE REFERRAL,Tax Chat,0,Kochi,KOC Carnival/EYGDS/SEZ-SFT,44,FALSE,2,Post Grad,0,0,0.59,0,0,0,1,0,15-10-2018,NA,0,1,11,NA,16-10-2019,16-10-2019 05:30,3,1,3,4,1,0,1,10
Joined,OfferAccepted,New Employee,XE020M38015,0,26.38082192,Karnataka,560098,EMPLOYEE REFERRAL,Tax Chat,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,0,0,0.3,0,0,0,1,0,29-10-2018,29-10-2018,1,1,1,NA,16-10-2019,16-10-2019 05:30,1,1,3,1,2,0,1,10
Joined,OfferAccepted,New Employee,XE020M38015,0,26.96438356,Karnataka,560037,EMPLOYEE REFERRAL,Tax Chat,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,0,0,0.3,0,0,0,1,0,29-10-2018,29-10-2018,1,1,1,NA,16-10-2019,16-10-2019 05:30,1,1,3,1,2,0,1,10
OfferDeclined,OfferDeclined,New Employee,XE020M42382,0,25.69589041,West Bengal,700012,CONSULTANCY,Tax Chat,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,1,0,0.35,0,1,0,1,0,05-11-2018,NA,0,1,2,NA,16-10-2019,16-10-2019 05:30,5,2,3,1,2,0,1,11
OfferDeclined,OfferDeclined,New Employee,XE020M42382,0,30.16712329,West Bengal,700032,CONSULTANCY,Tax Chat,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,1,0,0.34,0,1,0,1,0,19-11-2018,NA,0,1,2,NA,16-10-2019,16-10-2019 05:30,5,2,3,1,2,0,1,11
Joined,OfferAccepted,New Employee,XE020M42382,0,33.64657534,West Bengal,700019,CONSULTANCY,Tax Chat,0,Gurgaon,GGN UCP/All Entities/Non-SEZ,42,FALSE,2,Post Grad,1,0,0.43,0,1,0,1,0,17-12-2018,17-12-2018,1,1,2,NA,16-10-2019,16-10-2019 05:30,5,2,3,2,2,0,1,12
OfferDeclined,OfferDeclined,New Employee,XE020M42382,0,29.78630137,West Bengal,700006,EMPLOYEE REFERRAL,Tax Chat,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,1,0,0.29,0,1,0,1,0,24-12-2018,NA,0,1,2,NA,16-10-2019,16-10-2019 05:30,5,1,3,1,2,0,1,12
OfferDeclined,OfferDeclined,New Employee,XE021306642,1,26.65753425,Kerala,682002,CONSULTANCY,Tax Chat,0,Kochi,KOC Carnival/EYGDS/SEZ-SFT,44,FALSE,2,Post Grad,1,0,0.33,0,0,0,1,0,15-10-2018,NA,0,1,11,NA,16-10-2019,16-10-2019 05:30,3,2,3,4,1,0,1,10
Joined,OfferAccepted,New Employee,XE020M39949,0,28.7260274,Karnataka,560034,PORTAL,Tax - TTT,1,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,0,0,0.52,0,0,0,1,0,20-08-2018,20-08-2018,1,1,4,NA,16-10-2019,16-10-2019 05:30,1,3,4,1,2,0,1,8
OfferDeclined,OfferDeclined,New Employee,XE020M42382,0,31.66575342,Haryana,121004,CONSULTANCY,GCR,0,Gurgaon,GGN UCP/All Entities/Non-SEZ,42,FALSE,2,Post Grad,1,0,0.31,0,0,0,1,0,01-10-2018,NA,0,1,2,NA,16-10-2019,16-10-2019 05:30,7,2,1,2,2,0,1,10
OfferDeclined,OfferDeclined,New Employee,XE020M42382,0,30.34794521,Haryana,122004,CONSULTANCY,GCR,0,Gurgaon,GGN UCP/All Entities/Non-SEZ,42,FALSE,2,Post Grad,0,0,0.21,0,0,0,1,0,01-10-2018,NA,0,1,2,NA,16-10-2019,16-10-2019 05:30,7,2,1,2,2,0,1,10
OfferDeclined,OfferDeclined,New Employee,XE020M42382,0,36.23561644,Haryana,122001,CONSULTANCY,GCR,0,Gurgaon,GGN UCP/All Entities/Non-SEZ,42,FALSE,2,Post Grad,0,0,0.23,0,0,0,1,0,01-10-2018,NA,0,1,2,NA,16-10-2019,16-10-2019 05:30,7,2,1,2,2,0,1,10
OfferDeclined,OfferDeclined,New Employee,XE020M32824,1,27.18630137,Haryana,122001,EMPLOYEE REFERRAL,Tax Chat,0,Gurgaon,GGN UCP/All Entities/Non-SEZ,44,FALSE,2,Post Grad,1,0,1,0,0,0,1,0,15-10-2018,NA,0,1,3,NA,16-10-2019,16-10-2019 05:30,7,1,3,2,1,0,1,10
Joined,OfferAccepted,New Employee,XE020M32824,1,24.14520548,Karnataka,560043,EMPLOYEE REFERRAL,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,1,0,0,0,1,0,03-09-2018,03-09-2018,1,1,3,NA,16-10-2019,16-10-2019 05:30,1,1,1,1,1,0,1,9
Joined,OfferAccepted,New Employee,XE020M38015,1,24.60547945,Karnataka,560042,EMPLOYEE REFERRAL,Tax Experience Management Team,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,0.34,0,0,0,1,0,17-09-2018,17-09-2018,1,1,1,NA,16-10-2019,16-10-2019 05:30,1,1,8,1,1,0,1,9
Joined,OfferAccepted,New Employee,XE020M32824,1,22.55616438,Karnataka,560076,EMPLOYEE REFERRAL,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,1,0,0,0,1,0,03-09-2018,03-09-2018,1,1,3,NA,16-10-2019,16-10-2019 05:30,1,1,1,1,1,0,1,9
Joined,OfferAccepted,New Employee,XE020M38015,0,29.49315068,Telangana,500055,EMPLOYEE REFERRAL,Tax Chat,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,0,0,0.33,0,1,0,1,0,05-11-2018,05-11-2018,1,1,1,NA,16-10-2019,16-10-2019 05:30,9,1,3,1,2,0,1,11
OfferDeclined,OfferDeclined,New Employee,XE021306642,1,29.86027397,Kerala,689532,EMPLOYEE REFERRAL,Tax Chat,0,Kochi,KOC Carnival/EYGDS/SEZ-SFT,44,FALSE,2,Post Grad,1,0,0.34,0,0,0,1,0,15-10-2018,NA,0,1,11,NA,16-10-2019,16-10-2019 05:30,3,1,3,4,1,0,1,10
OfferDeclined,OfferDeclined,New Employee,XE021306642,1,36.41369863,Kerala,678621,EMPLOYEE REFERRAL,Tax Chat,0,Kochi,KOC Carnival/EYGDS/SEZ-SFT,44,FALSE,2,Post Grad,0,0,0.32,0,0,0,1,0,15-10-2018,NA,0,1,11,NA,16-10-2019,16-10-2019 05:30,3,1,3,4,1,0,1,10
OfferDeclined,OfferDeclined,New Employee,XE020M32824,0,29.7890411,Telangana,500068,EMPLOYEE REFERRAL,Tax Chat,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,0,0,0.28,0,1,0,1,0,15-10-2018,NA,0,1,3,NA,16-10-2019,16-10-2019 05:30,9,1,3,1,2,0,1,10
Joined,OfferAccepted,New Employee,XE020M32654,1,27.79726027,Uttar Pradesh,201301,CONSULTANCY,Tax Chat,0,Gurgaon,GGN UCP/All Entities/Non-SEZ,44,FALSE,2,Post Grad,1,0,0.2,0,0,0,1,0,19-11-2018,19-11-2018,1,1,9,NA,16-10-2019,16-10-2019 05:30,9,2,3,2,1,0,1,11
Joined,OfferAccepted,New Employee,XE020M32654,1,33.75616438,Uttar Pradesh,201010,CONSULTANCY,Tax Chat,0,Gurgaon,GGN UCP/All Entities/Non-SEZ,42,FALSE,2,Post Grad,0,0,0.3,0,1,0,1,0,22-10-2018,22-10-2018,1,1,9,NA,16-10-2019,16-10-2019 05:30,9,2,3,2,2,0,1,10
OfferDeclined,OfferDeclined,New Employee,XE020M42382,0,32.85479452,West Bengal,700014,CONSULTANCY,Tax Chat,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,1,0,0.42,0,1,0,1,0,05-11-2018,NA,0,1,2,NA,16-10-2019,16-10-2019 05:30,5,2,3,1,2,0,1,11
Joined,OfferAccepted,Re hire,XE020M39949,0,29.66027397,Karnataka,560040,EMPLOYEE REFERRAL,Transfer Pricing,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,1,0,0.15,0,0,0,1,0,03-09-2018,03-09-2018,1,2,4,NA,16-10-2019,16-10-2019 05:30,1,1,6,1,1,0,1,9
Joined,OfferAccepted,New Employee,XE020M51545,1,30.81917808,West Bengal,700041,EMPLOYEE REFERRAL,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,1,0,0.42,0,1,0,1,0,29-10-2018,29-10-2018,1,1,7,NA,16-10-2019,16-10-2019 05:30,5,1,2,1,1,0,1,10
OfferDeclined,OfferDeclined,New Employee,XE020M51545,0,30.65479452,West Bengal,700114,EMPLOYEE REFERRAL,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,1,0,0.46,0,1,0,1,0,29-10-2018,NA,0,1,7,NA,16-10-2019,16-10-2019 05:30,5,1,2,1,2,0,1,10
Joined,OfferAccepted,New Employee,XE020M51545,1,25.91780822,West Bengal,700026,EMPLOYEE REFERRAL,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,1,0,0.56,0,1,0,1,0,29-10-2018,29-10-2018,1,1,7,NA,16-10-2019,16-10-2019 05:30,5,1,2,1,2,0,1,10
Joined,OfferAccepted,Re hire,XE020M38015,1,31.63287671,Karnataka,560037,EMPLOYEE REFERRAL,Tax Experience Management Team,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,1,0,0.17,0,0,0,1,0,03-09-2018,03-09-2018,1,2,1,NA,16-10-2019,16-10-2019 05:30,1,1,8,1,1,0,1,9
OfferDeclined,OfferDeclined,New Employee,XE020M32654,0,34.08219178,Uttar Pradesh,201005,CONSULTANCY,Tax Chat,0,Gurgaon,GGN UCP/All Entities/Non-SEZ,42,FALSE,2,Post Grad,1,0,0.3,0,0,0,1,0,17-12-2018,NA,0,1,9,NA,16-10-2019,16-10-2019 05:30,9,2,3,2,2,0,1,12
Joined,OfferAccepted,New Employee,XE020M39949,1,23.75890411,Karnataka,560091,PORTAL,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,1,0,0,0,1,0,03-09-2018,03-09-2018,1,1,4,NA,16-10-2019,16-10-2019 05:30,1,3,2,1,1,0,1,9
Joined,OfferAccepted,New Employee,XE020M32654,0,33.34246575,Karnataka,560067,CONSULTANCY,Tax Chat,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,1,0,0.35,0,0,0,1,0,29-10-2018,29-10-2018,1,1,9,NA,16-10-2019,16-10-2019 05:30,1,2,3,1,2,0,1,10
Joined,OfferAccepted,New Employee,XE020M39949,1,23.12876712,Karnataka,560029,EMPLOYEE REFERRAL,Transfer Pricing,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,1,0,0,0,1,0,03-09-2018,03-09-2018,1,1,4,NA,16-10-2019,16-10-2019 05:30,1,1,6,1,1,0,1,9
Joined,OfferAccepted,New Employee,XE020M39949,0,24.86849315,Karnataka,560084,EMPLOYEE REFERRAL,Transfer Pricing,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,1,0,0,0,1,0,03-09-2018,03-09-2018,1,1,4,NA,16-10-2019,16-10-2019 05:30,1,1,6,1,1,0,1,9
Joined,OfferAccepted,New Employee,XE020M39949,1,24.23835616,Karnataka,560079,EMPLOYEE REFERRAL,Transfer Pricing,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,1,0,0,0,1,0,03-09-2018,03-09-2018,1,1,4,NA,16-10-2019,16-10-2019 05:30,1,1,6,1,1,0,1,9
Joined,OfferAccepted,New Employee,XE021306642,0,31.55068493,Karnataka,502129,EMPLOYEE REFERRAL,Tax Chat,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,1,0,0.31,0,0,0,1,0,12-11-2018,12-11-2018,1,1,11,NA,16-10-2019,16-10-2019 05:30,1,1,3,1,2,0,1,11
OfferDeclined,OfferDeclined,New Employee,XE021306642,1,27.11780822,Andhra Pradesh,522403,CONSULTANCY,Tax Chat,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,0,0,0.31,0,1,0,1,0,12-11-2018,NA,0,1,11,NA,16-10-2019,16-10-2019 05:30,4,2,3,1,2,0,1,11
Joined,OfferAccepted,New Employee,XE021306642,0,26.76164384,Karnataka,574129,EMPLOYEE REFERRAL,Tax Chat,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,0,0,0.33,0,0,0,1,0,12-11-2018,12-11-2018,1,1,11,NA,16-10-2019,16-10-2019 05:30,1,1,3,1,2,0,1,11
Joined,OfferAccepted,New Employee,XE020M32824,1,25.16986301,Karnataka,560043,EMPLOYEE REFERRAL,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,0,0,0,0,0,0,10-09-2018,10-09-2018,1,1,3,NA,16-10-2019,16-10-2019 05:30,1,1,1,1,1,0,1,9
Joined,OfferAccepted,New Employee,XE021306642,0,30.33150685,Telangana,500018,CONSULTANCY,Tax Chat,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,0,0,0.33,0,1,0,1,0,12-11-2018,12-11-2018,1,1,11,NA,16-10-2019,16-10-2019 05:30,9,2,3,1,2,0,1,11
Joined,OfferAccepted,Re hire,XE020M32824,1,29.54794521,Karnataka,560102,WALK-IN,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,1,0,0.09,0,0,0,1,0,10-09-2018,10-09-2018,1,2,3,NA,16-10-2019,16-10-2019 05:30,1,5,1,1,1,0,1,9
Joined,OfferAccepted,New Employee,XE021306642,0,30.50136986,Andhra Pradesh,500017,CONSULTANCY,Tax Chat,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,0,0,0.38,0,1,0,1,0,29-10-2018,29-10-2018,1,1,11,NA,16-10-2019,16-10-2019 05:30,4,2,3,1,2,0,1,10
OfferDeclined,OfferDeclined,New Employee,XE020M32654,1,46.47945205,Karnataka,560068,CONSULTANCY,Tax Chat,0,Bangalore,BLR CORAL/EYGDS/SEZ,32,FALSE,2,Post Grad,1,0,0.3,0,0,0,1,0,29-10-2018,NA,0,1,9,NA,16-10-2019,16-10-2019 05:30,1,2,3,1,4,0,1,10
Joined,OfferAccepted,New Employee,XE021306642,0,27.68493151,Karnataka,560078,CONSULTANCY,Tax Chat,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,0,0,0.32,0,0,0,1,0,12-11-2018,12-11-2018,1,1,11,NA,16-10-2019,16-10-2019 05:30,1,2,3,1,2,0,1,11
Joined,OfferAccepted,New Employee,XE020M39949,0,30.90136986,Tamil Nadu,600099,PORTAL,Tax - TTT,1,Chennai,CHN DLF/EYLLP/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,0.28,0,0,0,1,0,27-08-2018,27-08-2018,1,1,4,NA,16-10-2019,16-10-2019 05:30,2,3,4,3,1,0,1,8
Joined,OfferAccepted,New Employee,XE020M39949,0,29.84657534,Tamil Nadu,603202,PORTAL,Tax - TTT,1,Chennai,CHN DLF/EYLLP/EYGDS/SEZ,42,FALSE,2,Post Grad,0,0,0.24,0,0,0,1,0,10-09-2018,10-09-2018,1,1,4,NA,16-10-2019,16-10-2019 05:30,2,3,4,3,2,0,1,9
Joined,OfferAccepted,Transfer,XE020M32824,1,40.61643836,Karnataka,560043,GDS LEAP,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,1,0,0,0,0,0,0,0,01-09-2018,01-09-2018,1,3,3,NA,16-10-2019,16-10-2019 05:30,1,5,1,1,1,0,1,9
Joined,OfferAccepted,New Employee,XE020M39949,0,30.04931507,Tamil Nadu,600073,PORTAL,Tax - TTT,1,Chennai,CHN DLF/EYLLP/EYGDS/SEZ,42,FALSE,2,Post Grad,0,0,0.24,0,0,0,1,0,22-10-2018,22-10-2018,1,1,4,NA,16-10-2019,16-10-2019 05:30,2,3,4,3,2,0,1,10
Joined,OfferAccepted,New Employee,XE020M24041,1,24.21917808,Tamil Nadu,641607,CAMPUS,Tax - TTT,1,Bangalore,BLR CORAL/EYGDS/SEZ,4,FALSE,1,Post Grad,0,0,1,0,0,1,1,0,10-09-2018,10-09-2018,1,1,5,NA,16-10-2019,16-10-2019 05:30,2,4,4,1,3,0,1,9
OfferDeclined,OfferDeclined,New Employee,XE020M24041,1,24.00273973,Tamil Nadu,620013,CAMPUS,Tax - TTT,1,Bangalore,BLR CORAL/EYGDS/SEZ,4,FALSE,1,Post Grad,0,0,1,0,0,1,1,0,10-09-2018,NA,0,1,5,NA,16-10-2019,16-10-2019 05:30,2,4,4,1,3,0,1,9
Joined,OfferAccepted,New Employee,XE020M39949,0,28.35068493,Karnataka,560103,EMPLOYEE REFERRAL,Transfer Pricing,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,0,0,0.31,0,0,0,1,0,29-10-2018,29-10-2018,1,1,4,NA,16-10-2019,16-10-2019 05:30,1,1,6,1,2,0,1,10
Joined,OfferAccepted,New Employee,XE020M39949,1,30.24109589,Karnataka,560063,EMPLOYEE REFERRAL,Indirect,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,0.23,0,0,0,1,0,24-09-2018,24-09-2018,1,1,4,NA,16-10-2019,16-10-2019 05:30,1,1,5,1,1,0,1,9
Joined,OfferAccepted,New Employee,XE020M39949,0,27.43287671,Karnataka,560073,EMPLOYEE REFERRAL,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,1,0,0,0,1,0,03-09-2018,03-09-2018,1,1,4,NA,16-10-2019,16-10-2019 05:30,1,1,2,1,1,0,1,9
Joined,OfferAccepted,New Employee,XE020M39949,1,22.0109589,Karnataka,560091,EMPLOYEE REFERRAL,Transfer Pricing,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,1,0,0,0,1,0,03-09-2018,03-09-2018,1,1,4,NA,16-10-2019,16-10-2019 05:30,1,1,6,1,1,0,1,9
Joined,OfferAccepted,New Employee,XE020M39949,1,25.65753425,Karnataka,575001,EMPLOYEE REFERRAL,Transfer Pricing,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,0.46,0,0,0,1,0,03-09-2018,03-09-2018,1,1,4,NA,16-10-2019,16-10-2019 05:30,1,1,6,1,1,0,1,9
Joined,OfferAccepted,New Employee,XE020M39949,1,26.55068493,Karnataka,560033,PORTAL,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,1,0,0,0,1,0,03-09-2018,03-09-2018,1,1,4,NA,16-10-2019,16-10-2019 05:30,1,3,2,1,1,0,1,9
Joined,OfferAccepted,New Employee,XE020M39949,1,24.92054795,Karnataka,560052,PORTAL,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,1,0,0,0,1,0,03-09-2018,03-09-2018,1,1,4,NA,16-10-2019,16-10-2019 05:30,1,3,2,1,1,0,1,9
Joined,OfferAccepted,New Employee,XE020M39949,1,25.28493151,Karnataka,580068,PORTAL,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,0.24,0,0,0,1,0,08-10-2018,08-10-2018,1,1,4,NA,16-10-2019,16-10-2019 05:30,1,3,2,1,1,0,1,10
Joined,OfferAccepted,New Employee,XE020M39949,0,22.76712329,Karnataka,560033,EMPLOYEE REFERRAL,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,1,0,0,0,1,0,03-09-2018,03-09-2018,1,1,4,NA,16-10-2019,16-10-2019 05:30,1,1,2,1,1,0,1,9
Joined,OfferAccepted,New Employee,XE020M39949,0,27.24383562,Tamil Nadu,600039,PORTAL,Tax - TTT,1,Chennai,CHN DLF/EYLLP/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,0.25,0,0,0,1,0,05-11-2018,05-11-2018,1,1,4,NA,16-10-2019,16-10-2019 05:30,2,3,4,3,1,0,1,11
Joined,OfferAccepted,New Employee,XE020M39949,1,29.27123288,Karnataka,560048,EMPLOYEE REFERRAL,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,0.27,0,0,0,1,0,17-09-2018,17-09-2018,1,1,4,NA,16-10-2019,16-10-2019 05:30,1,1,2,1,1,0,1,9
OfferDeclined,OfferDeclined,New Employee,XE021306642,1,27.58082192,Telangana,500029,CONSULTANCY,Tax Chat,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,0,0,0.32,0,1,0,1,0,29-10-2018,NA,0,1,11,NA,16-10-2019,16-10-2019 05:30,9,2,3,1,2,0,1,10
Joined,OfferAccepted,New Employee,XE020M32824,0,23.30136986,Haryana,122018,EMPLOYEE REFERRAL,Tax - TTT,1,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,1,0,1,0,1,0,10-09-2018,10-09-2018,1,1,3,NA,16-10-2019,16-10-2019 05:30,7,1,4,1,1,0,1,9
Joined,OfferAccepted,New Employee,XE020M32824,1,28.02739726,Karnataka,560068,CONSULTANCY,Tax Chat,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,1,0,0.24,0,0,0,1,0,12-11-2018,12-11-2018,1,1,3,NA,16-10-2019,16-10-2019 05:30,1,2,3,1,2,0,1,11
OfferDeclined,OfferDeclined,New Employee,XE020M32824,1,30.47671233,Tamil Nadu,600024,CONSULTANCY,Tax Chat,0,Kochi,KOC Carnival4/All Entities/SEZ,42,FALSE,2,Post Grad,0,0,0.27,0,1,0,1,0,10-12-2018,NA,0,1,3,NA,16-10-2019,16-10-2019 05:30,2,2,3,4,2,0,1,12
OfferDeclined,OfferDeclined,New Employee,XE020M32824,0,32.95890411,Tamil Nadu,631210,CONSULTANCY,Tax Chat,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,0,0,0.27,0,1,0,1,0,01-10-2018,NA,0,1,3,NA,16-10-2019,16-10-2019 05:30,2,2,3,1,2,0,1,10
Joined,OfferAccepted,New Employee,XE020M32824,0,24.5260274,Uttar Pradesh,201014,WALK-IN,Tax Law Services,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,1,0,0.37,0,1,0,1,0,10-09-2018,10-09-2018,1,1,3,NA,16-10-2019,16-10-2019 05:30,9,5,8,1,1,0,1,9
Joined,OfferAccepted,New Employee,XE020M39949,1,24.86849315,Karnataka,560048,EMPLOYEE REFERRAL,Transfer Pricing,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,1,0,0,0,1,0,17-09-2018,17-09-2018,1,1,4,NA,16-10-2019,16-10-2019 05:30,1,1,6,1,1,0,1,9
Joined,OfferAccepted,New Employee,XE020M32824,1,24.71506849,Uttar Pradesh,201301,WALK-IN,Tax Law Services,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,1,0,0.37,0,1,0,1,0,10-09-2018,10-09-2018,1,1,3,NA,16-10-2019,16-10-2019 05:30,9,5,8,1,1,0,1,9
Joined,OfferAccepted,New Employee,XE020M39949,1,24.92054795,Karnataka,560089,EMPLOYEE REFERRAL,Transfer Pricing,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,1,0,0,0,1,0,17-09-2018,17-09-2018,1,1,4,NA,16-10-2019,16-10-2019 05:30,1,1,6,1,1,0,1,9
Joined,OfferAccepted,Re hire,XE020M32824,1,28.86575342,Karnataka,560084,EMPLOYEE REFERRAL,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,0.21,0,0,0,1,0,17-09-2018,17-09-2018,1,2,3,NA,16-10-2019,16-10-2019 05:30,1,1,1,1,1,0,1,9
OfferDeclined,OfferDeclined,New Employee,XE020M39949,0,25.86027397,Karnataka,560103,EMPLOYEE REFERRAL,Transfer Pricing,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,1,0,0,0,1,0,17-09-2018,NA,0,1,4,NA,16-10-2019,16-10-2019 05:30,1,1,6,1,1,0,1,9
OfferDeclined,OfferDeclined,New Employee,XE020M39949,1,29.31780822,Karnataka,560076,PORTAL,Tax - TTT,1,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,0,0,0.27,0,0,0,1,0,03-09-2018,NA,0,1,4,NA,16-10-2019,16-10-2019 05:30,1,3,4,1,2,0,1,9
