"","OfferId","OverallStatus","Status","Hiretype","RecruiterGPN","Title","Age","Original State","PinCode","Source","Department","IT","Joining Center","Facility","Rank","IsRotationalShift","NoticePeriod","Qualification1","Big four","DAndI","hike%","JoiningBonus","GoodsTransportationTravelEligibility","Stipend","Experienced","IsNoticePeriodReimbursementProvided","ExpectedJoiningDate","ActualJoiningDate","Target","dum_hiretype","dum_rec","dum_title","date","date1","dum_State","dum_Source","dum_Department","dum_Joining_Center","dum_Rank","dummy_IsRotationalShift","dum_Qual","joiningmonth"
"1",35119,"OfferDeclined","OfferDeclined","New Employee","XE020M42382",0,24.07123288,"New Delhi",110085,"PORTAL","Indirect",0,"Gurgaon","GGN UCP/All Entities/Non-SEZ",44,FALSE,2,"Post Grad",0,0,0.52,0,0,0,1,"0",2019-01-14,NA,0,1,2,NA,2019-10-16,2019-10-16 05:30:00,6,3,5,2,1,0,1,1
"2",35559,"Joined","OfferAccepted","New Employee","XE020M42382",1,26.7890411,"Tamil Nadu",600010,"EMPLOYEE REFERRAL","PAS",0,"Chennai","CHN DLF/ EYGDS/SEZ-SFT",44,FALSE,2,"Post Grad",0,0,1,0,0,0,1,"0",2019-01-21,2019-01-21,1,1,2,NA,2019-10-16,2019-10-16 05:30:00,2,1,2,3,1,0,1,1
"3",35590,"Joined","OfferAccepted","New Employee","XE020M24041",0,22.28493151,"Karnataka",560043,"PORTAL","PAS",0,"Bangalore","BLR CORAL/EYGDS/SEZ",44,FALSE,2,"Post Grad",0,0,1,0,0,0,1,"0",2019-02-04,2019-02-04,1,1,5,NA,2019-10-16,2019-10-16 05:30:00,1,3,2,1,1,0,1,2
"4",37545,"Joined","OfferAccepted","New Employee","XE020M17867",1,26.82191781,"Karnataka",560016,"EMPLOYEE REFERRAL","PAS",0,"Bangalore","BLR CORAL/EYGDS/SEZ",44,FALSE,2,"Post Grad",0,0,1,0,1,0,1,"0",2019-02-11,2019-02-11,1,1,12,NA,2019-10-16,2019-10-16 05:30:00,1,1,2,1,1,0,1,2
"5",37405,"Joined","OfferAccepted","New Employee","XE020M36003",0,23.54520548,"Karnataka",560003,"PORTAL","Indirect",0,"Bangalore","BLR CORAL/EYGDS/SEZ",44,FALSE,2,"Post Grad",0,0,1,0,0,0,1,"0",2019-02-25,2019-02-25,1,1,6,NA,2019-10-16,2019-10-16 05:30:00,1,3,5,1,1,0,1,2
"6",40089,"Joined","OfferAccepted","New Employee","XE020M38015",1,24.2,"Karnataka",560016,"EMPLOYEE REFERRAL","PAS",0,"Bangalore","BLR CORAL/EYGDS/SEZ",44,FALSE,2,"Post Grad",0,0,1,0,0,0,1,"0",2019-04-08,2019-04-08,1,1,1,NA,2019-10-16,2019-10-16 05:30:00,1,1,2,1,1,0,1,4
"7",37757,"Joined","OfferAccepted","New Employee","XE020M42382",1,29.32054795,"Haryana",121006,"EMPLOYEE REFERRAL","PAS",0,"Gurgaon","GGN UCP/All Entities/Non-SEZ",44,FALSE,2,"Post Grad",0,0,0.26,0,0,0,1,"0",2019-03-05,2019-03-05,1,1,2,NA,2019-10-16,2019-10-16 05:30:00,7,1,2,2,1,0,1,3
"8",26849,"Joined","OfferAccepted","New Employee","XE020M32824",0,35.43835616,"Karnataka",560046,"EMPLOYEE REFERRAL","GCR",0,"Bangalore","BLR CORAL/EYGDS/SEZ",44,FALSE,2,"Grad",0,0,0.11,0,0,0,1,"0",2018-07-23,2018-07-23,1,1,3,NA,2019-10-16,2019-10-16 05:30:00,1,1,1,1,1,0,2,7
"9",35056,"Joined","OfferAccepted","New Employee","XE020M51545",1,33.42191781,"Karnataka",560084,"EMPLOYEE REFERRAL","GCR",0,"Bangalore","BLR CORAL/EYGDS/SEZ",42,FALSE,2,"Post Grad",0,0,0.32,0,0,0,1,"0",2019-01-07,2019-01-07,1,1,7,NA,2019-10-16,2019-10-16 05:30:00,1,1,1,1,2,0,1,1
"10",28570,"OfferDeclined","OfferDeclined","New Employee","XE020M42382",1,34.15890411,"West Bengal",700045,"EMPLOYEE REFERRAL","Tax Chat",0,"Bangalore","BLR CORAL/EYGDS/SEZ",42,FALSE,2,"Post Grad",1,0,0.47,0,1,0,1,"0",2018-11-19,NA,0,1,2,NA,2019-10-16,2019-10-16 05:30:00,5,1,3,1,2,0,1,11
"11",32883,"Joined","OfferAccepted","New Employee","XE020M39949",0,28.89589041,"Karnataka",560050,"EMPLOYEE REFERRAL","Indirect",0,"Bangalore","BLR CORAL/EYGDS/SEZ",44,FALSE,2,"Post Grad",0,0,0.49,0,0,0,1,"0",2018-12-17,2018-12-17,1,1,4,NA,2019-10-16,2019-10-16 05:30:00,1,1,5,1,1,0,1,12
"12",35961,"OfferDeclined","OfferDeclined","New Employee","XE020M24506",1,24.8109589,"Karnataka",580023,"PORTAL","GCR",0,"Bangalore","BLR CORAL/EYGDS/SEZ",44,FALSE,2,"Post Grad",0,0,1,0,1,0,1,"0",2019-02-11,NA,0,1,14,NA,2019-10-16,2019-10-16 05:30:00,1,3,1,1,1,0,1,2
"13",27697,"Joined","OfferAccepted","Re hire","XE020M39949",0,23.93150685,"Karnataka",560021,"PORTAL","PAS",0,"Bangalore","BLR CORAL/EYGDS/SEZ",44,FALSE,2,"Grad",1,0,0.15,0,0,0,1,"0",2018-08-06,2018-08-06,1,2,4,NA,2019-10-16,2019-10-16 05:30:00,1,3,2,1,1,0,2,8
"14",35960,"Joined","OfferAccepted","New Employee","XE020M24506",1,24.09589041,"Karnataka",574225,"PORTAL","GCR",0,"Bangalore","BLR CORAL/EYGDS/SEZ",44,FALSE,2,"Post Grad",0,0,1,0,1,0,1,"0",2019-02-04,2019-02-04,1,1,14,NA,2019-10-16,2019-10-16 05:30:00,1,3,1,1,1,0,1,2
"15",31613,"Joined","OfferAccepted","New Employee","XE020M38015",1,23.53424658,"Karnataka",560102,"EMPLOYEE REFERRAL","PAS",0,"Bangalore","BLR CORAL/EYGDS/SEZ",44,FALSE,2,"Post Grad",0,0,0,0,0,0,0,"0",2018-11-26,2018-11-26,1,1,1,NA,2019-10-16,2019-10-16 05:30:00,1,1,2,1,1,0,1,11
"16",29835,"Joined","OfferAccepted","New Employee","XE020M42382",0,25.13972603,"Andhra Pradesh",522201,"EMPLOYEE REFERRAL","Tax Chat",0,"Bangalore","BLR CORAL/EYGDS/SEZ",42,FALSE,2,"Post Grad",0,0,0.43,0,1,0,1,"0",2018-11-19,2018-11-19,1,1,2,NA,2019-10-16,2019-10-16 05:30:00,4,1,3,1,2,0,1,11
"17",35352,"Joined","OfferAccepted","Re hire","XE020M38015",1,27.64931507,"Karnataka",560066,"EMPLOYEE REFERRAL","PAS",0,"Bangalore","BLR CORAL/EYGDS/SEZ",42,FALSE,2,"Post Grad",1,0,0.04,0,0,0,1,"0",2019-01-14,2019-01-14,1,2,1,NA,2019-10-16,2019-10-16 05:30:00,1,1,2,1,2,0,1,1
"18",27494,"Joined","OfferAccepted","Re hire","XE020M42382",1,31.20273973,"Karnataka",560005,"WALK-IN","GCR",0,"Bangalore","BLR CORAL/EYGDS/SEZ",42,FALSE,2,"MBA",0,0,0.28,0,0,0,1,"0",2018-08-20,2018-08-20,1,2,2,NA,2019-10-16,2019-10-16 05:30:00,1,5,1,1,2,0,3,8
"19",41125,"Joined","OfferAccepted","New Employee","XE020M17867",1,27.33972603,"Karnataka",560016,"PORTAL","GCR",0,"Bangalore","BLR CORAL/EYGDS/SEZ",44,FALSE,2,"Post Grad",0,0,0.12,0,0,0,1,"0",2019-06-24,2019-06-24,1,1,12,NA,2019-10-16,2019-10-16 05:30:00,1,3,1,1,1,0,1,6
"20",35945,"OfferDeclined","OfferDeclined","New Employee","XE020M24506",1,22.24657534,"Karnataka",574118,"PORTAL","GCR",0,"Bangalore","BLR CORAL/EYGDS/SEZ",44,FALSE,2,"Post Grad",0,0,1,0,1,0,1,"0",2019-04-01,NA,0,1,14,NA,2019-10-16,2019-10-16 05:30:00,1,3,1,1,1,0,1,4
"21",32980,"Joined","OfferAccepted","New Employee","XE020M51545",0,22.61643836,"Karnataka",560034,"OFF CAMPUS","GCR",0,"Bangalore","BLR CORAL/EYGDS/SEZ",44,FALSE,2,"Post Grad",0,0,1,0,0,0,1,"0",2018-12-10,2018-12-10,1,1,7,NA,2019-10-16,2019-10-16 05:30:00,1,4,1,1,1,0,1,12
"22",26946,"Joined","OfferAccepted","New Employee","XE020M39949",1,24.55616438,"Karnataka",560103,"EMPLOYEE REFERRAL","Indirect",0,"Bangalore","BLR CORAL/EYGDS/SEZ",44,FALSE,2,"Grad",0,0,1,0,0,0,1,"0",2018-07-02,2018-07-02,1,1,4,NA,2019-10-16,2019-10-16 05:30:00,1,1,5,1,1,0,2,7
"23",28242,"Joined","OfferAccepted","New Employee","XE020M39949",0,31.63013699,"Andhra Pradesh",500089,"PORTAL","Tax - TTT",1,"Bangalore","BLR CORAL/EYGDS/SEZ",42,FALSE,2,"Post Grad",0,0,0.21,0,1,0,1,"0",2018-09-03,2018-09-03,1,1,4,NA,2019-10-16,2019-10-16 05:30:00,4,3,4,1,2,0,1,9
"24",41111,"Joined","OfferAccepted","New Employee","XE020M42382",0,27.45205479,"Tamil Nadu",600100,"EMPLOYEE REFERRAL","PAS",0,"Chennai","CHN DLF/ EYGDS/SEZ-SFT",44,FALSE,2,"Post Grad",0,0,1,0,0,0,1,"0",2019-04-29,2019-04-29,1,1,2,NA,2019-10-16,2019-10-16 05:30:00,2,1,2,3,1,0,1,4
"25",30114,"OfferDeclined","OfferDeclined","New Employee","XE020M42382",0,30.07123288,"Karnataka",560092,"EMPLOYEE REFERRAL","Tax Chat",0,"Bangalore","BLR CORAL/EYGDS/SEZ",42,FALSE,2,"Post Grad",1,0,0.38,0,0,0,1,"0",2018-11-19,NA,0,1,2,NA,2019-10-16,2019-10-16 05:30:00,1,1,3,1,2,0,1,11
"26",28821,"OfferDeclined","OfferDeclined","New Employee","XE021306642",0,36.25205479,"Haryana",122003,"CONSULTANCY","Tax Chat",0,"Gurgaon","GGN UCP/All Entities/Non-SEZ",42,FALSE,2,"Post Grad",1,0,0.22,0,0,0,1,"0",2018-11-19,NA,0,1,11,NA,2019-10-16,2019-10-16 05:30:00,7,2,3,2,2,0,1,11
"27",37838,"OfferDeclined","OfferDeclined","New Employee","XE020M42382",0,27.98082192,"Karnataka",560100,"PORTAL","Tax ACR",0,"Bangalore","BLR CORAL/EYGDS/SEZ",42,FALSE,2,"Post Grad",0,0,0.12,0,0,0,1,"0",2019-03-04,NA,0,1,2,NA,2019-10-16,2019-10-16 05:30:00,1,3,8,1,2,0,1,3
"28",31551,"Joined","OfferAccepted","Re hire","XE020M42382",1,26.78082192,"Karnataka",560048,"PORTAL","GCR",0,"Bangalore","BLR CORAL/EYGDS/SEZ",4,FALSE,1,"Post Grad",1,0,1,0,0,1,1,"0",2018-11-19,2018-11-19,1,2,2,NA,2019-10-16,2019-10-16 05:30:00,1,3,1,1,3,0,1,11
"29",26142,"Joined","OfferAccepted","New Employee","XE020M42382",0,33.2739726,"Haryana",122001,"CONSULTANCY","GCR",0,"Gurgaon","GGN UCP/All Entities/Non-SEZ",42,FALSE,2,"MBA",0,0,0.42,0,0,0,1,"0",2018-08-13,2018-08-13,1,1,2,NA,2019-10-16,2019-10-16 05:30:00,7,2,1,2,2,0,3,8
"30",35021,"Joined","OfferAccepted","New Employee","XE020M24041",1,21.7890411,"Tamil Nadu",600059,"CAMPUS","GCR",0,"Chennai","CHN DLF/EYLLP/EYGDS/SEZ",4,FALSE,1,"Post Grad",0,0,1,0,0,1,1,"0",2019-01-14,2019-01-14,1,1,5,NA,2019-10-16,2019-10-16 05:30:00,2,4,1,3,3,0,1,1
"31",28814,"Joined","OfferAccepted","New Employee","XE020M39949",0,27.02739726,"Karnataka",560047,"PORTAL","PAS",0,"Bangalore","BLR CORAL/EYGDS/SEZ",44,FALSE,2,"Post Grad",0,0,0.32,0,0,0,1,"0",2018-09-03,2018-09-03,1,1,4,NA,2019-10-16,2019-10-16 05:30:00,1,3,2,1,1,0,1,9
"32",27856,"Joined","OfferAccepted","New Employee","XE020M32824",1,21.66575342,"Karnataka",560032,"EMPLOYEE REFERRAL","GCR",0,"Bangalore","BLR CORAL/EYGDS/SEZ",44,FALSE,2,"Grad",0,0,1,0,0,0,1,"0",2018-08-20,2018-08-20,1,1,3,NA,2019-10-16,2019-10-16 05:30:00,1,1,1,1,1,0,2,8
"33",33538,"Joined","OfferAccepted","New Employee","XE020M38015",0,34.5369863,"Tamil Nadu",600061,"EMPLOYEE REFERRAL","PAS",0,"Chennai","CHN DLF/EYLLP/EYGDS/SEZ",42,FALSE,2,"Post Grad",0,0,0.22,0,0,0,1,"0",2019-01-07,2019-01-07,1,1,1,NA,2019-10-16,2019-10-16 05:30:00,2,1,2,3,2,0,1,1
"34",30307,"Joined","OfferAccepted","New Employee","XE020M42382",0,40.97260274,"Karnataka",560073,"EMPLOYEE REFERRAL","Tax Chat",0,"Bangalore","BLR CORAL/EYGDS/SEZ",42,FALSE,2,"Post Grad",1,0,0.3,0,0,0,1,"0",2018-12-03,2018-12-03,1,1,2,NA,2019-10-16,2019-10-16 05:30:00,1,1,3,1,2,0,1,12
"35",43131,"Joined","OfferAccepted","New Employee","XE020M24041",1,23.82465753,"Karnataka",575003,"CAMPUS","PAS",0,"Bangalore","BLR CORAL/EYGDS/SEZ",44,FALSE,2,"Post Grad",0,0,1,0,1,0,1,"0",2019-06-17,2019-06-17,1,1,5,NA,2019-10-16,2019-10-16 05:30:00,1,4,2,1,1,0,1,6
"36",35273,"Joined","OfferAccepted","New Employee","XE020M36003",1,23.79178082,"Tamil Nadu",600028,"EMPLOYEE REFERRAL","PAS",0,"Chennai","CHN DLF/EYLLP/EYGDS/SEZ",44,FALSE,2,"Post Grad",0,0,1,0,0,0,1,"0",2019-01-21,2019-01-21,1,1,6,NA,2019-10-16,2019-10-16 05:30:00,2,1,2,3,1,0,1,1
"37",28016,"Joined","OfferAccepted","New Employee","XE020M32654",0,28.32328767,"Andhra Pradesh",500020,"EMPLOYEE REFERRAL","Tax Chat",0,"Bangalore","BLR CORAL/EYGDS/SEZ",42,FALSE,2,"MBA",0,0,0.25,0,1,0,1,"0",2018-10-15,2018-10-15,1,1,9,NA,2019-10-16,2019-10-16 05:30:00,4,1,3,1,2,0,3,10
"38",42080,"Joined","OfferAccepted","Re hire","XE020M42382",0,35.41917808,"Haryana",122002,"PORTAL","GCR",0,"Bangalore","BLR CORAL/EYGDS/SEZ",42,FALSE,2,"Grad",0,0,0.03,0,1,0,1,"0",2019-06-10,2019-06-10,1,2,2,NA,2019-10-16,2019-10-16 05:30:00,7,3,1,1,2,0,2,6
"39",33679,"OfferDeclined","OfferDeclined","New Employee","XE020M51545",0,29.55890411,"Tamil Nadu",600024,"PORTAL","Tax - TTT",1,"Bangalore","BLR CORAL/EYGDS/SEZ",42,FALSE,2,"Post Grad",0,0,0.36,0,1,0,1,"0",2019-02-04,NA,0,1,7,NA,2019-10-16,2019-10-16 05:30:00,2,3,4,1,2,0,1,2
"40",33556,"OfferDeclined","OfferDeclined","New Employee","XE020M42382",0,32.36712329,"Andhra Pradesh",500084,"CONSULTANCY","Indirect",0,"Bangalore","BLR CORAL/EYGDS/SEZ",42,FALSE,2,"Post Grad",1,0,0.29,0,1,0,1,"0",2019-04-29,NA,0,1,2,NA,2019-10-16,2019-10-16 05:30:00,4,2,5,1,2,0,1,4
"41",35506,"Joined","OfferAccepted","New Employee","XE020M32824",0,26.13972603,"Karnataka",562147,"CONSULTANCY","PAS",0,"Bangalore","BLR CORAL/EYGDS/SEZ",44,FALSE,2,"Post Grad",1,0,0.26,0,0,0,1,"0",2019-03-18,2019-03-18,1,1,3,NA,2019-10-16,2019-10-16 05:30:00,1,2,2,1,1,0,1,3
"42",43128,"Joined","OfferAccepted","New Employee","XE020M24041",1,21.4109589,"Kerala",671121,"CAMPUS","PAS",0,"Bangalore","BLR CORAL/EYGDS/SEZ",44,FALSE,2,"Grad",0,0,1,0,1,0,1,"0",2019-06-17,2019-06-17,1,1,5,NA,2019-10-16,2019-10-16 05:30:00,3,4,2,1,1,0,2,6
"43",37504,"Joined","OfferAccepted","Re hire","XE021305129",1,29.27945205,"Kerala",686041,"PORTAL","MENA",0,"Trivandrum","TVM Thejaswini/All/NON-SEZ",44,TRUE,2,"Post Grad",1,0,0.19,0,1,0,1,"0",2019-02-04,2019-02-04,1,2,14,NA,2019-10-16,2019-10-16 05:30:00,3,3,8,4,1,0,1,2
"44",27996,"Joined","OfferAccepted","New Employee","XE020M39949",1,31.39178082,"Kerala",682030,"PORTAL","Tax - TTT",1,"Bangalore","BLR CORAL/EYGDS/SEZ",42,FALSE,2,"Grad",0,0,0.42,0,0,0,1,"0",2018-10-08,2018-10-08,1,1,4,NA,2019-10-16,2019-10-16 05:30:00,3,3,4,1,2,0,2,10
"45",41582,"Joined","OfferAccepted","New Employee","XE020M17867",1,24.0109589,"Karnataka",560010,"EMPLOYEE REFERRAL","PAS",0,"Bangalore","BLR CORAL/EYGDS/SEZ",44,FALSE,2,"Post Grad",0,0,1,0,0,0,1,"0",2019-05-13,2019-05-13,1,1,12,NA,2019-10-16,2019-10-16 05:30:00,1,1,2,1,1,0,1,5
"46",37492,"Joined","OfferAccepted","New Employee","XE020M36003",0,25.50410959,"Karnataka",560091,"PORTAL","PAS",0,"Bangalore","BLR CORAL/EYGDS/SEZ",44,FALSE,2,"Post Grad",0,0,0,0,0,0,0,"0",2019-02-04,2019-02-04,1,1,6,NA,2019-10-16,2019-10-16 05:30:00,1,3,2,1,1,0,1,2
"47",27747,"Joined","OfferAccepted","New Employee","XE020M32654",0,32.67671233,"Kerala",683104,"CONSULTANCY","Tax Chat",0,"Kochi","KOC Carnival/EYGDS/SEZ-SFT",42,FALSE,2,"Post Grad",1,0,0.23,0,0,0,1,"0",2018-10-01,2018-10-01,1,1,9,NA,2019-10-16,2019-10-16 05:30:00,3,2,3,4,2,0,1,10
"48",35414,"Joined","OfferAccepted","New Employee","XE020M22317",0,28.51506849,"Maharashtra",411028,"CONSULTANCY","Tax - TTT",1,"Bangalore","BLR CORAL/EYGDS/SEZ",42,FALSE,2,"Post Grad",0,0,0.24,0,1,0,1,"0",2019-02-11,2019-02-11,1,1,10,NA,2019-10-16,2019-10-16 05:30:00,9,2,4,1,2,0,1,2
"49",35949,"Joined","OfferAccepted","New Employee","XE020M24506",1,26.49315068,"Karnataka",575008,"PORTAL","GCR",0,"Bangalore","BLR CORAL/EYGDS/SEZ",44,FALSE,2,"Post Grad",0,0,1,0,1,0,1,"0",2019-02-04,2019-02-04,1,1,14,NA,2019-10-16,2019-10-16 05:30:00,1,3,1,1,1,0,1,2
"50",39825,"Joined","OfferAccepted","New Employee","XE020M24041",1,25.19452055,"Maharashtra",400056,"CAMPUS","PAS",0,"Bangalore","BLR RMZ/All Entities/NON-SEZ",4,FALSE,1,"Post Grad",0,0,1,0,0,1,1,"0",2019-04-01,2019-04-01,1,1,5,NA,2019-10-16,2019-10-16 05:30:00,9,4,2,1,3,0,1,4
"51",26573,"Joined","OfferAccepted","New Employee","XE020M36003",1,22.14246575,"Tamil Nadu",638052,"CAMPUS","PAS",0,"Bangalore","BLR CORAL/EYGDS/SEZ",44,FALSE,2,"Grad",0,0,1,0,0,0,1,"0",2018-08-06,2018-08-06,1,1,6,NA,2019-10-16,2019-10-16 05:30:00,2,4,2,1,1,0,2,8
"52",27297,"OfferDeclined","OfferDeclined","New Employee","XE020M32654",0,34.7369863,"Andhra Pradesh",500081,"CONSULTANCY","Tax Chat",0,"Kochi","KOC Carnival/EYGDS/SEZ-SFT",42,FALSE,2,"Post Grad",1,0,0.25,0,0,0,1,"0",2018-10-22,NA,0,1,9,NA,2019-10-16,2019-10-16 05:30:00,4,2,3,4,2,0,1,10
"53",40666,"Joined","OfferAccepted","New Employee","XE020M38015",0,33.32876712,"Andhra Pradesh",500072,"CONSULTANCY","GDS",0,"Bangalore","BLR CORAL/EYGDS/SEZ",32,FALSE,2,"Post Grad",1,0,0.34,0,1,0,1,"0",2019-06-17,2019-06-17,1,1,1,NA,2019-10-16,2019-10-16 05:30:00,4,2,7,1,4,0,1,6
"54",35225,"Joined","OfferAccepted","New Employee","XE021305129",1,24.39452055,"Kerala",682017,"EMPLOYEE REFERRAL","MENA",0,"Kochi","KOC Carnival2/All Entities/SEZ",44,TRUE,2,"Post Grad",0,0,1,0,0,0,1,"0",2019-01-07,2019-01-07,1,1,14,NA,2019-10-16,2019-10-16 05:30:00,3,1,8,4,1,0,1,1
"55",34966,"Joined","OfferAccepted","New Employee","XE020M39949",1,25.11232877,"Karnataka",560078,"PORTAL","Indirect",0,"Bangalore","BLR CORAL/EYGDS/SEZ",44,FALSE,2,"Post Grad",0,0,0,0,0,0,0,"0",2019-01-07,2019-01-07,1,1,4,NA,2019-10-16,2019-10-16 05:30:00,1,3,5,1,1,0,1,1
"56",27508,"Joined","OfferAccepted","New Employee","XE020M39949",0,31.17808219,"Kerala",695304,"EMPLOYEE REFERRAL","Tax - TTT",1,"Trivandrum","TVM Drishya/All Entities/SEZ",42,FALSE,2,"MBA",0,0,0.3,0,0,0,1,"0",2018-09-24,2018-09-24,1,1,4,NA,2019-10-16,2019-10-16 05:30:00,3,1,4,4,2,0,3,9
"57",27652,"Joined","OfferAccepted","New Employee","XE020M51545",1,22.61643836,"Karnataka",560067,"EMPLOYEE REFERRAL","Payroll",0,"Bangalore","BLR CORAL/EYGDS/SEZ",44,FALSE,2,"Grad",0,0,1,0,0,0,1,"0",2018-08-06,2018-08-06,1,1,7,NA,2019-10-16,2019-10-16 05:30:00,1,1,8,1,1,0,2,8
"58",27797,"Joined","OfferAccepted","New Employee","XE021306642",0,30.37808219,"Kerala",680588,"EMPLOYEE REFERRAL","Tax Chat",0,"Kochi","KOC Carnival/EYGDS/SEZ-SFT",42,FALSE,2,"Grad",0,0,0.39,0,1,0,1,"0",2018-10-01,2018-10-01,1,1,11,NA,2019-10-16,2019-10-16 05:30:00,3,1,3,4,2,0,2,10
"59",35243,"Joined","OfferAccepted","New Employee","XE020M32824",1,25.92876712,"Karnataka",560066,"EMPLOYEE REFERRAL","GCR",0,"Bangalore","BLR CORAL/EYGDS/SEZ",44,FALSE,2,"Post Grad",0,0,0.21,0,0,0,1,"0",2019-01-21,2019-01-21,1,1,3,NA,2019-10-16,2019-10-16 05:30:00,1,1,1,1,1,0,1,1
"60",37377,"Joined","OfferAccepted","New Employee","XE020M42382",0,26.18082192,"Tamil Nadu",600037,"EMPLOYEE REFERRAL","PAS",0,"Chennai","CHN DLF/ EYGDS/SEZ-SFT",44,FALSE,2,"Post Grad",0,0,1,0,0,0,1,"0",2019-02-25,2019-02-25,1,1,2,NA,2019-10-16,2019-10-16 05:30:00,2,1,2,3,1,0,1,2
"61",27636,"Joined","OfferAccepted","New Employee","XE021306642",0,33.09315068,"Andhra Pradesh",500008,"CONSULTANCY","Tax Chat",0,"Kochi","KOC Carnival/EYGDS/SEZ-SFT",42,FALSE,2,"MBA",1,0,0.28,0,1,0,1,"0",2018-11-05,2018-11-05,1,1,11,NA,2019-10-16,2019-10-16 05:30:00,4,2,3,4,2,0,3,11
"62",35310,"Joined","OfferAccepted","Re hire","XE020M42382",1,29.00547945,"Tamil Nadu",600018,"PORTAL","GCR",0,"Chennai","CHN DLF/EYLLP/EYGDS/SEZ",42,FALSE,2,"Post Grad",1,0,0.26,0,0,0,1,"0",2019-01-21,2019-01-21,1,2,2,NA,2019-10-16,2019-10-16 05:30:00,2,3,1,3,2,0,1,1
"63",38245,"OfferDeclined","OfferDeclined","New Employee","XE020M22317",0,29.50958904,"Andhra Pradesh",500084,"CONSULTANCY","Tax - TTT",1,"Bangalore","BLR CORAL/EYGDS/SEZ",42,FALSE,2,"Post Grad",0,0,0.26,0,1,0,1,"0",2019-05-27,NA,0,1,10,NA,2019-10-16,2019-10-16 05:30:00,4,2,4,1,2,0,1,5
"64",35276,"Joined","OfferAccepted","New Employee","XE020M38015",0,24.08219178,"Tamil Nadu",630002,"EMPLOYEE REFERRAL","GCR",0,"Chennai","CHN DLF/EYLLP/EYGDS/SEZ",44,FALSE,2,"Post Grad",0,0,0.79,0,1,0,1,"0",2019-01-28,2019-01-28,1,1,1,NA,2019-10-16,2019-10-16 05:30:00,2,1,1,3,1,0,1,1
"65",38459,"Joined","OfferAccepted","New Employee","XE020M32824",0,26.90410959,"Karnataka",560100,"EMPLOYEE REFERRAL","GCR",0,"Bangalore","BLR CORAL/EYGDS/SEZ",44,FALSE,2,"Post Grad",1,0,0.22,0,0,0,1,"0",2019-05-06,2019-05-06,1,1,3,NA,2019-10-16,2019-10-16 05:30:00,1,1,1,1,1,0,1,5
"66",37395,"Joined","OfferAccepted","New Employee","XE020M42382",1,26.79178082,"Tamil Nadu",600073,"EMPLOYEE REFERRAL","PAS",0,"Chennai","CHN DLF/ EYGDS/SEZ-SFT",44,FALSE,2,"Post Grad",0,0,0,0,0,0,0,"0",2019-02-11,2019-02-11,1,1,2,NA,2019-10-16,2019-10-16 05:30:00,2,1,2,3,1,0,1,2
"67",28402,"OfferDeclined","OfferDeclined","New Employee","XE020M32654",0,33.44657534,"Kerala",682301,"CONSULTANCY","Tax Chat",0,"Kochi","KOC Carnival/EYGDS/SEZ-SFT",42,FALSE,2,"Post Grad",1,0,0.24,0,0,0,1,"0",2018-10-15,NA,0,1,9,NA,2019-10-16,2019-10-16 05:30:00,3,2,3,4,2,0,1,10
"68",29188,"Joined","OfferAccepted","New Employee","XE021306642",0,43.62191781,"Karnataka",560036,"EMPLOYEE REFERRAL","Tax Chat",0,"Bangalore","BLR CORAL/EYGDS/SEZ",32,FALSE,2,"Post Grad",1,0,0.34,0,0,0,1,"0",2018-11-12,2018-11-12,1,1,11,NA,2019-10-16,2019-10-16 05:30:00,1,1,3,1,4,0,1,11
"69",26818,"Joined","OfferAccepted","New Employee","XE020M39949",1,22.11780822,"Karnataka",560043,"EMPLOYEE REFERRAL","Indirect",0,"Bangalore","BLR CORAL/EYGDS/SEZ",44,FALSE,2,"Grad",0,0,1,0,0,0,1,"0",2018-07-02,2018-07-02,1,1,4,NA,2019-10-16,2019-10-16 05:30:00,1,1,5,1,1,0,2,7
"70",35550,"Joined","OfferAccepted","New Employee","XE020M42382",0,23.02739726,"Tamil Nadu",600040,"EMPLOYEE REFERRAL","PAS",0,"Chennai","CHN DLF/ EYGDS/SEZ-SFT",44,FALSE,2,"Post Grad",0,0,1,0,0,0,1,"0",2019-01-21,2019-01-21,1,1,2,NA,2019-10-16,2019-10-16 05:30:00,2,1,2,3,1,0,1,1
"71",30859,"OfferDeclined","OfferDeclined","New Employee","XE020M42382",0,29.36712329,"Karnataka",560029,"EMPLOYEE REFERRAL","PAS",0,"Bangalore","BLR CORAL/EYGDS/SEZ",42,FALSE,2,"Post Grad",1,0,0.27,0,0,0,1,"0",2018-12-24,NA,0,1,2,NA,2019-10-16,2019-10-16 05:30:00,1,1,2,1,2,0,1,12
"72",27679,"OfferDeclined","OfferDeclined","New Employee","XE020M51545",1,25.39178082,"Karnataka",575001,"PORTAL","Payroll",0,"Bangalore","BLR CORAL/EYGDS/SEZ",44,FALSE,2,"Grad",0,0,0.3,0,0,0,1,"0",2018-08-06,NA,0,1,7,NA,2019-10-16,2019-10-16 05:30:00,1,3,8,1,1,0,2,8
"73",32975,"Joined","OfferAccepted","New Employee","XE020M22317",1,23.43287671,"Karnataka",560085,"PORTAL","GCR",0,"Bangalore","BLR CORAL/EYGDS/SEZ",44,FALSE,2,"Post Grad",0,0,1,0,0,0,1,"0",2018-12-10,2018-12-10,1,1,10,NA,2019-10-16,2019-10-16 05:30:00,1,3,1,1,1,0,1,12
