"","OfferId","OverallStatus","Status","Hiretype","RecruiterGPN","Title","Age","Original State","PinCode","Source","Department","IT","Joining Center","Facility","Rank","IsRotationalShift","NoticePeriod","Qualification1","Big four","DAndI","hike%","JoiningBonus","GoodsTransportationTravelEligibility","Stipend","Experienced","IsNoticePeriodReimbursementProvided","ExpectedJoiningDate","ActualJoiningDate","Target","dum_hiretype","dum_rec","dum_title","date","date1","dum_State","dum_Source","dum_Department","dum_Joining_Center","dum_Rank","dummy_IsRotationalShift","dum_Qual","joiningmonth"
"510",30000,"Joined","OfferAccepted","New Employee","XE020M51545",0,29.59178082,"Andhra Pradesh",500089,"PORTAL","GDS",0,"Bangalore","BLR CORAL/EYGDS/SEZ",42,FALSE,2,"Post Grad",1,0,0.38,0,1,0,1,"0",2018-12-03,2018-12-03,1,1,7,NA,2019-10-16,2019-10-16 05:30:00,4,3,7,1,2,0,1,12
"511",38905,"Joined","OfferAccepted","New Employee","XE020M63277",0,28.19178082,"Karnataka",560037,"CONSULTANCY","Tax - TTT",1,"Bangalore","BLR CORAL/EYGDS/SEZ",42,FALSE,2,"Post Grad",0,0,0.27,0,0,0,1,"0",2019-03-18,2019-03-18,1,1,8,NA,2019-10-16,2019-10-16 05:30:00,1,2,4,1,2,0,1,3
"512",38133,"Joined","OfferAccepted","New Employee","XE020M32824",1,25.03287671,"Karnataka",560018,"PORTAL","GCR",0,"Bangalore","BLR CORAL/EYGDS/SEZ",44,FALSE,2,"Post Grad",0,0,0.36,0,0,0,1,"0",2019-03-04,2019-03-04,1,1,3,NA,2019-10-16,2019-10-16 05:30:00,1,3,1,1,1,0,1,3
"513",31568,"Joined","OfferAccepted","New Employee","XE021305129",1,30.5890411,"Kerala",682022,"EMPLOYEE REFERRAL","MENA",0,"Kochi","KOC Carnival/EYGDS/SEZ-SFT",44,TRUE,2,"Post Grad",0,0,0.2,0,0,0,1,"0",2019-01-07,2019-01-07,1,1,14,NA,2019-10-16,2019-10-16 05:30:00,3,1,8,4,1,0,1,1
"514",39139,"Joined","OfferAccepted","Re hire","XE020M32824",1,35.97260274,"Karnataka",560016,"EMPLOYEE REFERRAL","GCR",0,"Bangalore","BLR CORAL/EYGDS/SEZ",42,FALSE,2,"Post Grad",1,0,0.29,0,0,0,1,"0",2019-03-25,2019-03-25,1,2,3,NA,2019-10-16,2019-10-16 05:30:00,1,1,1,1,2,0,1,3
"515",27595,"Joined","OfferAccepted","New Employee","XE020M51545",1,27.26027397,"Karnataka",560078,"EMPLOYEE REFERRAL","Payroll",0,"Bangalore","BLR CORAL/EYGDS/SEZ",44,FALSE,2,"Grad",0,0,0.24,0,0,0,1,"0",2018-08-06,2018-08-06,1,1,7,NA,2019-10-16,2019-10-16 05:30:00,1,1,8,1,1,0,2,8
"516",29537,"Joined","OfferAccepted","New Employee","XE020M51545",0,29.98082192,"New Delhi",110085,"CONSULTANCY","Tax Chat",0,"Gurgaon","GGN UCP/All Entities/Non-SEZ",42,FALSE,2,"Post Grad",1,0,0.3,0,0,0,1,"0",2018-11-19,2018-11-19,1,1,7,NA,2019-10-16,2019-10-16 05:30:00,6,2,3,2,2,0,1,11
"517",41114,"OfferDeclined","OfferDeclined","New Employee","XE020M42382",1,30.05205479,"Tamil Nadu",600040,"EMPLOYEE REFERRAL","PAS",0,"Chennai","CHN DLF/ EYGDS/SEZ-SFT",44,FALSE,2,"Post Grad",0,0,1,0,0,0,1,"0",2019-04-29,NA,0,1,2,NA,2019-10-16,2019-10-16 05:30:00,2,1,2,3,1,0,1,4
"518",33286,"Joined","OfferAccepted","New Employee","XE020M32654",0,23.00547945,"Karnataka",560008,"EMPLOYEE REFERRAL","PAS",0,"Bangalore","BLR CORAL/EYGDS/SEZ",44,FALSE,2,"Post Grad",0,0,1,0,0,0,1,"0",2018-12-31,2018-12-31,1,1,9,NA,2019-10-16,2019-10-16 05:30:00,1,1,2,1,1,0,1,12
"519",26576,"Joined","OfferAccepted","New Employee","XE020M36003",1,21.77260274,"West Bengal",700054,"CAMPUS","PAS",0,"Bangalore","BLR CORAL/EYGDS/SEZ",44,FALSE,2,"Grad",0,0,1,0,0,0,1,"0",2018-10-01,2018-10-01,1,1,6,NA,2019-10-16,2019-10-16 05:30:00,5,4,2,1,1,0,2,10
"520",35204,"OfferDeclined","OfferDeclined","New Employee","XE020M38015",1,23.23561644,"Karnataka",560043,"PORTAL","GCR",0,"Bangalore","BLR CORAL/EYGDS/SEZ",44,FALSE,2,"Post Grad",1,0,1,0,0,0,1,"0",2019-02-11,NA,0,1,1,NA,2019-10-16,2019-10-16 05:30:00,1,3,1,1,1,0,1,2
"521",35706,"Joined","OfferAccepted","New Employee","XE020M24041",0,21.99178082,"Karnataka",560085,"PORTAL","GCR",0,"Bangalore","BLR CORAL/EYGDS/SEZ",44,FALSE,2,"Post Grad",0,0,1,0,0,0,1,"0",2019-01-28,2019-01-28,1,1,5,NA,2019-10-16,2019-10-16 05:30:00,1,3,1,1,1,0,1,1
"522",24821,"Joined","OfferAccepted","New Employee","XE020M39949",1,27.25205479,"Uttar Pradesh",201309,"PORTAL","Indirect",0,"Gurgaon","GGN UCP/All Entities/Non-SEZ",44,FALSE,2,"Grad",0,0,0.11,0,0,0,1,"0",2018-07-02,2018-07-02,1,1,4,NA,2019-10-16,2019-10-16 05:30:00,9,3,5,2,1,0,2,7
"523",42212,"OfferDeclined","OfferDeclined","New Employee","XE020M42382",0,41.45479452,"Tamil Nadu",641034,"EMPLOYEE REFERRAL","Tax ACR",0,"Bangalore","BLR CORAL/EYGDS/SEZ",32,FALSE,2,"MBA",0,0,0,0,1,0,0,"0",2019-05-27,NA,0,1,2,NA,2019-10-16,2019-10-16 05:30:00,2,1,8,1,4,0,3,5
"524",27609,"Joined","OfferAccepted","New Employee","XE020M39949",0,24.46575342,"Karnataka",577111,"EMPLOYEE REFERRAL","Indirect",0,"Bangalore","BLR CORAL/EYGDS/SEZ",44,FALSE,2,"Grad",0,0,0.19,0,0,0,1,"0",2018-08-20,2018-08-20,1,1,4,NA,2019-10-16,2019-10-16 05:30:00,1,1,5,1,1,0,2,8
"525",38523,"Joined","OfferAccepted","New Employee","XE020M42382",0,42.53150685,"Uttar Pradesh",201304,"PORTAL","Indirect",0,"Gurgaon","GGN UCP/All Entities/Non-SEZ",42,FALSE,2,"Post Grad",0,0,0,1,0,0,0,"0",2019-04-01,2019-04-01,1,1,2,NA,2019-10-16,2019-10-16 05:30:00,9,3,5,2,2,0,1,4
"526",35920,"OfferDeclined","OfferDeclined","New Employee","XE020M42382",1,28.5260274,"Karnataka",122002,"CONSULTANCY","GCR",0,"Gurgaon","GGN UCP/All Entities/Non-SEZ",42,FALSE,2,"Post Grad",1,0,0.16,0,0,0,1,"0",2019-03-25,NA,0,1,2,NA,2019-10-16,2019-10-16 05:30:00,1,2,1,2,2,0,1,3
"527",37328,"Joined","OfferAccepted","New Employee","XE020M24041",1,22.88219178,"Karnataka",560042,"CONSULTANCY","Indirect",0,"Bangalore","BLR CORAL/EYGDS/SEZ",44,FALSE,2,"Post Grad",0,0,1,0,0,0,1,"0",2019-02-04,2019-02-04,1,1,5,NA,2019-10-16,2019-10-16 05:30:00,1,2,5,1,1,0,1,2
"528",35106,"OfferDeclined","OfferDeclined","New Employee","XE020M51545",1,29.38630137,"Karnataka",560078,"WALK-IN","PAS",0,"Bangalore","BLR CORAL/EYGDS/SEZ",44,FALSE,2,"Post Grad",0,0,1,0,0,0,1,"0",2019-01-07,NA,0,1,7,NA,2019-10-16,2019-10-16 05:30:00,1,5,2,1,1,0,1,1
"529",41693,"Joined","OfferAccepted","New Employee","XE020M24506",1,22.8,"Karnataka",560016,"CWR TO FTE CONVERSION","GCR",0,"Bangalore","BLR CORAL/EYGDS/SEZ",44,FALSE,2,"Post Grad",0,0,1,0,0,0,1,"0",2019-05-13,2019-05-13,1,1,14,NA,2019-10-16,2019-10-16 05:30:00,1,5,1,1,1,0,1,5
"530",29544,"Joined","OfferAccepted","New Employee","XE020M51545",0,30.0109589,"West Bengal",712124,"CONSULTANCY","Tax Chat",0,"Bangalore","BLR CORAL/EYGDS/SEZ",42,FALSE,2,"Post Grad",1,0,0.45,0,1,0,1,"0",2018-11-19,2018-11-19,1,1,7,NA,2019-10-16,2019-10-16 05:30:00,5,2,3,1,2,0,1,11
"531",42478,"Joined","OfferAccepted","New Employee","XE020M24041",1,23.16438356,"Uttarakhand",249201,"CAMPUS","Transfer Pricing",0,"Bangalore","BLR CORAL/EYGDS/SEZ",44,FALSE,2,"Post Grad",0,0,1,0,0,0,1,"0",2019-06-03,2019-06-03,1,1,5,NA,2019-10-16,2019-10-16 05:30:00,9,4,6,1,1,0,1,6
"532",38594,"Joined","OfferAccepted","New Employee","XE020M38015",0,24.91232877,"Karnataka",560040,"CONSULTANCY","GCR",0,"Bangalore","BLR CORAL/EYGDS/SEZ",44,FALSE,2,"Post Grad",0,0,0.26,0,0,0,1,"0",2019-03-11,2019-03-11,1,1,1,NA,2019-10-16,2019-10-16 05:30:00,1,2,1,1,1,0,1,3
"533",43134,"Joined","OfferAccepted","New Employee","XE020M24041",0,21.72876712,"Karnataka",560043,"CAMPUS","PAS",0,"Bangalore","BLR CORAL/EYGDS/SEZ",44,FALSE,2,"Grad",0,0,1,0,0,0,1,"0",2019-06-17,2019-06-17,1,1,5,NA,2019-10-16,2019-10-16 05:30:00,1,4,2,1,1,0,2,6
"534",32187,"Joined","OfferAccepted","Re hire","XE020M38015",0,33.64657534,"Karnataka",560078,"EMPLOYEE REFERRAL","PAS",0,"Bangalore","BLR CORAL/EYGDS/SEZ",44,FALSE,2,"Post Grad",0,0,0.16,0,0,0,1,"0",2018-12-10,2018-12-10,1,2,1,NA,2019-10-16,2019-10-16 05:30:00,1,1,2,1,1,0,1,12
"535",28589,"Joined","OfferAccepted","New Employee","XE020M38015",0,32.35616438,"Telangana",500089,"CONSULTANCY","Tax Chat",0,"Bangalore","BLR CORAL/EYGDS/SEZ",42,FALSE,2,"Post Grad",0,0,0.44,0,1,0,1,"0",2018-11-05,2018-11-05,1,1,1,NA,2019-10-16,2019-10-16 05:30:00,9,2,3,1,2,0,1,11
"536",24944,"Joined","OfferAccepted","New Employee","XE020M51545",1,31.67123288,"Karnataka",560028,"EMPLOYEE REFERRAL","PAS",0,"Bangalore","BLR CORAL/EYGDS/SEZ",42,FALSE,2,"Post Grad",1,0,0.28,0,0,0,1,"0",2018-08-06,2018-08-06,1,1,7,NA,2019-10-16,2019-10-16 05:30:00,1,1,2,1,2,0,1,8
"537",32166,"Joined","OfferAccepted","Re hire","XE020M42382",1,27.24109589,"Tamil Nadu",600084,"PORTAL","PAS",0,"Chennai","CHN DLF/EYLLP/EYGDS/SEZ",42,FALSE,2,"Post Grad",1,0,0,0,0,0,0,"0",2019-01-07,2019-01-07,1,2,2,NA,2019-10-16,2019-10-16 05:30:00,2,3,2,3,2,0,1,1
"538",35443,"Joined","OfferAccepted","New Employee","XE020M38015",0,25.91506849,"Karnataka",560027,"EMPLOYEE REFERRAL","GCR",0,"Bangalore","BLR CORAL/EYGDS/SEZ",44,FALSE,2,"Post Grad",0,0,1,0,0,0,1,"0",2019-01-14,2019-01-14,1,1,1,NA,2019-10-16,2019-10-16 05:30:00,1,1,1,1,1,0,1,1
"539",37585,"Joined","OfferAccepted","New Employee","XE020M42382",1,35.01369863,"West Bengal",700026,"CONSULTANCY","GDS",0,"Bangalore","BLR CORAL/EYGDS/SEZ",42,FALSE,2,"Post Grad",1,0,0.35,0,1,0,1,"0",2019-04-29,2019-04-29,1,1,2,NA,2019-10-16,2019-10-16 05:30:00,5,2,7,1,2,0,1,4
"540",37455,"OfferDeclined","OfferDeclined","New Employee","XE020M38015",1,22.68493151,"Karnataka",560035,"CONSULTANCY","GCR",0,"Bangalore","BLR CORAL/EYGDS/SEZ",44,FALSE,2,"Post Grad",0,0,1,0,0,0,1,"0",2019-03-18,NA,0,1,1,NA,2019-10-16,2019-10-16 05:30:00,1,2,1,1,1,0,1,3
"541",35121,"Joined","OfferAccepted","New Employee","XE020M39949",0,27.65479452,"Karnataka",560076,"CONSULTANCY","Tax - TTT",1,"Bangalore","BLR CORAL/EYGDS/SEZ",42,FALSE,2,"Post Grad",0,0,0.17,0,0,0,1,"0",2019-03-11,2019-03-11,1,1,4,NA,2019-10-16,2019-10-16 05:30:00,1,2,4,1,2,0,1,3
"542",35962,"Joined","OfferAccepted","New Employee","XE020M24506",0,25.09315068,"Karnataka",574146,"PORTAL","GCR",0,"Bangalore","BLR CORAL/EYGDS/SEZ",44,FALSE,2,"Post Grad",0,0,1,0,1,0,1,"0",2019-02-04,2019-02-04,1,1,14,NA,2019-10-16,2019-10-16 05:30:00,1,3,1,1,1,0,1,2
"543",32976,"Joined","OfferAccepted","New Employee","XE020M51545",0,21.99452055,"Karnataka",560010,"EMPLOYEE REFERRAL","GCR",0,"Bangalore","BLR CORAL/EYGDS/SEZ",44,FALSE,2,"Post Grad",0,0,1,0,0,0,1,"0",2018-12-10,2018-12-10,1,1,7,NA,2019-10-16,2019-10-16 05:30:00,1,1,1,1,1,0,1,12
"544",27446,"Joined","OfferAccepted","New Employee","XE020M39949",0,30.34520548,"Karnataka",560037,"EMPLOYEE REFERRAL","Tax - TTT",1,"Bangalore","BLR CORAL/EYGDS/SEZ",42,FALSE,2,"Grad",0,0,0.22,0,0,0,1,"0",2018-10-08,2018-10-08,1,1,4,NA,2019-10-16,2019-10-16 05:30:00,1,1,4,1,2,0,2,10
"545",28887,"OfferDeclined","OfferDeclined","New Employee","XE020M51545",0,21.71506849,"Karnataka",560005,"EMPLOYEE REFERRAL","GDS",0,"Bangalore","BLR CORAL/EYGDS/SEZ",44,FALSE,2,"Post Grad",0,0,1,0,0,0,1,"0",2018-09-10,2018-09-10,0,1,7,NA,2019-10-16,2019-10-16 05:30:00,1,1,7,1,1,0,1,9
"546",35743,"Joined","OfferAccepted","New Employee","XE020M24041",1,24.33424658,"Karnataka",560037,"PORTAL","PAS",0,"Bangalore","BLR CORAL/EYGDS/SEZ",44,FALSE,2,"Post Grad",0,0,1,0,0,0,1,"0",2019-01-28,2019-01-28,1,1,5,NA,2019-10-16,2019-10-16 05:30:00,1,3,2,1,1,0,1,1
"547",41565,"Joined","OfferAccepted","New Employee","XE020M32824",1,23.30958904,"Karnataka",560040,"EMPLOYEE REFERRAL","PAS",0,"Bangalore","BLR CORAL/EYGDS/SEZ",44,FALSE,2,"Post Grad",0,0,1,0,0,0,1,"0",2019-05-06,2019-05-06,1,1,3,NA,2019-10-16,2019-10-16 05:30:00,1,1,2,1,1,0,1,5
"548",35436,"Joined","OfferAccepted","New Employee","XE020M38015",1,28.58630137,"Karnataka",560050,"EMPLOYEE REFERRAL","GCR",0,"Bangalore","BLR CORAL/EYGDS/SEZ",44,FALSE,2,"Post Grad",0,0,1,0,0,0,1,"0",2019-01-14,2019-01-14,1,1,1,NA,2019-10-16,2019-10-16 05:30:00,1,1,1,1,1,0,1,1
"549",37381,"Joined","OfferAccepted","New Employee","XE020M42382",1,25.41643836,"Tamil Nadu",600110,"EMPLOYEE REFERRAL","PAS",0,"Chennai","CHN DLF/ EYGDS/SEZ-SFT",44,FALSE,2,"Post Grad",0,0,1,0,0,0,1,"0",2019-02-11,2019-02-11,1,1,2,NA,2019-10-16,2019-10-16 05:30:00,2,1,2,3,1,0,1,2
"550",31199,"OfferDeclined","OfferDeclined","New Employee","XE020M42382",1,25.64931507,"Karnataka",560016,"CONSULTANCY","Tax Chat",0,"Bangalore","BLR CORAL/EYGDS/SEZ",42,FALSE,2,"Post Grad",1,0,0.24,0,0,0,1,"0",2019-01-07,NA,0,1,2,NA,2019-10-16,2019-10-16 05:30:00,1,2,3,1,2,0,1,1
"551",35740,"Joined","OfferAccepted","New Employee","XE020M24041",0,24.09589041,"Karnataka",673016,"EMPLOYEE REFERRAL","GCR",0,"Bangalore","BLR CORAL/EYGDS/SEZ",44,FALSE,2,"Post Grad",0,0,1,0,1,0,1,"0",2019-01-28,2019-01-28,1,1,5,NA,2019-10-16,2019-10-16 05:30:00,1,1,1,1,1,0,1,1
"552",26151,"Joined","OfferAccepted","New Employee","XE020M51545",0,36.18082192,"West Bengal",700055,"CONSULTANCY","PAS",0,"Bangalore","BLR CORAL/EYGDS/SEZ",32,FALSE,2,"MBA",1,0,0.37,0,0,0,1,"0",2018-08-13,2018-08-13,1,1,7,NA,2019-10-16,2019-10-16 05:30:00,5,2,2,1,4,0,3,8
"553",39416,"Joined","OfferAccepted","New Employee","XE020M63277",0,31.5890411,"Karnataka",560061,"CONSULTANCY","Tax - TTT",1,"Bangalore","BLR CORAL/EYGDS/SEZ",42,FALSE,2,"Post Grad",0,0,0.24,0,0,0,1,"0",2019-05-20,2019-05-20,1,1,8,NA,2019-10-16,2019-10-16 05:30:00,1,2,4,1,2,0,1,5
"554",32841,"Joined","OfferAccepted","New Employee","XE020M38015",1,24.53150685,"Karnataka",560008,"PORTAL","GCR",0,"Bangalore","BLR CORAL/EYGDS/SEZ",44,FALSE,2,"Post Grad",0,0,0,0,0,0,0,"0",2018-12-10,2018-12-10,1,1,1,NA,2019-10-16,2019-10-16 05:30:00,1,3,1,1,1,0,1,12
"555",38532,"Joined","OfferAccepted","New Employee","XE020M42382",0,37.89041096,"Haryana",121003,"PORTAL","Indirect",0,"Gurgaon","GGN UCP/All Entities/Non-SEZ",42,FALSE,2,"Post Grad",0,0,0,1,0,0,0,"0",2019-04-01,2019-04-01,1,1,2,NA,2019-10-16,2019-10-16 05:30:00,7,3,5,2,2,0,1,4
"556",28327,"OfferDeclined","OfferDeclined","New Employee","XE020M39949",0,30.67671233,"Telangana",500081,"PORTAL","Tax - TTT",1,"Bangalore","BLR CORAL/EYGDS/SEZ",42,FALSE,2,"Post Grad",0,0,0.25,0,1,0,1,"0",2018-10-15,NA,0,1,4,NA,2019-10-16,2019-10-16 05:30:00,9,3,4,1,2,0,1,10
"557",27440,"Joined","OfferAccepted","New Employee","XE020M63277",0,25.26027397,"Karnataka",560037,"PORTAL","Tax - TTT",1,"Bangalore","BLR CORAL/EYGDS/SEZ",44,FALSE,2,"Grad",0,0,0.28,1,0,0,1,"0",2018-10-15,2018-10-15,1,1,8,NA,2019-10-16,2019-10-16 05:30:00,1,3,4,1,1,0,2,10
"558",37582,"Joined","OfferAccepted","New Employee","XE020M42382",0,44.12054795,"Karnataka",560097,"PORTAL","Tax ACR",0,"Bangalore","BLR CORAL/EYGDS/SEZ",42,FALSE,2,"Post Grad",0,0,0.13,0,0,0,1,"0",2019-02-18,2019-02-18,1,1,2,NA,2019-10-16,2019-10-16 05:30:00,1,3,8,1,2,0,1,2
"559",29487,"Joined","OfferAccepted","Re hire","XE020M42382",0,37.64383562,"Karnataka",560093,"ALTERNATE SOURCE","GCR",0,"Bangalore","BLR CORAL/EYGDS/SEZ",4,FALSE,1,"Post Grad",1,0,1,0,0,1,1,"0",2018-09-24,2018-09-24,1,2,2,NA,2019-10-16,2019-10-16 05:30:00,1,5,1,1,3,0,1,9
"560",27346,"Joined","OfferAccepted","New Employee","XE020M32824",1,23.71232877,"Kerala",673032,"EMPLOYEE REFERRAL","GCR",0,"Bangalore","BLR CORAL/EYGDS/SEZ",44,FALSE,2,"Grad",0,0,0.45,0,0,0,1,"0",2018-07-23,2018-07-23,1,1,3,NA,2019-10-16,2019-10-16 05:30:00,3,1,1,1,1,0,2,7
"561",37311,"Joined","OfferAccepted","Re hire","XE020M42382",1,28.96164384,"Karnataka",560075,"EMPLOYEE REFERRAL","GCR",0,"Bangalore","BLR CORAL/EYGDS/SEZ",42,FALSE,2,"Post Grad",0,0,0.2,0,0,0,1,"0",2019-05-07,2019-05-07,1,2,2,NA,2019-10-16,2019-10-16 05:30:00,1,1,1,1,2,0,1,5
"562",29677,"Joined","OfferAccepted","New Employee","XE020M51545",1,27.6739726,"New Delhi",110029,"CONSULTANCY","Tax Chat",0,"Gurgaon","GGN UCP/All Entities/Non-SEZ",42,FALSE,2,"Post Grad",1,0,0.27,0,0,0,1,"0",2018-11-19,2018-11-19,1,1,7,NA,2019-10-16,2019-10-16 05:30:00,6,2,3,2,2,0,1,11
"563",28613,"Joined","OfferAccepted","New Employee","XE020M39949",1,24.45205479,"Andhra Pradesh",515110,"EMPLOYEE REFERRAL","PAS",0,"Bangalore","BLR CORAL/EYGDS/SEZ",44,FALSE,2,"Post Grad",0,0,1,0,1,0,1,"0",2018-09-03,2018-09-03,1,1,4,NA,2019-10-16,2019-10-16 05:30:00,4,1,2,1,1,0,1,9
"564",22829,"OfferDeclined","OfferDeclined","New Employee","XE020M42382",0,32.42465753,"Karnataka",560048,"CONSULTANCY","PAS",0,"Bangalore","BLR RMZ/All Entities/NON-SEZ",42,FALSE,2,"MBA",0,0,0.24,0,0,0,1,"1",2018-07-02,NA,0,1,2,NA,2019-10-16,2019-10-16 05:30:00,1,2,2,1,2,0,3,7
"565",31214,"OfferDeclined","OfferDeclined","New Employee","XE020M42382",0,28.5260274,"Kerala",673508,"CONSULTANCY","Tax Chat",0,"Kochi","KOC Carnival/EYGDS/SEZ-SFT",42,FALSE,2,"Post Grad",1,0,0.26,0,0,0,1,"0",2018-12-24,NA,0,1,2,NA,2019-10-16,2019-10-16 05:30:00,3,2,3,4,2,0,1,12
"566",31136,"Joined","OfferAccepted","New Employee","XE020M32824",1,24.34520548,"Karnataka",560010,"EMPLOYEE REFERRAL","GCR",0,"Bangalore","BLR CORAL/EYGDS/SEZ",44,FALSE,2,"Post Grad",0,0,1,0,0,0,1,"0",2018-11-12,2018-11-12,1,1,3,NA,2019-10-16,2019-10-16 05:30:00,1,1,1,1,1,0,1,11
"567",38160,"Joined","OfferAccepted","New Employee","XE020M63277",1,27.56438356,"Karnataka",560037,"EMPLOYEE REFERRAL","Tax - TTT",1,"Bangalore","BLR CORAL/EYGDS/SEZ",42,FALSE,2,"Post Grad",0,0,0.31,0,0,0,1,"0",2019-03-04,2019-03-04,1,1,8,NA,2019-10-16,2019-10-16 05:30:00,1,1,4,1,2,0,1,3
"568",40098,"OfferDeclined","OfferDeclined","New Employee","XE020M38015",0,25.01643836,"Karnataka",560037,"PORTAL","PAS",0,"Bangalore","BLR CORAL/EYGDS/SEZ",44,FALSE,2,"Post Grad",0,0,1,0,0,0,1,"0",2019-04-08,NA,0,1,1,NA,2019-10-16,2019-10-16 05:30:00,1,3,2,1,1,0,1,4
"569",33680,"Joined","OfferAccepted","New Employee","XE020M38015",1,23.35342466,"Karnataka",560079,"EMPLOYEE REFERRAL","GCR",0,"Bangalore","BLR CORAL/EYGDS/SEZ",44,FALSE,2,"Post Grad",0,0,0,0,0,0,0,"0",2019-01-07,2019-01-07,1,1,1,NA,2019-10-16,2019-10-16 05:30:00,1,1,1,1,1,0,1,1
"570",26825,"OfferDeclined","OfferDeclined","New Employee","XE020M39949",0,26.57808219,"Karnataka",560022,"EMPLOYEE REFERRAL","Indirect",0,"Bangalore","BLR CORAL/EYGDS/SEZ",44,FALSE,2,"Grad",0,0,0.43,0,0,0,1,"0",2018-07-02,NA,0,1,4,NA,2019-10-16,2019-10-16 05:30:00,1,1,5,1,1,0,2,7
"571",33626,"Joined","OfferAccepted","New Employee","XE020M38015",1,44.41643836,"Tamil Nadu",600073,"EMPLOYEE REFERRAL","PAS",0,"Chennai","CHN DLF/EYLLP/EYGDS/SEZ",44,FALSE,2,"Post Grad",0,0,0.09,0,0,0,1,"0",2019-01-21,2019-01-21,1,1,1,NA,2019-10-16,2019-10-16 05:30:00,2,1,2,3,1,0,1,1
"572",27285,"Joined","OfferAccepted","New Employee","XE020M42382",1,30.82465753,"Karnataka",560092,"EMPLOYEE REFERRAL","Payroll",0,"Bangalore","BLR CORAL/EYGDS/SEZ",42,FALSE,2,"MBA",0,0,0.33,0,0,0,1,"1",2018-10-08,2018-10-08,1,1,2,NA,2019-10-16,2019-10-16 05:30:00,1,1,8,1,2,0,3,10
"573",29786,"Joined","OfferAccepted","New Employee","XE020M42382",0,29.76712329,"Andhra Pradesh",500039,"CONSULTANCY","Tax Chat",0,"Bangalore","BLR CORAL/EYGDS/SEZ",42,FALSE,2,"Post Grad",0,0,0.32,0,1,0,1,"0",2018-12-03,2018-12-03,1,1,2,NA,2019-10-16,2019-10-16 05:30:00,4,2,3,1,2,0,1,12
"574",29938,"Joined","OfferAccepted","New Employee","XE020M38015",1,36.34246575,"Karnataka",560064,"CONSULTANCY","PAS",0,"Bangalore","BLR CORAL/EYGDS/SEZ",44,FALSE,2,"Post Grad",0,0,0.18,0,0,0,1,"0",2018-10-08,2018-10-08,1,1,1,NA,2019-10-16,2019-10-16 05:30:00,1,2,2,1,1,0,1,10
"575",28711,"OfferDeclined","OfferDeclined","New Employee","XE021306642",1,29.47671233,"Karnataka",560028,"CONSULTANCY","Tax Chat",0,"Bangalore","BLR CORAL/EYGDS/SEZ",42,FALSE,2,"Post Grad",1,0,0.31,0,0,0,1,"0",2018-11-19,NA,0,1,11,NA,2019-10-16,2019-10-16 05:30:00,1,2,3,1,2,0,1,11
"576",39319,"Joined","OfferAccepted","New Employee","XE020M38015",1,26.28767123,"Karnataka",560013,"EMPLOYEE REFERRAL","Indirect",0,"Bangalore","BLR Garnet/EYLLP/EYGDS/SEZ",44,FALSE,2,"Post Grad",0,0,1,0,0,0,1,"0",2019-03-18,2019-03-18,1,1,1,NA,2019-10-16,2019-10-16 05:30:00,1,1,5,1,1,0,1,3
"577",35636,"Joined","OfferAccepted","Re hire","XE020M42382",1,24.6109589,"Karnataka",560026,"PORTAL","GCR",0,"Bangalore","BLR CORAL/EYGDS/SEZ",42,FALSE,2,"Post Grad",1,0,0.17,0,0,0,1,"0",2019-04-08,2019-04-08,1,2,2,NA,2019-10-16,2019-10-16 05:30:00,1,3,1,1,2,0,1,4
"578",37916,"Joined","OfferAccepted","New Employee","XE020M32824",1,23.70684932,"Karnataka",560079,"EMPLOYEE REFERRAL","GCR",0,"Bangalore","BLR CORAL/EYGDS/SEZ",44,FALSE,2,"Post Grad",0,0,1,0,0,0,1,"0",2019-02-25,2019-02-25,1,1,3,NA,2019-10-16,2019-10-16 05:30:00,1,1,1,1,1,0,1,2
"579",35959,"Joined","OfferAccepted","New Employee","XE020M24506",1,25.19178082,"Karnataka",591315,"PORTAL","GCR",0,"Bangalore","BLR CORAL/EYGDS/SEZ",44,FALSE,2,"Post Grad",0,0,1,0,1,0,1,"0",2019-02-04,2019-02-04,1,1,14,NA,2019-10-16,2019-10-16 05:30:00,1,3,1,1,1,0,1,2
"580",35107,"Joined","OfferAccepted","New Employee","XE020M51545",0,26.14520548,"Karnataka",560043,"EMPLOYEE REFERRAL","PAS",0,"Bangalore","BLR CORAL/EYGDS/SEZ",44,FALSE,2,"Post Grad",0,0,0.39,0,0,0,1,"0",2018-12-31,2018-12-31,1,1,7,NA,2019-10-16,2019-10-16 05:30:00,1,1,2,1,1,0,1,12
"581",29948,"Joined","OfferAccepted","Transfer","XE020M42382",0,37.6630137,"Karnataka",560048,"GDS LEAP","GCR",0,"Bangalore","BLR CORAL/EYGDS/SEZ",32,FALSE,2,"Post Grad",0,0,0.13,0,1,0,1,"0",2018-10-01,2018-10-01,1,3,2,NA,2019-10-16,2019-10-16 05:30:00,1,5,1,1,4,0,1,10
"582",35736,"Joined","OfferAccepted","New Employee","XE020M24041",1,23.4630137,"Karnataka",560034,"EMPLOYEE REFERRAL","GCR",0,"Bangalore","BLR CORAL/EYGDS/SEZ",44,FALSE,2,"Post Grad",0,0,1,0,0,0,1,"0",2019-01-28,2019-01-28,1,1,5,NA,2019-10-16,2019-10-16 05:30:00,1,1,1,1,1,0,1,1
