OfferId,OverallStatus,Status,Hiretype,RecruiterGPN,Title,Age,Original State,PinCode,Source,Department,IT,Joining Center,Facility,Rank,IsRotationalShift,NoticePeriod,Qualification1,Big four,DAndI,hike%,JoiningBonus,GoodsTransportationTravelEligibility,Stipend,Experienced,IsNoticePeriodReimbursementProvided,ExpectedJoiningDate,ActualJoiningDate
22001,Joined,OfferAccepted,New Employee,XE020M32824,0,26.11506849,Karnataka,564001,PORTAL,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,MBA,1,0,24%,0,0,0,1,0,02-07-2018,02-07-2018
22066,Joined,OfferAccepted,New Employee,XE020M39949,0,31.22739726,Karnataka,560047,PORTAL,Tax - TTT,1,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Grad,0,0,33%,0,0,0,1,0,30-07-2018,30-07-2018
22158,Joined,OfferAccepted,New Employee,XE020M42382,1,28.24931507,Maharashtra,400053,EMPLOYEE REFERRAL,PAS,0,Gurgaon,GGN UCP/All Entities/Non-SEZ,42,FALSE,2,MBA,0,0,40%,0,0,0,1,1,02-07-2018,02-07-2018
22159,Joined,OfferAccepted,New Employee,XE020M42382,0,31.85205479,Maharashtra,400072,EMPLOYEE REFERRAL,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Grad,0,0,32%,0,0,0,1,1,09-07-2018,09-07-2018
22276,Joined,OfferAccepted,New Employee,XE020M39949,0,27.57808219,Karnataka,560037,EMPLOYEE REFERRAL,Transfer Pricing,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,MBA,0,0,18%,0,0,0,1,0,06-08-2018,06-08-2018
22297,Joined,OfferAccepted,New Employee,XE020M42382,0,30.24931507,Telangana,500081,EMPLOYEE REFERRAL,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,MBA,1,0,37%,0,0,0,1,1,02-07-2018,02-07-2018
22356,OfferDeclined,OfferDeclined,New Employee,XE020M39949,0,29.04657534,Karnataka,560037,PORTAL,Tax - TTT,1,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Grad,0,0,20%,0,0,0,1,0,09-07-2018,
22360,Joined,OfferAccepted,New Employee,XE020M42382,1,30.82191781,Karnataka,560102,CONSULTANCY,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,MBA,1,0,38%,0,0,0,1,1,02-07-2018,02-07-2018
22370,Joined,OfferAccepted,New Employee,XE020M38015,1,28.09589041,New Delhi,110018,PORTAL,PAS,0,Gurgaon,GGN UCP/All Entities/Non-SEZ,44,FALSE,2,Post Grad,1,0,19%,0,0,0,1,0,16-07-2018,16-07-2018
22401,Joined,OfferAccepted,New Employee,XE020M42382,0,26.70684932,Tamil Nadu,600117,EMPLOYEE REFERRAL,Indirect,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Grad,0,0,31%,0,0,0,1,0,20-08-2018,20-08-2018
22540,OfferDeclined,OfferDeclined,New Employee,XE020M39949,0,33.25205479,Karnataka,560016,PORTAL,Tax - TTT,1,Bangalore,BLR Garnet/EYLLP/EYGDS/SEZ,42,FALSE,2,Grad,0,0,1%,0,0,0,1,0,09-07-2018,
22541,OfferDeclined,OfferDeclined,New Employee,XE020M39949,0,30.93424658,Karnataka,560043,PORTAL,Tax - TTT,1,Bangalore,BLR Garnet/EYLLP/EYGDS/SEZ,42,FALSE,2,Grad,0,0,23%,0,0,0,1,0,09-07-2018,
22542,Joined,OfferAccepted,New Employee,XE020M39949,0,33.12328767,Karnataka,560027,PORTAL,Tax - TTT,1,Bangalore,BLR Garnet/EYLLP/EYGDS/SEZ,42,FALSE,2,Post Grad,0,0,19%,0,0,0,1,0,09-07-2018,09-07-2018
22592,Joined,OfferAccepted,New Employee,XE020M38015,1,33.71232877,Haryana,122001,CONSULTANCY,PAS,0,Gurgaon,GGN UCP/All Entities/Non-SEZ,44,FALSE,2,MBA,1,0,30%,0,0,0,1,0,23-07-2018,23-07-2018
