OfferId,OverallStatus,Status,Hiretype,RecruiterGPN,Title,Age,Original State,PinCode,Source,Department,IT,Joining Center,Facility,Rank,IsRotationalShift,NoticePeriod,Qualification1,Big four,DAndI,hike%,JoiningBonus,GoodsTransportationTravelEligibility,Stipend,Experienced,IsNoticePeriodReimbursementProvided,ExpectedJoiningDate,ActualJoiningDate
29000,Joined,OfferAccepted,Transfer,XE020M32824,0,24.74794521,Karnataka,560010,CWR TO FTE CONVERSION,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,1,0,19%,0,0,0,1,0,31-08-2018,31-08-2018
29001,Joined,OfferAccepted,Transfer,XE020M32824,1,23.5369863,Karnataka,560013,CWR TO FTE CONVERSION,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,1,0,17%,0,0,0,1,0,31-08-2018,31-08-2018
29024,Joined,OfferAccepted,New Employee,XE020M32824,0,24.5260274,Uttar Pradesh,201014,WALK-IN,Tax Law Services,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,1,0,37%,0,1,0,1,0,10-09-2018,10-09-2018
29025,Joined,OfferAccepted,New Employee,XE020M39949,1,24.86849315,Karnataka,560048,EMPLOYEE REFERRAL,Transfer Pricing,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,100%,0,0,0,1,0,17-09-2018,17-09-2018
29026,Joined,OfferAccepted,New Employee,XE020M39949,1,24.45479452,Karnataka,590003,EMPLOYEE REFERRAL,Transfer Pricing,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,100%,0,0,0,1,0,17-09-2018,17-09-2018
29027,Joined,OfferAccepted,New Employee,XE020M39949,0,24.92054795,Karnataka,560008,EMPLOYEE REFERRAL,Transfer Pricing,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,100%,0,0,0,1,0,17-09-2018,17-09-2018
29028,Joined,OfferAccepted,New Employee,XE020M32824,1,24.71506849,Uttar Pradesh,201301,WALK-IN,Tax Law Services,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,1,0,37%,0,1,0,1,0,10-09-2018,10-09-2018
29029,Joined,OfferAccepted,New Employee,XE020M39949,1,24.24383562,Karnataka,562129,EMPLOYEE REFERRAL,Transfer Pricing,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,100%,0,0,0,1,0,17-09-2018,17-09-2018
29030,Joined,OfferAccepted,New Employee,XE020M32824,0,24.41369863,New Delhi,110024,WALK-IN,Tax Law Services,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,1,0,37%,0,1,0,1,0,10-09-2018,10-09-2018
29031,Joined,OfferAccepted,New Employee,XE020M39949,1,24.92054795,Karnataka,560089,EMPLOYEE REFERRAL,Transfer Pricing,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,100%,0,0,0,1,0,17-09-2018,17-09-2018
29032,Joined,OfferAccepted,Re hire,XE020M32824,1,28.86575342,Karnataka,560084,EMPLOYEE REFERRAL,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,21%,0,0,0,1,0,17-09-2018,17-09-2018
29033,OfferDeclined,OfferDeclined,New Employee,XE020M39949,0,25.86027397,Karnataka,560103,EMPLOYEE REFERRAL,Transfer Pricing,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,100%,0,0,0,1,0,17-09-2018,
29069,OfferDeclined,OfferDeclined,New Employee,XE020M39949,1,29.31780822,Karnataka,560076,PORTAL,Tax - TTT,1,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,0,0,27%,0,0,0,1,0,03-09-2018,
29081,Joined,OfferAccepted,Transfer,XE020M00201,1,42.13150685,Karnataka,560093,GDS LEAP,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,32,FALSE,2,Post Grad,1,1,13%,0,0,0,1,0,01-09-2018,01-09-2018
29098,Joined,OfferAccepted,Transfer,XE020M32824,1,31.63835616,Karnataka,560016,GDS LEAP,Tax Operation Support,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,1,0,5%,0,0,0,1,0,01-09-2018,01-09-2018
29123,Joined,OfferAccepted,New Employee,XE020M32824,1,24.70136986,Karnataka,560054,EMPLOYEE REFERRAL,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,100%,0,0,0,1,0,17-09-2018,17-09-2018
29173,Joined,OfferAccepted,New Employee,XE020M38015,1,28.35890411,Karnataka,560016,PORTAL,Tax ACR,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,30%,0,0,0,1,0,17-09-2018,17-09-2018
29174,Joined,OfferAccepted,New Employee,XE020M39949,0,28.42191781,Karnataka,560037,PORTAL,Tax - TTT,1,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,0,0,29%,0,0,0,1,0,17-09-2018,17-09-2018
29188,Joined,OfferAccepted,New Employee,XE021306642,0,43.62191781,Karnataka,560036,EMPLOYEE REFERRAL,Tax Chat,0,Bangalore,BLR CORAL/EYGDS/SEZ,32,FALSE,2,Post Grad,1,0,34%,0,0,0,1,0,12-11-2018,12-11-2018
29189,Joined,OfferAccepted,New Employee,XE020M32824,0,38.20821918,Karnataka,560102,EMPLOYEE REFERRAL,Tax - TTT,1,Bangalore,BLR CORAL/EYGDS/SEZ,32,FALSE,2,Post Grad,0,0,26%,0,0,0,1,0,01-10-2018,01-10-2018
29191,OfferDeclined,OfferDeclined,New Employee,XE020M32824,1,29.06849315,Karnataka,560103,CONSULTANCY,Tax Chat,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,1,0,23%,0,0,0,1,0,26-11-2018,
29193,Joined,OfferAccepted,New Employee,XE020M39949,0,30.0630137,Karnataka,560032,PORTAL,Tax - TTT,1,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,0,0,17%,0,0,0,1,0,29-10-2018,29-10-2018
29210,Joined,OfferAccepted,New Employee,XE020M39949,1,28.97808219,Uttar Pradesh,201301,PORTAL,Tax - TTT,1,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,0,0,28%,0,1,0,1,0,05-11-2018,05-11-2018
29226,Joined,OfferAccepted,New Employee,XE020M32824,1,22.34246575,Karnataka,560070,EMPLOYEE REFERRAL,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,100%,0,0,0,1,0,17-09-2018,17-09-2018
29232,Joined,OfferAccepted,New Employee,XE020M32824,0,29.95342466,Karnataka,560075,CONSULTANCY,Tax Chat,0,Gurgaon,GGN UCP/All Entities/Non-SEZ,42,FALSE,2,Post Grad,1,0,23%,0,1,0,1,0,12-11-2018,12-11-2018
29291,Joined,OfferAccepted,New Employee,XE020M39949,0,34.14794521,Karnataka,560037,EMPLOYEE REFERRAL,Tax - TTT,1,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,0,0,31%,0,0,0,1,0,01-10-2018,01-10-2018
29292,Joined,OfferAccepted,Re hire,XE020M42382,1,31.2109589,Karnataka,560049,PORTAL,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,32,FALSE,2,Post Grad,1,0,51%,0,0,0,1,0,24-09-2018,24-09-2018
29300,Joined,OfferAccepted,New Employee,XE020M39949,1,24.4630137,Karnataka,560078,PORTAL,Transfer Pricing,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,100%,0,0,0,1,0,17-09-2018,17-09-2018
29349,Joined,OfferAccepted,New Employee,XE020M39949,0,29.46575342,Karnataka,560035,PORTAL,Tax - TTT,1,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,0,0,21%,0,0,0,1,0,05-11-2018,05-11-2018
29350,Joined,OfferAccepted,New Employee,XE020M39949,0,29.17260274,West Bengal,711104,PORTAL,Tax - TTT,1,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,0,0,28%,0,1,0,1,0,12-11-2018,12-11-2018
29351,OfferDeclined,OfferDeclined,New Employee,XE020M39949,0,31.40273973,West Bengal,711101,PORTAL,Tax - TTT,1,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,0,0,33%,0,1,0,1,0,12-11-2018,
29352,Joined,OfferAccepted,New Employee,XE020M39949,0,29.59452055,West Bengal,700098,PORTAL,Tax - TTT,1,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,0,0,24%,0,1,0,1,0,08-10-2018,08-10-2018
29356,OfferDeclined,OfferDeclined,New Employee,XE020M38015,0,30.01369863,Karnataka,560010,PORTAL,Tax ACR,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,0,0,30%,0,0,0,1,0,05-11-2018,
29383,Joined,OfferAccepted,New Employee,XE020M39949,1,29.49041096,Karnataka,560037,PORTAL,Tax - TTT,1,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,0,0,36%,0,0,0,1,0,29-10-2018,29-10-2018
29384,Joined,OfferAccepted,New Employee,XE020M51545,0,32.49315068,Karnataka,560078,PORTAL,Tax - TTT,1,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,0,0,9%,0,0,0,1,0,01-10-2018,01-10-2018
29385,OfferDeclined,OfferDeclined,New Employee,XE020M39949,1,29.45753425,Karnataka,560102,PORTAL,Tax - TTT,1,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,0,0,25%,0,0,0,1,0,10-12-2018,
29386,Joined,OfferAccepted,New Employee,XE020M39949,0,30.50410959,West Bengal,700079,PORTAL,Tax - TTT,1,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,1,0,25%,0,1,0,1,0,10-12-2018,10-12-2018
29387,OfferDeclined,OfferDeclined,New Employee,XE020M39949,0,33.31506849,Tamil Nadu,641017,PORTAL,Tax - TTT,1,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,0,0,31%,0,0,0,1,0,05-11-2018,
29410,Joined,OfferAccepted,New Employee,XE020M39949,1,29.36986301,Karnataka,560091,EMPLOYEE REFERRAL,Transfer Pricing,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,1,0,17%,0,0,0,1,0,17-09-2018,17-09-2018
29422,OfferDeclined,OfferDeclined,Re hire,XE020M00201,0,32.1890411,Karnataka,560016,EMPLOYEE REFERRAL,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,32,FALSE,2,Post Grad,1,1,12%,1,0,0,1,0,05-11-2018,
29430,Joined,OfferAccepted,New Employee,XE020M24041,1,25.06027397,Maharashtra,416012,CAMPUS,Tax - TTT,1,Bangalore,BLR CORAL/EYGDS/SEZ,4,FALSE,1,Post Grad,0,0,100%,0,0,1,1,0,10-09-2018,10-09-2018
29431,Joined,OfferAccepted,New Employee,XE020M24041,1,23.81369863,Andhra Pradesh,515002,CAMPUS,Tax - TTT,1,Bangalore,BLR CORAL/EYGDS/SEZ,4,FALSE,1,Post Grad,0,0,100%,0,0,1,1,0,10-09-2018,10-09-2018
29433,Joined,OfferAccepted,New Employee,XE020M42382,1,28.42739726,Karnataka,560043,CONSULTANCY,Tax Chat,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,1,0,37%,0,0,0,1,0,12-11-2018,12-11-2018
29435,Joined,OfferAccepted,New Employee,XE020M39949,0,32.65753425,Karnataka,560029,EMPLOYEE REFERRAL,Transfer Pricing,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,1,0,29%,0,0,0,1,0,26-11-2018,26-11-2018
29438,OfferDeclined,OfferDeclined,New Employee,XE021306642,0,36.17534247,Kerala,683501,CONSULTANCY,Tax Chat,0,Kochi,KOC Carnival/EYGDS/SEZ-SFT,32,FALSE,2,Post Grad,1,0,15%,0,0,0,1,0,12-11-2018,
29478,Joined,OfferAccepted,New Employee,XE020M39949,0,28.82191781,Karnataka,560048,PORTAL,Tax - TTT,1,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,0,0,23%,0,0,0,1,0,13-11-2018,13-11-2018
29479,OfferDeclined,OfferDeclined,New Employee,XE020M39949,0,27.99178082,Karnataka,560048,PORTAL,Tax - TTT,1,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,0,0,33%,0,0,0,1,0,05-11-2018,
29482,OfferDeclined,OfferDeclined,New Employee,XE020M32824,0,30.6109589,Haryana,122001,CONSULTANCY,Tax Chat,0,Gurgaon,GGN UCP/All Entities/Non-SEZ,42,FALSE,2,Post Grad,1,0,21%,0,0,0,1,0,15-10-2018,
29487,Joined,OfferAccepted,Re hire,XE020M42382,0,37.64383562,Karnataka,560093,ALTERNATE SOURCE,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,4,FALSE,1,Post Grad,1,0,100%,0,0,1,1,0,24-09-2018,24-09-2018
29530,OfferDeclined,OfferDeclined,New Employee,XE020M51545,1,30.79726027,Haryana,122001,CONSULTANCY,Tax Chat,0,Gurgaon,GGN UCP/All Entities/Non-SEZ,42,FALSE,2,Post Grad,1,0,29%,0,0,0,1,0,19-11-2018,
29531,OfferDeclined,OfferDeclined,New Employee,XE020M51545,0,32.54794521,New Delhi,110091,CONSULTANCY,Tax Chat,0,Gurgaon,GGN UCP/All Entities/Non-SEZ,42,FALSE,2,Post Grad,1,0,24%,0,0,0,1,0,19-11-2018,
29532,Joined,OfferAccepted,New Employee,XE020M51545,0,27.55068493,Karnataka,560016,CONSULTANCY,Tax Chat,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,1,0,37%,0,0,0,1,0,19-11-2018,19-11-2018
29533,Joined,OfferAccepted,New Employee,XE020M51545,0,35.20273973,Karnataka,560066,CONSULTANCY,Tax Chat,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,0,0,30%,0,0,0,1,0,01-10-2018,01-10-2018
29534,OfferDeclined,OfferDeclined,New Employee,XE020M51545,0,31.88219178,West Bengal,700075,CONSULTANCY,Tax Chat,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,1,0,48%,0,1,0,1,0,26-11-2018,
29535,Joined,OfferAccepted,New Employee,XE020M51545,0,24.84931507,Karnataka,560037,CONSULTANCY,Tax Chat,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,0,0,33%,0,0,0,1,0,01-10-2018,01-10-2018
29536,OfferDeclined,OfferDeclined,New Employee,XE020M51545,0,29.34794521,Karnataka,560084,PORTAL,Tax Chat,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,1,0,40%,0,0,0,1,0,19-11-2018,
29537,Joined,OfferAccepted,New Employee,XE020M51545,0,29.98082192,New Delhi,110085,CONSULTANCY,Tax Chat,0,Gurgaon,GGN UCP/All Entities/Non-SEZ,42,FALSE,2,Post Grad,1,0,30%,0,0,0,1,0,19-11-2018,19-11-2018
29538,Joined,OfferAccepted,New Employee,XE020M51545,0,27.48767123,Haryana,122017,CONSULTANCY,Tax Chat,0,Gurgaon,GGN UCP/All Entities/Non-SEZ,42,FALSE,2,Post Grad,1,0,24%,0,0,0,1,0,19-11-2018,19-11-2018
29539,OfferDeclined,OfferDeclined,New Employee,XE020M51545,1,25.62465753,Karnataka,560062,EMPLOYEE REFERRAL,Tax Chat,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,1,0,32%,0,0,0,1,0,19-11-2018,
29540,OfferDeclined,OfferDeclined,New Employee,XE020M51545,0,29.84931507,Karnataka,560032,CONSULTANCY,Tax Chat,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,1,0,35%,0,0,0,1,0,19-11-2018,
29541,Joined,OfferAccepted,New Employee,XE020M51545,1,29.96164384,New Delhi,110027,CONSULTANCY,Tax Chat,0,Gurgaon,GGN UCP/All Entities/Non-SEZ,42,FALSE,2,Post Grad,1,0,27%,0,0,0,1,0,17-12-2018,17-12-2018
29542,Joined,OfferAccepted,New Employee,XE020M51545,1,28.64109589,Jharkhand,812001,CONSULTANCY,Tax Chat,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,1,0,36%,0,1,0,1,0,01-10-2018,01-10-2018
29543,Joined,OfferAccepted,New Employee,XE020M51545,0,44.27945205,New Delhi,110032,CONSULTANCY,Tax Chat,0,Gurgaon,GGN UCP/All Entities/Non-SEZ,42,FALSE,2,Post Grad,0,0,31%,0,0,0,1,0,19-11-2018,19-11-2018
29544,Joined,OfferAccepted,New Employee,XE020M51545,0,30.0109589,West Bengal,712124,CONSULTANCY,Tax Chat,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,1,0,45%,0,1,0,1,0,19-11-2018,19-11-2018
29545,Joined,OfferAccepted,New Employee,XE020M51545,0,26.90410959,Karnataka,560085,EMPLOYEE REFERRAL,GDS,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,27%,0,0,0,1,0,22-10-2018,22-10-2018
29553,Joined,OfferAccepted,New Employee,XE020M51545,1,30.02465753,West Bengal,700008,EMPLOYEE REFERRAL,GDS,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,1,0,38%,0,1,0,1,0,07-01-2019,07-01-2019
29554,Joined,OfferAccepted,New Employee,XE020M51545,0,27.88767123,Uttar Pradesh,282007,CONSULTANCY,GDS,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,0,0,25%,0,1,0,1,0,22-10-2018,22-10-2018
29555,OfferDeclined,OfferDeclined,New Employee,XE020M39949,1,40.25753425,Karnataka,560038,EMPLOYEE REFERRAL,Tax - TTT,1,Bangalore,BLR CORAL/EYGDS/SEZ,32,FALSE,2,Post Grad,0,0,26%,1,0,0,1,0,12-11-2018,
29559,Joined,OfferAccepted,New Employee,XE020M39949,0,28.46027397,Tamil Nadu,641035,EMPLOYEE REFERRAL,Tax - TTT,1,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,0,0,25%,0,1,0,1,0,12-11-2018,12-11-2018
29585,Joined,OfferAccepted,New Employee,XE020M32824,0,22.40547945,Karnataka,560033,EMPLOYEE REFERRAL,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,100%,0,0,0,1,0,24-09-2018,24-09-2018
29591,OfferDeclined,OfferDeclined,New Employee,XE020M42382,0,43.63835616,Tamil Nadu,600125,PORTAL,PAS,0,Bangalore,BLR CORAL/EYGDS/SEZ,32,FALSE,2,Post Grad,0,0,13%,0,1,0,1,0,31-12-2018,
29614,OfferDeclined,OfferDeclined,New Employee,XE020M00201,1,38.98630137,Telangana,500026,CONSULTANCY,Tax Chat,0,Bangalore,BLR CORAL/EYGDS/SEZ,32,FALSE,2,Post Grad,1,1,37%,0,1,0,1,0,08-10-2018,
29632,Joined,OfferAccepted,New Employee,XE020M32824,1,22.67123288,Karnataka,560103,WALK-IN,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,100%,0,0,0,1,0,24-09-2018,24-09-2018
29633,Joined,OfferAccepted,New Employee,XE020M32824,0,23.79452055,Karnataka,560041,WALK-IN,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,100%,0,0,0,1,0,24-09-2018,24-09-2018
29661,Joined,OfferAccepted,New Employee,XE020M00201,1,40.46027397,Telangana,500044,EMPLOYEE REFERRAL,Tax Chat,0,Bangalore,BLR CORAL/EYGDS/SEZ,32,FALSE,2,Post Grad,1,1,38%,0,1,0,1,0,19-11-2018,19-11-2018
29670,OfferDeclined,OfferDeclined,New Employee,XE020M51545,0,26.25479452,Karnataka,560098,PORTAL,Tax Chat,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,0,0,32%,0,0,0,1,0,19-11-2018,
29671,OfferDeclined,OfferDeclined,New Employee,XE020M51545,0,28.76438356,Karnataka,560028,PORTAL,Tax Chat,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,1,0,43%,0,0,0,1,0,19-11-2018,
29672,Joined,OfferAccepted,New Employee,XE020M51545,0,34.79452055,Karnataka,560061,CONSULTANCY,Tax Chat,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,0,0,30%,0,0,0,1,0,19-11-2018,19-11-2018
29677,Joined,OfferAccepted,New Employee,XE020M51545,1,27.6739726,New Delhi,110029,CONSULTANCY,Tax Chat,0,Gurgaon,GGN UCP/All Entities/Non-SEZ,42,FALSE,2,Post Grad,1,0,27%,0,0,0,1,0,19-11-2018,19-11-2018
29689,Joined,OfferAccepted,New Employee,XE020M39949,0,22.74520548,Karnataka,560076,PORTAL,Indirect,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,100%,0,0,0,1,0,24-09-2018,24-09-2018
29690,OfferDeclined,OfferDeclined,New Employee,XE020M39949,0,23.75616438,Karnataka,560094,EMPLOYEE REFERRAL,Indirect,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,100%,0,0,0,1,0,24-09-2018,
29710,OfferDeclined,OfferDeclined,New Employee,XE020M51545,0,30.46849315,Haryana,122009,EMPLOYEE REFERRAL,Tax Chat,0,Gurgaon,GGN UCP/All Entities/Non-SEZ,42,FALSE,2,Post Grad,1,0,30%,0,0,0,1,0,19-11-2018,
29714,OfferDeclined,OfferDeclined,New Employee,XE020M51545,1,30.18082192,West Bengal,700026,PORTAL,Tax Chat,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,1,0,49%,0,1,0,1,0,19-11-2018,
29730,Joined,OfferAccepted,Re hire,XE020M42382,0,34.51232877,Karnataka,560092,PORTAL,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,0,0,17%,0,0,0,1,0,19-11-2018,19-11-2018
29733,Joined,OfferAccepted,Re hire,XE020M42382,1,28.48219178,Tamil Nadu,600087,PORTAL,GCR,0,Chennai,CHN DLF/EYLLP/EYGDS/SEZ,42,FALSE,2,Post Grad,1,0,17%,0,0,0,1,0,24-09-2018,24-09-2018
29750,Joined,OfferAccepted,New Employee,XE020M32824,1,22.19726027,Karnataka,560079,EMPLOYEE REFERRAL,GCR,0,Bangalore,BLR CORAL/EYGDS/SEZ,44,FALSE,2,Post Grad,0,0,100%,0,0,0,1,0,01-10-2018,01-10-2018
29765,OfferDeclined,OfferDeclined,New Employee,XE020M51545,1,30.76712329,New Delhi,110058,CONSULTANCY,Tax Chat,0,Gurgaon,GGN UCP/All Entities/Non-SEZ,42,FALSE,2,Post Grad,0,0,35%,0,0,0,1,0,19-11-2018,
29767,OfferDeclined,OfferDeclined,New Employee,XE020M42382,0,34.95342466,Maharashtra,401107,EMPLOYEE REFERRAL,Tax Chat,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,0,0,32%,0,1,0,1,0,19-11-2018,
29768,OfferDeclined,OfferDeclined,New Employee,XE020M24041,1,24.04657534,Karnataka,560015,CAMPUS,Transfer Pricing,0,Bangalore,BLR CORAL/EYGDS/SEZ,4,FALSE,1,Post Grad,0,0,100%,0,0,1,1,0,15-10-2018,
29769,Joined,OfferAccepted,New Employee,XE020M24041,1,23.36712329,Karnataka,560036,CAMPUS,Transfer Pricing,0,Bangalore,BLR CORAL/EYGDS/SEZ,4,FALSE,1,Post Grad,0,0,100%,0,0,1,1,0,15-10-2018,15-10-2018
29770,OfferDeclined,OfferDeclined,New Employee,XE020M42382,0,30.7260274,West Bengal,700156,CONSULTANCY,Tax Chat,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,1,0,30%,0,1,0,1,0,19-11-2018,
29771,Joined,OfferAccepted,New Employee,XE020M42382,1,27.73150685,Maharashtra,411028,CONSULTANCY,Tax Chat,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,0,0,33%,0,1,0,1,0,19-11-2018,19-11-2018
29772,Joined,OfferAccepted,New Employee,XE020M42382,0,29.29589041,Andhra Pradesh,500084,EMPLOYEE REFERRAL,Tax Chat,0,Kochi,KOC Carnival2/All Entities/SEZ,42,FALSE,2,Post Grad,1,0,36%,0,1,0,1,0,12-11-2018,12-11-2018
29773,Joined,OfferAccepted,New Employee,XE020M42382,0,31.86027397,Gujarat,380051,CONSULTANCY,Tax Chat,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,0,0,26%,0,1,0,1,0,19-11-2018,19-11-2018
29774,OfferDeclined,OfferDeclined,New Employee,XE020M24041,1,23.21917808,Uttarakhand,244713,CAMPUS,Transfer Pricing,0,Bangalore,BLR CORAL/EYGDS/SEZ,4,FALSE,1,Post Grad,0,0,100%,0,0,1,1,0,15-10-2018,
29775,Joined,OfferAccepted,New Employee,XE020M42382,0,39.70136986,Andhra Pradesh,500029,CONSULTANCY,Tax Chat,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,0,0,13%,0,1,0,1,0,19-11-2018,19-11-2018
29776,OfferDeclined,OfferDeclined,New Employee,XE020M42382,1,30.89863014,Andhra Pradesh,500019,EMPLOYEE REFERRAL,Tax Chat,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,0,0,36%,0,1,0,1,0,07-01-2019,
29777,OfferDeclined,OfferDeclined,New Employee,XE020M42382,0,34.59452055,Maharashtra,400101,CONSULTANCY,Tax Chat,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,0,0,21%,0,0,0,1,0,19-11-2018,
29778,Joined,OfferAccepted,New Employee,XE020M42382,0,29.87671233,Tamil Nadu,641038,WALK-IN,Tax Chat,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,1,0,31%,0,1,0,1,0,19-11-2018,19-11-2018
29779,Joined,OfferAccepted,New Employee,XE020M42382,0,37.98082192,Andhra Pradesh,500032,EMPLOYEE REFERRAL,Tax Chat,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,0,0,31%,0,1,0,1,0,29-10-2018,29-10-2018
29780,OfferDeclined,OfferDeclined,New Employee,XE020M42382,0,35.4,Maharashtra,422002,CONSULTANCY,Tax Chat,0,Bangalore,BLR CORAL/EYGDS/SEZ,42,FALSE,2,Post Grad,0,0,36%,0,1,0,1,0,19-11-2018,
29781,Joined,OfferAccepted,New Employee,XE020M24041,1,22.59178082,Karnataka,560016,CAMPUS,Transfer Pricing,0,Bangalore,BLR CORAL/EYGDS/SEZ,4,FALSE,1,Post Grad,0,0,100%,0,0,1,1,0,15-10-2018,15-10-2018
29782,Joined,OfferAccepted,New Employee,XE020M24041,1,24.75342466,Karnataka,563130,CAMPUS,Transfer Pricing,0,Bangalore,BLR CORAL/EYGDS/SEZ,4,FALSE,1,Post Grad,0,0,100%,0,0,1,1,0,15-10-2018,15-10-2018
